dataset,aggregation,relation,relation_name,train_triple_count,valid_triple_count,test_triple_count,baseline_stage1_mrr,selected_config_stage1_mrr,final_test_mrr,gain_vs_baseline,rel_gain_pct,selected_stage1_gain_vs_baseline,stage2_gain_vs_selected_stage1,gain_bucket,selected_stage,dependency_stage_attempted,dependency_stage_accepted,valid_stage1_mrr,valid_stage2_mrr,selected_valid_mrr,num_relation_rules,num_relation_dependencies,num_relation_rule_types,num_relation_dependency_types,num_relation_dependency_type_source_pairs,parsed_total_rules,B_rule_count,Uc_rule_count,Ud_rule_count,Z_rule_count,B_ratio,Uc_ratio,Ud_ratio,filtered_synergy_count,filtered_redundancy_count,filtered_dep_total,filtered_dep_per_rule,dep_per_rule,stage1_headroom,relation_time_seconds,rule_weight_B,rule_weight_U,rule_weight_Uc,rule_weight_Ud,dep_weight_BB,dep_weight_BU,dep_weight_UU,dep_weight_B_Uc,dep_weight_B_Ud,dep_weight_Uc_Uc,dep_weight_Uc_Ud,dep_weight_Ud_Ud,stage1_bucket,dep_density_bucket
FB15k-237,best_combination_dep_l1_regularization_dep_fix_topk8_0412,109,/film/film/written_by,787,10,26,0.123972,0.126670,0.126312,0.002340,1.887200,0.002697,-0.000358,neutral,dependency,True,True,0.287813,0.289416,0.289416,1431,2888,2,3,2888,1431,612,290,529,0,0.427673,0.202655,0.369672,2862,26,2888,2.018169,2.018169,0.876028,45.371769,1.692271,1.575694,,,1.016404,1.014049,1.003886,,,,,,"[0.0,0.2)",Q3
FB15k-237,best_combination_dep_l1_regularization_dep_fix_topk8_0412,110,/tv/tv_producer/programs_produced./tv/tv_producer_term/producer_type,225,19,22,0.527192,0.526919,0.526829,-0.000363,-0.068864,-0.000273,-0.000090,negative,dependency,True,True,0.595275,0.597125,0.597125,516,1986,2,2,1986,516,143,306,66,1,0.277132,0.593023,0.127907,1032,954,1986,3.848837,3.848837,0.472808,39.888329,0.689281,0.697581,,,1.003351,,1.003351,,,,,,"[0.4,0.6)",Q4
FB15k-237,best_combination_dep_l1_regularization_dep_fix_topk8_0412,111,/location/hud_county_place/county,305,1,7,0.281559,0.281559,0.281494,-0.000065,-0.022964,0.000000,-0.000065,negative,dependency,True,True,0.101190,0.101515,0.101515,316,23,2,2,23,316,159,74,83,0,0.503165,0.234177,0.262658,15,8,23,0.072785,0.072785,0.718441,39.946401,1.013111,1.010676,,,1.009797,,1.009246,,,,,,"[0.2,0.4)",Q1
FB15k-237,best_combination_dep_l1_regularization_dep_fix_topk8_0412,112,/education/educational_degree/people_with_this_degree./education/education/major_field_of_study,494,61,63,0.398266,0.403457,0.403457,0.005191,1.303421,0.005191,0.000000,neutral,rule_only,True,False,0.456856,0.456856,0.456856,4773,4003,2,0,0,4773,60,4421,292,0,0.012571,0.926252,0.061177,1139,2864,4003,0.838676,0.838676,0.601734,40.700927,0.624157,0.625286,,,1.000000,1.000000,1.000000,,,,,,"[0.2,0.4)",Q3
FB15k-237,best_combination_dep_l1_regularization_dep_fix_topk8_0412,113,/base/schemastaging/organization_extra/phone_number./base/schemastaging/phone_sandbox/contact_category,142,17,20,0.584199,0.577093,0.577093,-0.007106,-1.216418,-0.007106,0.000000,negative,rule_only,True,False,0.572030,0.572030,0.572030,210,529,2,0,0,210,46,98,66,0,0.219048,0.466667,0.314286,420,109,529,2.519048,2.519048,0.415801,38.105238,1.000000,1.000000,,,1.000000,1.000000,1.000000,,,,,,"[0.4,0.6)",Q4
FB15k-237,best_combination_dep_l1_regularization_dep_fix_topk8_0412,114,/base/saturdaynightlive/snl_cast_member/seasons./base/saturdaynightlive/snl_season_tenure/cast_members,100,1,3,0.464286,0.464286,0.464286,0.000000,0.000000,0.000000,0.000000,neutral,rule_only,True,False,1.000000,1.000000,1.000000,1045,4180,2,0,0,1045,202,568,275,0,0.193301,0.543541,0.263158,2090,2090,4180,4.000000,4.000000,0.535714,38.563549,1.000000,1.000000,,,1.000000,1.000000,1.000000,,,,,,"[0.4,0.6)",Q4
FB15k-237,best_combination_dep_l1_regularization_dep_fix_topk8_0412,115,/film/film/film_format,345,37,39,0.459446,0.459424,0.459424,-0.000021,-0.004640,-0.000021,0.000000,negative,rule_only,True,False,0.467789,0.467789,0.467789,853,3141,2,0,0,853,82,651,118,2,0.096131,0.763189,0.138335,1435,1706,3141,3.682298,3.682298,0.540554,39.101872,0.922005,0.921789,,,1.000000,,1.000000,,,,,,"[0.4,0.6)",Q4
FB15k-237,best_combination_dep_l1_regularization_dep_fix_topk8_0412,116,/film/film/music,1039,65,92,0.186182,0.204967,0.211959,0.025777,13.844828,0.018785,0.006992,positive,dependency,True,True,0.286977,0.296208,0.296208,2463,1964,2,3,1964,2463,267,1099,1097,0,0.108404,0.446204,0.445392,1953,11,1964,0.797402,0.797402,0.813818,50.925872,1.881101,2.437714,,,1.381775,1.202779,1.390114,,,,,,"[0.0,0.2)",Q2
FB15k-237,best_combination_dep_l1_regularization_dep_fix_topk8_0412,117,/sports/sports_team/roster./american_football/football_roster_position/position,607,0,3,0.212054,0.212054,0.212054,0.000000,0.000000,0.000000,0.000000,neutral,rule_only,True,False,0.000000,0.000000,0.000000,15718,32450,2,0,0,15718,238,14848,632,0,0.015142,0.944649,0.040209,1014,31436,32450,2.064512,2.064512,0.787946,41.055057,1.000000,1.000000,,,1.000000,1.000000,1.000000,,,,,,"[0.2,0.4)",Q3
FB15k-237,best_combination_dep_l1_regularization_dep_fix_topk8_0412,118,/user/tsegaran/random/taxonomy_subject/entry./user/tsegaran/random/taxonomy_entry/taxonomy,411,32,50,0.470965,0.470552,0.470552,-0.000413,-0.087734,-0.000413,0.000000,negative,rule_only,True,False,0.475933,0.475933,0.475933,1461,4924,2,0,0,1461,297,1053,110,1,0.203285,0.720739,0.075291,2002,2922,4924,3.370294,3.370294,0.529035,38.702492,0.960054,0.960051,,,1.000000,,1.000000,,,,,,"[0.4,0.6)",Q4
FB15k-237,best_combination_dep_l1_regularization_dep_fix_topk8_0412,119,/celebrities/celebrity/celebrity_friends./celebrities/friendship/friend,250,1,1,0.061438,0.055882,0.055882,-0.005556,-9.042553,-0.005556,0.000000,negative,rule_only,True,False,0.100068,0.100068,0.100068,414,47,2,0,0,414,203,41,170,0,0.490338,0.099034,0.410628,47,0,47,0.113527,0.113527,0.938562,37.967420,1.000000,1.000000,,,1.000000,1.000000,1.000000,,,,,,"[0.0,0.2)",Q1
FB15k-237,best_combination_dep_l1_regularization_dep_fix_topk8_0412,120,/location/hud_foreclosure_area/estimated_number_of_mortgages./measurement_unit/dated_integer/source,788,94,84,0.754341,0.785527,0.792360,0.038019,5.040049,0.031187,0.006833,positive,dependency,True,True,0.691805,0.718563,0.718563,317,811,2,2,811,317,127,147,42,1,0.400631,0.463722,0.132492,177,634,811,2.558360,2.558360,0.245659,46.820922,0.569099,0.871092,,,1.098455,,1.099462,,,,,,"[0.6,1.0]",Q4
FB15k-237,best_combination_dep_l1_regularization_dep_fix_topk8_0412,121,/base/x2010fifaworldcupsouthafrica/world_cup_squad/current_world_cup_squad./base/x2010fifaworldcupsouthafrica/current_world_cup_squad/current_club,246,29,29,0.121554,0.116914,0.116400,-0.005153,-4.239638,-0.004639,-0.000514,negative,dependency,True,True,0.145547,0.145953,0.145953,581,2,2,1,2,581,29,345,207,0,0.049914,0.593804,0.356282,2,0,2,0.003442,0.003442,0.878446,40.820900,1.035090,1.543203,,,1.003097,,,,,,,,"[0.0,0.2)",Q1
FB15k-237,best_combination_dep_l1_regularization_dep_fix_topk8_0412,122,/base/popstra/location/vacationers./base/popstra/vacation_choice/vacationer,349,46,31,0.124488,0.130520,0.130520,0.006032,4.845260,0.006032,0.000000,positive,rule_only,True,False,0.139109,0.139109,0.139109,565,54,2,0,0,565,77,95,393,0,0.136283,0.168142,0.695575,53,1,54,0.095575,0.095575,0.875512,40.284275,1.266771,1.420416,,,1.000000,,1.000000,,,,,,"[0.0,0.2)",Q1
FB15k-237,best_combination_dep_l1_regularization_dep_fix_topk8_0412,123,/base/popstra/celebrity/canoodled./base/popstra/canoodled/participant,449,3,1,0.006604,0.006604,0.006604,0.000000,0.000000,0.000000,0.000000,neutral,rule_only,True,False,0.000137,0.000137,0.000137,442,8,2,0,0,442,91,86,265,0,0.205882,0.194570,0.599548,4,4,8,0.018100,0.018100,0.993396,39.476770,1.000000,1.000000,,,1.000000,1.000000,1.000000,,,,,,"[0.0,0.2)",Q1
FB15k-237,best_combination_dep_l1_regularization_dep_fix_topk8_0412,124,/education/educational_institution/school_type,728,75,80,0.351355,0.346948,0.346948,-0.004406,-1.254105,-0.004406,0.000000,negative,rule_only,True,False,0.310852,0.310852,0.310852,1034,4136,2,0,0,1034,112,655,264,3,0.108317,0.633462,0.255319,2068,2068,4136,4.000000,4.000000,0.648645,42.609285,0.717630,0.892841,,,1.000000,1.000000,1.000000,,,,,,"[0.2,0.4)",Q4
FB15k-237,best_combination_dep_l1_regularization_dep_fix_topk8_0412,125,/sports/sport/pro_athletes./sports/pro_sports_played/athlete,128,19,17,0.640565,0.639132,0.639132,-0.001433,-0.223704,-0.001433,0.000000,negative,rule_only,True,False,0.773586,0.773586,0.773586,105,23,2,0,0,105,22,38,45,0,0.209524,0.361905,0.428571,5,18,23,0.219048,0.219048,0.359435,38.345849,0.979170,1.138654,,,1.000000,,1.000000,,,,,,"[0.6,1.0]",Q2
FB15k-237,best_combination_dep_l1_regularization_dep_fix_topk8_0412,126,/award/hall_of_fame/inductees./award/hall_of_fame_induction/inductee,154,10,27,0.434100,0.456658,0.456658,0.022559,5.196627,0.022559,0.000000,positive,rule_only,True,False,0.480944,0.480944,0.480944,387,797,2,0,0,387,56,218,113,0,0.144703,0.563307,0.291990,774,23,797,2.059432,2.059432,0.565900,38.357983,0.821010,0.933727,,,1.000000,,1.000000,,,,,,"[0.4,0.6)",Q3
FB15k-237,best_combination_dep_l1_regularization_dep_fix_topk8_0412,127,/base/biblioness/bibs_location/state,300,7,7,0.617691,0.617589,0.617505,-0.000185,-0.029989,-0.000102,-0.000083,negative,dependency,True,True,0.399622,0.399651,0.399651,460,381,2,3,381,460,244,91,125,0,0.530435,0.197826,0.271739,368,13,381,0.828261,0.828261,0.382309,39.976680,0.991661,1.003020,,,1.008016,1.007706,1.007675,,,,,,"[0.6,1.0]",Q3
FB15k-237,best_combination_dep_l1_regularization_dep_fix_topk8_0412,128,/education/university/local_tuition./measurement_unit/dated_money_value/currency,360,0,1,0.500068,0.500068,0.500068,0.000000,0.000000,0.000000,0.000000,neutral,rule_only,True,False,0.000000,0.000000,0.000000,781,3124,2,0,0,781,432,279,69,1,0.553137,0.357234,0.088348,1562,1562,3124,4.000000,4.000000,0.499932,37.822607,1.000000,1.000000,,,1.000000,1.000000,1.000000,,,,,,"[0.4,0.6)",Q4
FB15k-237,best_combination_dep_l1_regularization_dep_fix_topk8_0412,129,/business/business_operation/revenue./measurement_unit/dated_money_value/currency,215,3,1,0.510989,0.510989,0.510989,0.000000,0.000000,0.000000,0.000000,neutral,rule_only,True,False,0.391808,0.391808,0.391808,542,2168,2,0,0,542,374,128,39,1,0.690037,0.236162,0.071956,1084,1084,2168,4.000000,4.000000,0.489011,38.120908,1.000000,1.000000,,,1.000000,1.000000,1.000000,,,,,,"[0.4,0.6)",Q4
FB15k-237,best_combination_dep_l1_regularization_dep_fix_topk8_0412,130,/sports/sports_position/players./sports/sports_team_roster/team,3500,29,22,0.379659,0.371222,0.392158,0.012500,3.292337,-0.008436,0.020936,positive,dependency,True,True,0.391256,0.404860,0.404860,19359,39691,2,3,39691,19359,398,17930,1027,4,0.020559,0.926184,0.053050,973,38718,39691,2.050261,2.050261,0.620341,50.393149,0.368477,0.417132,,,1.040680,1.078545,1.079372,,,,,,"[0.2,0.4)",Q3
FB15k-237,best_combination_dep_l1_regularization_dep_fix_topk8_0412,131,/military/military_conflict/combatants./military/military_combatant_group/combatants,424,32,34,0.342125,0.333218,0.333218,-0.008907,-2.603545,-0.008907,0.000000,negative,rule_only,True,False,0.406456,0.406456,0.406456,3558,8805,2,0,0,3558,190,2668,700,0,0.053401,0.749859,0.196740,7116,1689,8805,2.474705,2.474705,0.657875,43.468857,0.823979,0.745393,,,1.000000,1.000000,1.000000,,,,,,"[0.2,0.4)",Q4
FB15k-237,best_combination_dep_l1_regularization_dep_fix_topk8_0412,132,/sports/sports_league/teams./sports/sports_league_participation/team,161,14,16,0.603390,0.600648,0.604391,0.001001,0.165921,-0.002742,0.003743,neutral,dependency,True,True,0.513864,0.515218,0.515218,281,990,2,2,990,281,42,182,57,0,0.149466,0.647687,0.202847,562,428,990,3.523132,3.523132,0.396610,38.673410,0.873351,0.871696,,,1.011275,,1.011275,,,,,,"[0.6,1.0]",Q4
FB15k-237,best_combination_dep_l1_regularization_dep_fix_topk8_0412,133,/base/biblioness/bibs_location/country,610,4,14,0.550693,0.551587,0.551587,0.000894,0.162353,0.000894,0.000000,neutral,rule_only,True,False,0.648958,0.648958,0.648958,1363,3817,2,0,0,1363,966,239,157,1,0.708731,0.175348,0.115187,2726,1091,3817,2.800440,2.800440,0.449307,41.816588,1.000000,1.000000,,,1.000000,1.000000,1.000000,,,,,,"[0.4,0.6)",Q4
FB15k-237,best_combination_dep_l1_regularization_dep_fix_topk8_0412,134,/music/group_member/membership./music/group_membership/role,750,30,29,0.255637,0.242235,0.238668,-0.016969,-6.638012,-0.013402,-0.003567,negative,dependency,True,True,0.242446,0.243316,0.243316,7056,14518,2,3,14518,7056,637,5459,959,1,0.090278,0.773668,0.135913,14112,406,14518,2.057540,2.057540,0.744363,44.445777,0.822038,0.672392,,,1.002828,1.003518,0.998142,,,,,,"[0.2,0.4)",Q3
FB15k-237,best_combination_dep_l1_regularization_dep_fix_topk8_0412,135,/location/administrative_division/country,386,2,3,0.348553,0.349275,0.349275,0.000722,0.206999,0.000722,0.000000,neutral,rule_only,True,False,0.388923,0.388923,0.388923,850,2412,2,0,0,850,526,184,140,0,0.618824,0.216471,0.164706,1700,712,2412,2.837647,2.837647,0.651447,40.811419,1.000000,1.000000,,,1.000000,1.000000,1.000000,,,,,,"[0.2,0.4)",Q4
FB15k-237,best_combination_dep_l1_regularization_dep_fix_topk8_0412,136,/film/film/executive_produced_by,662,68,73,0.420567,0.441332,0.441332,0.020765,4.937469,0.020765,0.000000,positive,rule_only,True,False,0.436875,0.436875,0.436875,1396,1075,2,0,0,1396,364,537,495,0,0.260745,0.384670,0.354585,1067,8,1075,0.770057,0.770057,0.579433,48.551402,2.073210,2.101907,,,1.000000,1.000000,1.000000,,,,,,"[0.4,0.6)",Q2
FB15k-237,best_combination_dep_l1_regularization_dep_fix_topk8_0412,137,/food/food/nutrients./food/nutrition_fact/nutrient,966,108,105,0.810726,0.821981,0.821981,0.011255,1.388262,0.011255,0.000000,neutral,rule_only,True,False,0.815771,0.815771,0.815771,4407,8819,2,0,0,4407,8,4310,89,0,0.001815,0.977990,0.020195,5,8814,8819,2.001135,2.001135,0.189274,45.647692,0.483556,0.456358,,,1.000000,1.000000,1.000000,,,,,,"[0.6,1.0]",Q3
FB15k-237,best_combination_dep_l1_regularization_dep_fix_topk8_0412,138,/music/group_member/membership./music/group_membership/group,218,20,22,0.342871,0.363850,0.360079,0.017209,5.019059,0.020979,-0.003770,positive,dependency,True,True,0.230148,0.233301,0.233301,241,87,2,2,87,241,82,73,86,0,0.340249,0.302905,0.356846,85,2,87,0.360996,0.360996,0.657129,40.469757,1.699523,1.590732,,,0.998447,,0.997500,,,,,,"[0.2,0.4)",Q2
FB15k-237,best_combination_dep_l1_regularization_dep_fix_topk8_0412,139,/location/statistical_region/gdp_nominal_per_capita./measurement_unit/dated_money_value/currency,190,1,3,0.422874,0.422801,0.422801,-0.000072,-0.017131,-0.000072,0.000000,negative,rule_only,True,False,1.000000,1.000000,1.000000,1211,4844,2,0,0,1211,335,807,68,1,0.276631,0.666391,0.056152,2422,2422,4844,4.000000,4.000000,0.577126,38.299494,0.881840,0.881152,,,1.000000,1.000000,1.000000,,,,,,"[0.4,0.6)",Q4
FB15k-237,best_combination_dep_l1_regularization_dep_fix_topk8_0412,140,/education/field_of_study/students_majoring./education/education/student,259,31,34,0.158878,0.180026,0.180026,0.021149,13.311189,0.021149,0.000000,positive,rule_only,True,False,0.177423,0.177423,0.177423,294,3,2,0,0,294,44,57,193,0,0.149660,0.193878,0.656463,3,0,3,0.010204,0.010204,0.841122,43.041585,1.542628,1.538364,,,,,1.000000,,,,,,"[0.0,0.2)",Q1
FB15k-237,best_combination_dep_l1_regularization_dep_fix_topk8_0412,141,/award/award_winning_work/awards_won./award/award_honor/honored_for,475,10,10,0.316508,0.316508,0.316508,0.000000,0.000000,0.000000,0.000000,neutral,rule_only,True,False,0.448839,0.448839,0.448839,3513,14052,2,0,0,3513,504,2102,907,0,0.143467,0.598349,0.258184,7026,7026,14052,4.000000,4.000000,0.683492,42.856539,1.000000,1.000000,,,1.000000,1.000000,1.000000,,,,,,"[0.2,0.4)",Q4
FB15k-237,best_combination_dep_l1_regularization_dep_fix_topk8_0412,142,/sports/sports_team/roster./basketball/basketball_roster_position/position,178,4,2,0.535539,0.534856,0.534856,-0.000683,-0.127619,-0.000683,0.000000,negative,rule_only,True,False,0.386616,0.386616,0.386616,559,662,2,0,0,559,26,447,86,0,0.046512,0.799642,0.153846,333,329,662,1.184258,1.184258,0.464461,37.858915,0.749546,0.750635,,,1.000000,1.000000,1.000000,,,,,,"[0.4,0.6)",Q3
FB15k-237,best_combination_dep_l1_regularization_dep_fix_topk8_0412,143,/organization/organization/headquarters./location/mailing_address/state_province_region,721,40,39,0.546727,0.544486,0.538824,-0.007903,-1.445551,-0.002241,-0.005662,negative,dependency,True,True,0.583707,0.586034,0.586034,1367,1583,2,3,1583,1367,385,508,472,2,0.281639,0.371617,0.345282,1187,396,1583,1.158010,1.158010,0.453273,44.478329,1.340596,1.491208,,,1.064575,1.037425,1.063346,,,,,,"[0.4,0.6)",Q3
FB15k-237,best_combination_dep_l1_regularization_dep_fix_topk8_0412,144,/base/aareas/schema/administrative_area/capital,137,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,neutral,rule_only,True,False,0.000000,0.000000,0.000000,67,21,1,0,0,67,67,0,0,0,1.000000,0.000000,0.000000,17,4,21,0.313433,0.313433,1.000000,37.901917,1.000000,,,,1.000000,,,,,,,,"[0.0,0.2)",Q2
FB15k-237,best_combination_dep_l1_regularization_dep_fix_topk8_0412,145,/tv/tv_producer/programs_produced./tv/tv_producer_term/program,416,5,4,0.336699,0.326186,0.326186,-0.010513,-3.122294,-0.010513,0.000000,negative,rule_only,True,False,0.301425,0.301425,0.301425,840,2335,2,0,0,840,366,286,188,0,0.435714,0.340476,0.223810,1680,655,2335,2.779762,2.779762,0.663301,40.685989,0.841400,0.904489,,,1.000000,1.000000,1.000000,,,,,,"[0.2,0.4)",Q4
FB15k-237,best_combination_dep_l1_regularization_dep_fix_topk8_0412,146,/education/educational_institution/campuses,533,13,13,0.000137,0.000137,0.000137,0.000000,0.000000,0.000000,0.000000,neutral,rule_only,False,False,0.000137,,0.000137,1544,0,2,0,0,1544,874,592,76,2,0.566062,0.383420,0.049223,0,0,0,0.000000,0.000000,0.999863,39.494109,1.000000,1.000000,,,,,,,,,,,"[0.0,0.2)",Q1
FB15k-237,best_combination_dep_l1_regularization_dep_fix_topk8_0412,147,/film/film/distributors./film/film_film_distributor_relationship/region,157,11,10,0.564971,0.572644,0.640833,0.075862,13.427622,0.007673,0.068189,positive,dependency,True,True,0.540998,0.584182,0.584182,916,1814,2,3,1814,916,160,624,131,1,0.174672,0.681223,0.143013,1474,340,1814,1.980349,1.980349,0.435029,39.826477,0.723802,0.795365,,,1.060474,1.056180,1.059648,,,,,,"[0.4,0.6)",Q3
FB15k-237,best_combination_dep_l1_regularization_dep_fix_topk8_0412,148,/travel/travel_destination/climate./travel/travel_destination_monthly_climate/month,535,57,60,0.954861,0.955159,0.955159,0.000298,0.031167,0.000298,0.000000,neutral,rule_only,True,False,0.967836,0.967836,0.967836,5149,14745,2,0,0,5149,64,4455,630,0,0.012430,0.865217,0.122354,4447,10298,14745,2.863663,2.863663,0.045139,39.714019,0.960064,0.960065,,,1.000000,1.000000,1.000000,,,,,,"[0.6,1.0]",Q4
FB15k-237,best_combination_dep_l1_regularization_dep_fix_topk8_0412,149,/medicine/disease/notable_people_with_this_condition,121,9,15,0.337043,0.344237,0.344237,0.007193,2.134256,0.007193,0.000000,neutral,rule_only,True,False,0.282468,0.282468,0.282468,142,5,2,0,0,142,10,28,104,0,0.070423,0.197183,0.732394,5,0,5,0.035211,0.035211,0.662957,38.543856,1.230707,1.227122,,,,,1.000000,,,,,,"[0.2,0.4)",Q1
FB15k-237,best_combination_dep_l1_regularization_dep_fix_topk8_0412,150,/base/schemastaging/organization_extra/phone_number./base/schemastaging/phone_sandbox/service_location,345,31,38,0.445351,0.444768,0.460763,0.015413,3.460822,-0.000582,0.015995,positive,dependency,True,True,0.451762,0.467890,0.467890,3816,8094,2,3,8094,3816,366,2771,678,1,0.095912,0.726153,0.177673,7632,462,8094,2.121069,2.121069,0.554649,42.037682,0.811090,0.783672,,,1.023965,1.020647,1.021144,,,,,,"[0.4,0.6)",Q3
FB15k-237,best_combination_dep_l1_regularization_dep_fix_topk8_0412,151,/people/ethnicity/geographic_distribution,122,14,17,0.393870,0.404430,0.404430,0.010560,2.681144,0.010560,0.000000,neutral,rule_only,True,False,0.401123,0.401123,0.401123,1609,3404,2,0,0,1609,109,1264,236,0,0.067744,0.785581,0.146675,2496,908,3404,2.115600,2.115600,0.606130,39.363699,0.859813,0.704866,,,1.000000,1.000000,1.000000,,,,,,"[0.2,0.4)",Q3
FB15k-237,best_combination_dep_l1_regularization_dep_fix_topk8_0412,152,/military/military_combatant/military_conflicts./military/military_combatant_group/combatants,747,15,17,0.260356,0.254769,0.326391,0.066036,25.363600,-0.005586,0.071622,positive,dependency,True,True,0.260324,0.357636,0.357636,28658,80136,2,3,80136,28658,847,24701,3110,0,0.029555,0.861923,0.108521,37586,42550,80136,2.796287,2.796287,0.739644,51.859330,0.657502,0.577935,,,1.005535,1.004873,1.004641,,,,,,"[0.2,0.4)",Q4
FB15k-237,best_combination_dep_l1_regularization_dep_fix_topk8_0412,153,/film/film/personal_appearances./film/personal_film_appearance/person,217,18,11,0.179935,0.192523,0.190773,0.010838,6.023336,0.012588,-0.001750,positive,dependency,True,True,0.369297,0.369303,0.369303,377,311,2,2,311,377,64,131,182,0,0.169761,0.347480,0.482759,25,286,311,0.824934,0.824934,0.820065,41.865906,1.554020,1.602274,,,0.995456,,1.006221,,,,,,"[0.0,0.2)",Q3
FB15k-237,best_combination_dep_l1_regularization_dep_fix_topk8_0412,154,/location/location/time_zones,1151,129,137,0.548013,0.552944,0.552234,0.004221,0.770326,0.004931,-0.000710,neutral,dependency,True,True,0.581484,0.582147,0.582147,1826,5286,2,3,5286,1826,391,1019,412,4,0.214129,0.558050,0.225630,3652,1634,5286,2.894852,2.894852,0.451987,43.034553,0.641200,0.709973,,,1.002458,1.002332,1.002449,,,,,,"[0.4,0.6)",Q4
FB15k-237,best_combination_dep_l1_regularization_dep_fix_topk8_0412,155,/film/film/story_by,394,14,31,0.411258,0.413865,0.411985,0.000727,0.176655,0.002607,-0.001881,neutral,dependency,True,True,0.267240,0.267246,0.267246,517,571,2,3,571,517,225,138,154,0,0.435203,0.266925,0.297872,558,13,571,1.104449,1.104449,0.588742,40.773703,1.011969,1.010223,,,1.008409,0.999468,1.008073,,,,,,"[0.4,0.6)",Q3
FB15k-237,best_combination_dep_l1_regularization_dep_fix_topk8_0412,156,/base/petbreeds/city_with_dogs/top_breeds./base/petbreeds/dog_city_relationship/dog_breed,192,22,21,0.853175,0.851191,0.851191,-0.001984,-0.232557,-0.001984,0.000000,negative,rule_only,True,False,0.844697,0.844697,0.844697,494,1128,2,0,0,494,36,283,175,0,0.072874,0.572874,0.354251,988,140,1128,2.283401,2.283401,0.146825,38.288850,1.000000,1.000000,,,1.000000,1.000000,1.000000,,,,,,"[0.6,1.0]",Q4
FB15k-237,best_combination_dep_l1_regularization_dep_fix_topk8_0412,157,/olympics/olympic_games/participating_countries,490,23,23,0.458732,0.426975,0.449923,-0.008809,-1.920311,-0.031757,0.022947,negative,dependency,True,True,0.460410,0.475165,0.475165,8960,35840,2,3,35840,8960,391,7732,836,1,0.043638,0.862946,0.093304,17920,17920,35840,4.000000,4.000000,0.541268,43.939987,0.689903,0.483593,,,0.997102,1.002995,0.997551,,,,,,"[0.4,0.6)",Q4
FB15k-237,best_combination_dep_l1_regularization_dep_fix_topk8_0412,158,/tv/tv_network/programs./tv/tv_network_duration/program,305,27,26,0.190744,0.185870,0.198625,0.007881,4.131770,-0.004874,0.012756,positive,dependency,True,True,0.178980,0.203161,0.203161,369,564,2,3,564,369,77,138,154,0,0.208672,0.373984,0.417344,503,61,564,1.528455,1.528455,0.809256,40.981716,1.008630,1.113257,,,1.168100,1.168720,1.181845,,,,,,"[0.0,0.2)",Q3
FB15k-237,best_combination_dep_l1_regularization_dep_fix_topk8_0412,159,/people/person/employment_history./business/employment_tenure/company,316,21,24,0.094256,0.099017,0.099097,0.004841,5.136194,0.004761,0.000080,positive,dependency,True,True,0.189506,0.190757,0.190757,289,112,2,3,112,289,116,64,109,0,0.401384,0.221453,0.377163,111,1,112,0.387543,0.387543,0.905744,41.495275,1.108651,1.142340,,,1.140771,1.072975,1.147020,,,,,,"[0.0,0.2)",Q2
FB15k-237,best_combination_dep_l1_regularization_dep_fix_topk8_0412,160,/music/artist/origin,552,23,34,0.159664,0.119427,0.119427,-0.040237,-25.200987,-0.040237,0.000000,negative,rule_only,True,False,0.229298,0.229298,0.229298,541,46,2,0,0,541,112,202,227,0,0.207024,0.373383,0.419593,42,4,46,0.085028,0.085028,0.840336,42.088438,2.122365,1.745332,,,1.000000,,1.000000,,,,,,"[0.0,0.2)",Q1
FB15k-237,best_combination_dep_l1_regularization_dep_fix_topk8_0412,161,/people/marriage_union_type/unions_of_this_type./people/marriage/location_of_ceremony,417,58,53,0.586429,0.579761,0.579761,-0.006668,-1.137013,-0.006668,0.000000,negative,rule_only,True,False,0.546009,0.546009,0.546009,1235,3913,2,0,0,1235,378,763,93,1,0.306073,0.617814,0.075304,2470,1443,3913,3.168421,3.168421,0.413571,39.735094,0.730525,0.789840,,,1.000000,,1.000000,,,,,,"[0.4,0.6)",Q4
FB15k-237,best_combination_dep_l1_regularization_dep_fix_topk8_0412,162,/tv/tv_writer/tv_programs./tv/tv_program_writer_relationship/tv_program,271,6,9,0.251112,0.255171,0.254481,0.003370,1.341881,0.004059,-0.000689,neutral,dependency,True,True,0.255138,0.257146,0.257146,903,2064,2,3,2064,903,284,453,166,0,0.314507,0.501661,0.183832,1640,424,2064,2.285714,2.285714,0.748888,39.628880,0.918350,0.742845,,,1.007616,1.006207,1.009586,,,,,,"[0.2,0.4)",Q4
FB15k-237,best_combination_dep_l1_regularization_dep_fix_topk8_0412,163,/time/event/locations,363,32,34,0.178773,0.201233,0.201233,0.022460,12.563279,0.022460,0.000000,positive,rule_only,True,False,0.176527,0.176527,0.176527,981,374,2,0,0,981,138,387,456,0,0.140673,0.394495,0.464832,355,19,374,0.381244,0.381244,0.821227,40.404048,1.203964,1.286894,,,1.000000,1.000000,1.000000,,,,,,"[0.0,0.2)",Q2
