dataset,aggregation,type_grouping,typed_test_mrr,relation,relation_name,num_test_samples,selected_stage,dependency_weight_source,dominant_rule_type,dominant_rule_support,dominant_rule_weight,dominant_rule_abs_delta,dominant_rule_impact,dominant_dep_type,dominant_dep_support,dominant_dep_weight,dominant_dep_abs_delta,dominant_dep_impact,rule_weight_B,rule_support_B,rule_abs_delta_B,rule_impact_B,rule_weight_U,rule_support_U,rule_abs_delta_U,rule_impact_U,rule_weight_Uc,rule_support_Uc,rule_abs_delta_Uc,rule_impact_Uc,rule_weight_Ud,rule_support_Ud,rule_abs_delta_Ud,rule_impact_Ud,dep_weight_BB,dep_support_BB,dep_abs_delta_BB,dep_impact_BB,dep_weight_BU,dep_support_BU,dep_abs_delta_BU,dep_impact_BU,dep_weight_UU,dep_support_UU,dep_abs_delta_UU,dep_impact_UU,dep_weight_B_Uc,dep_support_B_Uc,dep_abs_delta_B_Uc,dep_impact_B_Uc,dep_weight_B_Ud,dep_support_B_Ud,dep_abs_delta_B_Ud,dep_impact_B_Ud,dep_weight_Uc_Uc,dep_support_Uc_Uc,dep_abs_delta_Uc_Uc,dep_impact_Uc_Uc,dep_weight_Uc_Ud,dep_support_Uc_Ud,dep_abs_delta_Uc_Ud,dep_impact_Uc_Ud,dep_weight_Ud_Ud,dep_support_Ud_Ud,dep_abs_delta_Ud_Ud,dep_impact_Ud_Ud,rule_order_ud_lt_b_lt_uc
WN18RR,structural_r2d3,r2d3,0.499230,2,_instance_hypernym,122,rule_only,trial,U,7172.000000,1.000000,0.000000,7172.000000,BB,894.000000,1.000000,0.000000,894.000000,1.000000,273.000000,0.000000,273.000000,1.000000,7172.000000,0.000000,7172.000000,,,,,,,,,1.000000,894.000000,0.000000,894.000000,1.000000,85.000000,0.000000,85.000000,1.000000,71.000000,0.000000,71.000000,,,,,,,,,,,,,,,,,,,,,
WN18RR,structural_r2d3,r2d3,0.499230,3,_also_see,56,rule_only,trial,U,2082.000000,1.906904,0.906904,3970.174753,BU,2016.000000,1.000000,0.000000,2016.000000,1.396815,324.000000,0.396815,452.568222,1.906904,2082.000000,0.906904,3970.174753,,,,,,,,,1.000000,473.000000,0.000000,473.000000,1.000000,2016.000000,0.000000,2016.000000,1.000000,129.000000,0.000000,129.000000,,,,,,,,,,,,,,,,,,,,,
WN18RR,structural_r2d3,r2d3,0.499230,4,_member_meronym,253,dependency,final,U,1815.000000,4.529508,3.529508,8221.057201,BB,521.000000,2.407500,1.407500,1254.307396,1.487591,314.000000,0.487591,467.103511,4.529508,1815.000000,3.529508,8221.057201,,,,,,,,,2.407500,521.000000,1.407500,1254.307396,1.085768,34.000000,0.085768,36.916109,1.234019,36.000000,0.234019,44.424698,,,,,,,,,,,,,,,,,,,,,
WN18RR,structural_r2d3,r2d3,0.499230,5,_synset_domain_topic_of,114,rule_only,trial,U,1432.000000,3.959016,2.959016,5669.310626,BB,3787.000000,1.000000,0.000000,3787.000000,1.259819,848.000000,0.259819,1068.326173,3.959016,1432.000000,2.959016,5669.310626,,,,,,,,,1.000000,3787.000000,0.000000,3787.000000,1.000000,58.000000,0.000000,58.000000,1.000000,52.000000,0.000000,52.000000,,,,,,,,,,,,,,,,,,,,,
WN18RR,structural_r2d3,r2d3,0.499230,6,_has_part,172,rule_only,trial,U,4396.000000,1.000000,0.000000,4396.000000,BB,897.000000,1.000000,0.000000,897.000000,1.000000,606.000000,0.000000,606.000000,1.000000,4396.000000,0.000000,4396.000000,,,,,,,,,1.000000,897.000000,0.000000,897.000000,1.000000,345.000000,0.000000,345.000000,1.000000,130.000000,0.000000,130.000000,,,,,,,,,,,,,,,,,,,,,
WN18RR,structural_r2d3,r2d3,0.499230,7,_member_of_domain_usage,24,dependency,final,U,394.000000,1.200764,0.200764,473.101095,BB,72.000000,1.006450,0.006450,72.464436,0.789310,38.000000,0.210690,29.993795,1.200764,394.000000,0.200764,473.101095,,,,,,,,,1.006450,72.000000,0.006450,72.464436,1.007122,14.000000,0.007122,14.099711,1.007163,21.000000,0.007163,21.150423,,,,,,,,,,,,,,,,,,,,,
WN18RR,structural_r2d3,r2d3,0.499230,8,_member_of_domain_region,26,rule_only,trial,U,491.000000,2.087142,1.087142,1024.786820,UU,26.000000,1.000000,0.000000,26.000000,1.223644,121.000000,0.223644,148.060936,2.087142,491.000000,1.087142,1024.786820,,,,,,,,,1.000000,12.000000,0.000000,12.000000,1.000000,4.000000,0.000000,4.000000,1.000000,26.000000,0.000000,26.000000,,,,,,,,,,,,,,,,,,,,,
WN18RR,structural_r2d3,r2d3,0.499230,9,_verb_group,39,dependency,final,U,903.000000,2.229037,1.229037,2012.820050,UU,266.000000,1.365053,0.365053,363.104178,2.012974,467.000000,1.012974,940.058858,2.229037,903.000000,1.229037,2012.820050,,,,,,,,,1.201711,14.000000,0.201711,16.823958,1.331145,21.000000,0.331145,27.954049,1.365053,266.000000,0.365053,363.104178,,,,,,,,,,,,,,,,,,,,,
WN18RR,structural_r2d3,r2d3,0.499230,10,_similar_to,3,rule_only,none,U,6.000000,1.000000,0.000000,6.000000,,,,,,1.000000,2.000000,0.000000,2.000000,1.000000,6.000000,0.000000,6.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FB15k-237,structural_r2d3,r2d3,0.351555,0,/location/country/form_of_government,43,rule_only,trial,U,2308.000000,0.813515,0.186485,1877.593543,UU,5396.000000,1.000000,0.000000,5396.000000,0.813809,105.000000,0.186191,85.449934,0.813515,2308.000000,0.186485,1877.593543,,,,,,,,,1.000000,797.000000,0.000000,797.000000,1.000000,33.000000,0.000000,33.000000,1.000000,5396.000000,0.000000,5396.000000,,,,,,,,,,,,,,,,,,,,,
FB15k-237,structural_r2d3,r2d3,0.351555,1,/tv/tv_program/regular_cast./tv/regular_tv_appearance/actor,91,rule_only,trial,U,2199.000000,1.000000,0.000000,2199.000000,UU,5920.000000,1.000000,0.000000,5920.000000,1.000000,447.000000,0.000000,447.000000,1.000000,2199.000000,0.000000,2199.000000,,,,,,,,,1.000000,2401.000000,0.000000,2401.000000,1.000000,313.000000,0.000000,313.000000,1.000000,5920.000000,0.000000,5920.000000,,,,,,,,,,,,,,,,,,,,,
FB15k-237,structural_r2d3,r2d3,0.351555,2,/media_common/netflix_genre/titles,124,dependency,final,U,5178.000000,0.995185,0.004815,5153.068448,BB,9870.000000,1.025682,0.025682,10123.477392,0.776204,809.000000,0.223796,627.948955,0.995185,5178.000000,0.004815,5153.068448,,,,,,,,,1.025682,9870.000000,0.025682,10123.477392,1.031829,691.000000,0.031829,712.993977,1.033547,6042.000000,0.033547,6244.690370,,,,,,,,,,,,,,,,,,,,,
FB15k-237,structural_r2d3,r2d3,0.351555,3,/award/award_winner/awards_won./award/award_honor/award_winner,41,dependency,final,U,76540.000000,0.186178,0.813822,14250.056466,BU,204045.000000,1.186650,0.186650,242130.080868,0.676034,2576.000000,0.323966,1741.464099,0.186178,76540.000000,0.813822,14250.056466,,,,,,,,,1.085411,16500.000000,0.085411,17909.283150,1.186650,204045.000000,0.186650,242130.080868,1.159572,95919.000000,0.159572,111224.986668,,,,,,,,,,,,,,,,,,,,,
FB15k-237,structural_r2d3,r2d3,0.351555,4,/soccer/football_team/current_roster./sports/sports_team_roster/position,12,rule_only,trial,U,691.000000,1.000000,0.000000,691.000000,UU,1306.000000,1.000000,0.000000,1306.000000,1.000000,104.000000,0.000000,104.000000,1.000000,691.000000,0.000000,691.000000,,,,,,,,,1.000000,588.000000,0.000000,588.000000,1.000000,277.000000,0.000000,277.000000,1.000000,1306.000000,0.000000,1306.000000,,,,,,,,,,,,,,,,,,,,,
FB15k-237,structural_r2d3,r2d3,0.351555,5,/soccer/football_team/current_roster./soccer/football_roster_position/position,10,rule_only,trial,U,718.000000,0.720540,0.279460,517.347433,UU,1382.000000,1.000000,0.000000,1382.000000,0.716812,102.000000,0.283188,73.114793,0.720540,718.000000,0.279460,517.347433,,,,,,,,,1.000000,543.000000,0.000000,543.000000,1.000000,271.000000,0.000000,271.000000,1.000000,1382.000000,0.000000,1382.000000,,,,,,,,,,,,,,,,,,,,,
FB15k-237,structural_r2d3,r2d3,0.351555,6,/film/actor/film./film/performance/film,836,dependency,final,U,27826.000000,2.347138,1.347138,65311.467553,BB,8006.000000,1.888259,0.888259,15117.404756,1.224652,1621.000000,0.224652,1985.160730,2.347138,27826.000000,1.347138,65311.467553,,,,,,,,,1.888259,8006.000000,0.888259,15117.404756,1.866230,1260.000000,0.866230,2351.449800,1.851273,7424.000000,0.851273,13743.853722,,,,,,,,,,,,,,,,,,,,,
FB15k-237,structural_r2d3,r2d3,0.351555,7,/award/award_category/nominees./award/award_nomination/nominated_for,858,dependency,final,U,89645.000000,0.627500,0.372500,56252.219571,UU,137334.000000,1.049875,0.049875,144183.505783,0.742552,1025.000000,0.257448,761.116312,0.627500,89645.000000,0.372500,56252.219571,,,,,,,,,1.035701,14516.000000,0.035701,15034.232813,1.041194,60169.000000,0.041194,62647.607803,1.049875,137334.000000,0.049875,144183.505783,,,,,,,,,,,,,,,,,,,,,
FB15k-237,structural_r2d3,r2d3,0.351555,8,/award/award_nominee/award_nominations./award/award_nomination/award_nominee,214,dependency,final,U,122448.000000,0.264287,0.735713,32361.426821,BU,227423.000000,0.995623,0.004377,226427.478560,0.654894,3694.000000,0.345106,2419.176589,0.264287,122448.000000,0.735713,32361.426821,,,,,,,,,0.989761,18694.000000,0.010239,18502.597742,0.995623,227423.000000,0.004377,226427.478560,0.996152,133413.000000,0.003848,132899.626776,,,,,,,,,,,,,,,,,,,,,
FB15k-237,structural_r2d3,r2d3,0.351555,9,/music/performance_role/regular_performances./music/group_membership/role,40,dependency,final,U,90564.000000,0.474740,0.525260,42994.317134,UU,137391.000000,1.004008,0.004008,137941.676867,0.566269,1069.000000,0.433731,605.341561,0.474740,90564.000000,0.525260,42994.317134,,,,,,,,,1.004026,7428.000000,0.004026,7457.903642,1.004029,49251.000000,0.004029,49449.442129,1.004008,137391.000000,0.004008,137941.676867,,,,,,,,,,,,,,,,,,,,,
FB15k-237,structural_r2d3,r2d3,0.351555,10,/award/award_category/winners./award/award_honor/ceremony,323,rule_only,trial,U,28139.000000,0.304038,0.695962,8555.319654,UU,63944.000000,1.000000,0.000000,63944.000000,0.604842,149.000000,0.395158,90.121518,0.304038,28139.000000,0.695962,8555.319654,,,,,,,,,1.000000,6106.000000,0.000000,6106.000000,1.000000,8076.000000,0.000000,8076.000000,1.000000,63944.000000,0.000000,63944.000000,,,,,,,,,,,,,,,,,,,,,
FB15k-237,structural_r2d3,r2d3,0.351555,11,/film/film/release_date_s./film/film_regional_release_date/film_release_distribution_medium,158,rule_only,trial,U,2247.000000,0.490441,0.509559,1102.020028,BB,6247.000000,1.000000,0.000000,6247.000000,0.542076,299.000000,0.457924,162.080844,0.490441,2247.000000,0.509559,1102.020028,,,,,,,,,1.000000,6247.000000,0.000000,6247.000000,1.000000,40.000000,0.000000,40.000000,1.000000,1880.000000,0.000000,1880.000000,,,,,,,,,,,,,,,,,,,,,
FB15k-237,structural_r2d3,r2d3,0.351555,12,/award/award_winning_work/awards_won./award/award_honor/award_winner,24,rule_only,trial,U,5378.000000,1.000000,0.000000,5378.000000,UU,11849.000000,1.000000,0.000000,11849.000000,1.000000,1560.000000,0.000000,1560.000000,1.000000,5378.000000,0.000000,5378.000000,,,,,,,,,1.000000,6943.000000,0.000000,6943.000000,1.000000,406.000000,0.000000,406.000000,1.000000,11849.000000,0.000000,11849.000000,,,,,,,,,,,,,,,,,,,,,
FB15k-237,structural_r2d3,r2d3,0.351555,13,/film/film/release_date_s./film/film_regional_release_date/film_release_region,1447,rule_only,trial,U,297804.000000,0.088888,0.911112,26471.231732,UU,624210.000000,1.000000,0.000000,624210.000000,0.595855,2148.000000,0.404145,1279.897399,0.088888,297804.000000,0.911112,26471.231732,,,,,,,,,1.000000,3613.000000,0.000000,3613.000000,1.000000,8727.000000,0.000000,8727.000000,1.000000,624210.000000,0.000000,624210.000000,,,,,,,,,,,,,,,,,,,,,
FB15k-237,structural_r2d3,r2d3,0.351555,14,/film/film/language,314,rule_only,trial,U,4827.000000,0.884675,0.115325,4270.327673,BB,6944.000000,1.000000,0.000000,6944.000000,0.606243,839.000000,0.393757,508.637458,0.884675,4827.000000,0.115325,4270.327673,,,,,,,,,1.000000,6944.000000,0.000000,6944.000000,1.000000,472.000000,0.000000,472.000000,1.000000,6401.000000,0.000000,6401.000000,,,,,,,,,,,,,,,,,,,,,
FB15k-237,structural_r2d3,r2d3,0.351555,15,/location/location/contains,330,rule_only,trial,U,5504.000000,1.123294,0.123294,6182.612378,UU,18393.000000,1.000000,0.000000,18393.000000,0.927916,3284.000000,0.072084,3047.277129,1.123294,5504.000000,0.123294,6182.612378,,,,,,,,,1.000000,1158.000000,0.000000,1158.000000,1.000000,49.000000,0.000000,49.000000,1.000000,18393.000000,0.000000,18393.000000,,,,,,,,,,,,,,,,,,,,,
FB15k-237,structural_r2d3,r2d3,0.351555,16,/organization/organization/headquarters./location/mailing_address/country,7,dependency,final,B,412.000000,0.947682,0.052318,390.444984,BB,1354.000000,1.040871,0.040871,1409.339063,0.947682,412.000000,0.052318,390.444984,0.981312,168.000000,0.018688,164.860416,,,,,,,,,1.040871,1354.000000,0.040871,1409.339063,1.038268,20.000000,0.038268,20.765352,1.040825,659.000000,0.040825,685.903346,,,,,,,,,,,,,,,,,,,,,
FB15k-237,structural_r2d3,r2d3,0.351555,17,/people/person/profession,1311,rule_only,trial,U,22379.000000,0.946163,0.053837,21174.186253,UU,12941.000000,1.000000,0.000000,12941.000000,0.607777,936.000000,0.392223,568.879740,0.946163,22379.000000,0.053837,21174.186253,,,,,,,,,1.000000,11488.000000,0.000000,11488.000000,1.000000,3613.000000,0.000000,3613.000000,1.000000,12941.000000,0.000000,12941.000000,,,,,,,,,,,,,,,,,,,,,
FB15k-237,structural_r2d3,r2d3,0.351555,18,/location/statistical_region/religions./location/religion_percentage/religion,60,rule_only,trial,U,4718.000000,0.578719,0.421281,2730.395298,UU,12389.000000,1.000000,0.000000,12389.000000,0.604725,163.000000,0.395275,98.570110,0.578719,4718.000000,0.421281,2730.395298,,,,,,,,,1.000000,3477.000000,0.000000,3477.000000,1.000000,3658.000000,0.000000,3658.000000,1.000000,12389.000000,0.000000,12389.000000,,,,,,,,,,,,,,,,,,,,,
FB15k-237,structural_r2d3,r2d3,0.351555,19,/award/award_nominee/award_nominations./award/award_nomination/award,1067,dependency,final,U,48922.000000,1.038583,0.038583,50809.557526,UU,50396.000000,1.067342,0.067342,53789.747274,0.800959,1476.000000,0.199041,1182.214746,1.038583,48922.000000,0.038583,50809.557526,,,,,,,,,1.037117,16036.000000,0.037117,16631.216230,1.073667,31382.000000,0.073667,33693.811518,1.067342,50396.000000,0.067342,53789.747274,,,,,,,,,,,,,,,,,,,,,
FB15k-237,structural_r2d3,r2d3,0.351555,20,/music/genre/artists,664,rule_only,trial,U,17362.000000,0.970947,0.029053,16857.583550,BB,23988.000000,1.000000,0.000000,23988.000000,0.738250,412.000000,0.261750,304.159165,0.970947,17362.000000,0.029053,16857.583550,,,,,,,,,1.000000,23988.000000,0.000000,23988.000000,1.000000,9346.000000,0.000000,9346.000000,1.000000,9579.000000,0.000000,9579.000000,,,,,,,,,,,,,,,,,,,,,
FB15k-237,structural_r2d3,r2d3,0.351555,21,/influence/influence_node/influenced_by,235,rule_only,trial,U,3291.000000,2.055557,1.055557,6764.838087,BB,292.000000,1.000000,0.000000,292.000000,0.967566,232.000000,0.032434,224.475405,2.055557,3291.000000,1.055557,6764.838087,,,,,,,,,1.000000,292.000000,0.000000,292.000000,1.000000,269.000000,0.000000,269.000000,1.000000,131.000000,0.000000,131.000000,,,,,,,,,,,,,,,,,,,,,
FB15k-237,structural_r2d3,r2d3,0.351555,22,/education/educational_institution/students_graduates./education/education/student,311,dependency,final,U,2285.000000,2.203765,1.203765,5035.603939,UU,63.000000,1.462834,0.462834,92.158517,1.244457,249.000000,0.244457,309.869793,2.203765,2285.000000,1.203765,5035.603939,,,,,,,,,,,,,,,,,1.462834,63.000000,0.462834,92.158517,,,,,,,,,,,,,,,,,,,,,
FB15k-237,structural_r2d3,r2d3,0.351555,23,/organization/organization_member/member_of./organization/organization_membership/organization,96,rule_only,trial,U,7016.000000,0.538500,0.461500,3778.113895,UU,16645.000000,1.000000,0.000000,16645.000000,0.567585,356.000000,0.432415,202.060118,0.538500,7016.000000,0.461500,3778.113895,,,,,,,,,1.000000,4850.000000,0.000000,4850.000000,1.000000,609.000000,0.000000,609.000000,1.000000,16645.000000,0.000000,16645.000000,,,,,,,,,,,,,,,,,,,,,
FB15k-237,structural_r2d3,r2d3,0.351555,24,/people/person/place_of_birth,170,dependency,final,U,1538.000000,1.872936,0.872936,2880.575414,UU,126.000000,1.720030,0.720030,216.723793,1.645338,460.000000,0.645338,756.855388,1.872936,1538.000000,0.872936,2880.575414,,,,,,,,,1.516450,10.000000,0.516450,15.164503,1.636796,12.000000,0.636796,19.641547,1.720030,126.000000,0.720030,216.723793,,,,,,,,,,,,,,,,,,,,,
FB15k-237,structural_r2d3,r2d3,0.351555,25,/common/topic/webpage./common/webpage/category,402,rule_only,trial,U,3333.000000,1.000000,0.000000,3333.000000,BB,3513.000000,1.000000,0.000000,3513.000000,1.000000,2031.000000,0.000000,2031.000000,1.000000,3333.000000,0.000000,3333.000000,,,,,,,,,1.000000,3513.000000,0.000000,3513.000000,,,,,1.000000,1900.000000,0.000000,1900.000000,,,,,,,,,,,,,,,,,,,,,
FB15k-237,structural_r2d3,r2d3,0.351555,26,/film/film/other_crew./film/film_crew_gig/film_crew_role,606,rule_only,trial,U,42733.000000,0.386647,0.613353,16522.581978,UU,19941.000000,1.000000,0.000000,19941.000000,0.627273,255.000000,0.372727,159.954564,0.386647,42733.000000,0.613353,16522.581978,,,,,,,,,1.000000,13793.000000,0.000000,13793.000000,1.000000,18296.000000,0.000000,18296.000000,1.000000,19941.000000,0.000000,19941.000000,,,,,,,,,,,,,,,,,,,,,
FB15k-237,structural_r2d3,r2d3,0.351555,27,/award/award_ceremony/awards_presented./award/award_honor/award_winner,317,rule_only,trial,U,8462.000000,0.992874,0.007126,8401.698096,UU,16493.000000,1.000000,0.000000,16493.000000,0.874248,449.000000,0.125752,392.537172,0.992874,8462.000000,0.007126,8401.698096,,,,,,,,,1.000000,8286.000000,0.000000,8286.000000,1.000000,1038.000000,0.000000,1038.000000,1.000000,16493.000000,0.000000,16493.000000,,,,,,,,,,,,,,,,,,,,,
FB15k-237,structural_r2d3,r2d3,0.351555,28,/film/film/country,131,rule_only,trial,U,6614.000000,0.832004,0.167996,5502.876440,UU,8317.000000,1.000000,0.000000,8317.000000,0.629912,1792.000000,0.370088,1128.801587,0.832004,6614.000000,0.167996,5502.876440,,,,,,,,,1.000000,2481.000000,0.000000,2481.000000,1.000000,145.000000,0.000000,145.000000,1.000000,8317.000000,0.000000,8317.000000,,,,,,,,,,,,,,,,,,,,,
FB15k-237,structural_r2d3,r2d3,0.351555,29,/olympics/olympic_sport/athletes./olympics/olympic_athlete_affiliation/country,258,rule_only,trial,U,47285.000000,0.436737,0.563263,20651.123231,UU,77774.000000,1.000000,0.000000,77774.000000,0.566198,291.000000,0.433802,164.763676,0.436737,47285.000000,0.563263,20651.123231,,,,,,,,,1.000000,18237.000000,0.000000,18237.000000,1.000000,21872.000000,0.000000,21872.000000,1.000000,77774.000000,0.000000,77774.000000,,,,,,,,,,,,,,,,,,,,,
FB15k-237,structural_r2d3,r2d3,0.351555,30,/award/award_winning_work/awards_won./award/award_honor/award,118,dependency,final,U,19020.000000,0.853791,0.146209,16239.112428,UU,18611.000000,1.050249,0.050249,19546.176695,0.871588,721.000000,0.128412,628.415164,0.853791,19020.000000,0.146209,16239.112428,,,,,,,,,1.048436,16979.000000,0.048436,17801.389750,1.038275,5079.000000,0.038275,5273.401264,1.050249,18611.000000,0.050249,19546.176695,,,,,,,,,,,,,,,,,,,,,
FB15k-237,structural_r2d3,r2d3,0.351555,31,/film/film/genre,722,rule_only,trial,U,15225.000000,1.035263,0.035263,15761.883743,BB,22421.000000,1.000000,0.000000,22421.000000,0.711961,589.000000,0.288039,419.345206,1.035263,15225.000000,0.035263,15761.883743,,,,,,,,,1.000000,22421.000000,0.000000,22421.000000,1.000000,5762.000000,0.000000,5762.000000,1.000000,13923.000000,0.000000,13923.000000,,,,,,,,,,,,,,,,,,,,,
FB15k-237,structural_r2d3,r2d3,0.351555,32,/film/film_distributor/films_distributed./film/film_film_distributor_relationship/film,160,rule_only,trial,U,5158.000000,1.408490,0.408490,7264.992452,BB,10273.000000,1.000000,0.000000,10273.000000,0.899505,663.000000,0.100495,596.371815,1.408490,5158.000000,0.408490,7264.992452,,,,,,,,,1.000000,10273.000000,0.000000,10273.000000,1.000000,302.000000,0.000000,302.000000,1.000000,5603.000000,0.000000,5603.000000,,,,,,,,,,,,,,,,,,,,,
FB15k-237,structural_r2d3,r2d3,0.351555,33,/location/statistical_region/rent50_2./measurement_unit/dated_money_value/currency,46,rule_only,trial,B,393.000000,0.762078,0.237922,299.496850,BB,1860.000000,1.000000,0.000000,1860.000000,0.762078,393.000000,0.237922,299.496850,0.760413,92.000000,0.239587,69.957978,,,,,,,,,1.000000,1860.000000,0.000000,1860.000000,,,,,1.000000,80.000000,0.000000,80.000000,,,,,,,,,,,,,,,,,,,,,
FB15k-237,structural_r2d3,r2d3,0.351555,34,/film/film/estimated_budget./measurement_unit/dated_money_value/currency,151,dependency,final,U,1981.000000,0.695826,0.304174,1378.432098,BB,4774.000000,1.008128,0.008128,4812.802595,0.688180,705.000000,0.311820,485.167041,0.695826,1981.000000,0.304174,1378.432098,,,,,,,,,1.008128,4774.000000,0.008128,4812.802595,,,,,1.007739,607.000000,0.007739,611.697330,,,,,,,,,,,,,,,,,,,,,
FB15k-237,structural_r2d3,r2d3,0.351555,35,/government/legislative_session/members./government/government_position_held/district_represented,117,dependency,final,U,11075.000000,0.508374,0.491626,5630.240943,UU,29509.000000,0.998109,0.001891,29453.186677,0.543115,100.000000,0.456885,54.311470,0.508374,11075.000000,0.491626,5630.240943,,,,,,,,,0.998142,2484.000000,0.001858,2479.385225,0.998164,11277.000000,0.001836,11256.295428,0.998109,29509.000000,0.001891,29453.186677,,,,,,,,,,,,,,,,,,,,,
FB15k-237,structural_r2d3,r2d3,0.351555,36,/sports/sports_team/roster./american_football/football_historical_roster_position/position_s,1,rule_only,trial,U,12794.000000,1.000000,0.000000,12794.000000,UU,24092.000000,1.000000,0.000000,24092.000000,1.000000,257.000000,0.000000,257.000000,1.000000,12794.000000,0.000000,12794.000000,,,,,,,,,1.000000,2440.000000,0.000000,2440.000000,1.000000,3061.000000,0.000000,3061.000000,1.000000,24092.000000,0.000000,24092.000000,,,,,,,,,,,,,,,,,,,,,
FB15k-237,structural_r2d3,r2d3,0.351555,37,/government/government_office_category/officeholders./government/government_position_held/jurisdiction_of_office,91,rule_only,trial,U,3697.000000,0.649263,0.350737,2400.326420,UU,8945.000000,1.000000,0.000000,8945.000000,0.663970,346.000000,0.336030,229.733758,0.649263,3697.000000,0.350737,2400.326420,,,,,,,,,1.000000,6992.000000,0.000000,6992.000000,1.000000,235.000000,0.000000,235.000000,1.000000,8945.000000,0.000000,8945.000000,,,,,,,,,,,,,,,,,,,,,
FB15k-237,structural_r2d3,r2d3,0.351555,38,/award/award_nominee/award_nominations./award/award_nomination/nominated_for,132,rule_only,trial,U,14666.000000,1.000000,0.000000,14666.000000,UU,19015.000000,1.000000,0.000000,19015.000000,1.000000,2547.000000,0.000000,2547.000000,1.000000,14666.000000,0.000000,14666.000000,,,,,,,,,1.000000,5154.000000,0.000000,5154.000000,1.000000,448.000000,0.000000,448.000000,1.000000,19015.000000,0.000000,19015.000000,,,,,,,,,,,,,,,,,,,,,
FB15k-237,structural_r2d3,r2d3,0.351555,39,/people/deceased_person/place_of_death,78,dependency,final,U,425.000000,1.872478,0.872478,795.803320,UU,21.000000,0.996827,0.003173,20.933369,1.430539,131.000000,0.430539,187.400648,1.872478,425.000000,0.872478,795.803320,,,,,,,,,1.000111,1.000000,0.000111,1.000111,,,,,0.996827,21.000000,0.003173,20.933369,,,,,,,,,,,,,,,,,,,,,
FB15k-237,structural_r2d3,r2d3,0.351555,40,/sports/pro_athlete/teams./sports/sports_team_roster/team,16,rule_only,trial,U,1420.000000,1.022494,0.022494,1451.941622,UU,80.000000,1.000000,0.000000,80.000000,1.043454,84.000000,0.043454,87.650161,1.022494,1420.000000,0.022494,1451.941622,,,,,,,,,1.000000,51.000000,0.000000,51.000000,1.000000,50.000000,0.000000,50.000000,1.000000,80.000000,0.000000,80.000000,,,,,,,,,,,,,,,,,,,,,
FB15k-237,structural_r2d3,r2d3,0.351555,41,/music/artist/track_contributions./music/track_contribution/role,152,rule_only,trial,U,23671.000000,0.520973,0.479027,12331.947149,UU,25248.000000,1.000000,0.000000,25248.000000,0.766723,778.000000,0.233277,596.510416,0.520973,23671.000000,0.479027,12331.947149,,,,,,,,,1.000000,20069.000000,0.000000,20069.000000,1.000000,6394.000000,0.000000,6394.000000,1.000000,25248.000000,0.000000,25248.000000,,,,,,,,,,,,,,,,,,,,,
FB15k-237,structural_r2d3,r2d3,0.351555,42,/music/instrument/instrumentalists,153,rule_only,trial,U,21042.000000,0.636055,0.363945,13383.879831,UU,23469.000000,1.000000,0.000000,23469.000000,0.759037,905.000000,0.240963,686.928213,0.636055,21042.000000,0.363945,13383.879831,,,,,,,,,1.000000,20755.000000,0.000000,20755.000000,1.000000,2525.000000,0.000000,2525.000000,1.000000,23469.000000,0.000000,23469.000000,,,,,,,,,,,,,,,,,,,,,
FB15k-237,structural_r2d3,r2d3,0.351555,43,/people/person/gender,436,dependency,final,U,6690.000000,0.565918,0.434082,3785.990751,BB,1645.000000,1.026334,0.026334,1688.319101,0.462965,686.000000,0.537035,317.594059,0.565918,6690.000000,0.434082,3785.990751,,,,,,,,,1.026334,1645.000000,0.026334,1688.319101,,,,,1.023123,1417.000000,0.023123,1449.765433,,,,,,,,,,,,,,,,,,,,,
FB15k-237,structural_r2d3,r2d3,0.351555,44,/business/job_title/people_with_this_title./business/employment_tenure/company,85,rule_only,trial,U,1304.000000,0.825592,0.174408,1076.571446,BB,2987.000000,1.000000,0.000000,2987.000000,0.731983,308.000000,0.268017,225.450702,0.825592,1304.000000,0.174408,1076.571446,,,,,,,,,1.000000,2987.000000,0.000000,2987.000000,1.000000,262.000000,0.000000,262.000000,1.000000,764.000000,0.000000,764.000000,,,,,,,,,,,,,,,,,,,,,
FB15k-237,structural_r2d3,r2d3,0.351555,45,/base/popstra/celebrity/friendship./base/popstra/friendship/participant,32,dependency,final,U,2048.000000,1.290639,0.290639,2643.228058,BB,404.000000,1.226962,0.226962,495.692608,1.338156,863.000000,0.338156,1154.828283,1.290639,2048.000000,0.290639,2643.228058,,,,,,,,,1.226962,404.000000,0.226962,495.692608,1.229584,53.000000,0.229584,65.167963,1.131383,7.000000,0.131383,7.919680,,,,,,,,,,,,,,,,,,,,,
FB15k-237,structural_r2d3,r2d3,0.351555,46,/business/business_operation/industry,41,dependency,final,U,209.000000,0.915209,0.084791,191.278660,UU,54.000000,1.018290,0.018290,54.987655,0.849958,47.000000,0.150042,39.948049,0.915209,209.000000,0.084791,191.278660,,,,,,,,,1.017171,38.000000,0.017171,38.652487,1.016069,4.000000,0.016069,4.064278,1.018290,54.000000,0.018290,54.987655,,,,,,,,,,,,,,,,,,,,,
