metric,dataset,feature,op,threshold,coverage,n,mean_delta,base_rr,rel_gain,improved,worse,unchanged,improved_sum,worse_sum,improved_mean,worse_mean
official_aligned,KG20C,gt_stage1_official,<=,0.16488870064051525,0.8000805585392051,5959,0.008076704378324794,0.13972810844445624,0.05780300376380884,4826,846,287,49.18681652833038,-1.0577351378929352,0.01019204652472656,-0.001250277940771791
official_aligned,KG20C,gt_stage2_official,<=,0.16488870064051525,0.8000805585392051,5959,0.008076704378324794,0.13972810844445624,0.05780300376380884,4826,846,287,49.18681652833038,-1.0577351378929352,0.01019204652472656,-0.001250277940771791
official_aligned,KG20C,dep_nonzero_ratio,>=,0.25,0.20341031149301825,1515,0.0078084842541869095,0.13601470393190077,0.057409118488368924,1507,8,0,11.84818340739515,-0.018329762301982123,0.007862099142266191,-0.0022912202877477653
official_aligned,KG20C,dep_nonzero_ratio,>=,0.19,0.250671321160043,1867,0.007849066559539689,0.1382347381534493,0.056780709859100165,1844,23,0,14.689848228966726,-0.035640962306125464,0.007966295135014494,-0.0015496070567880636
official_aligned,KG20C,gt_rules,<=,3.0,0.545515574650913,4063,0.0073496207992392384,0.12977626597077035,0.056633011778090464,2990,841,232,30.832090587541327,-0.9705812802323034,0.010311735982455293,-0.0011540800002762229
official_aligned,KG20C,avg_rules,>=,9.92,0.30061761546723953,2239,0.006584742820071854,0.11761560488487473,0.055985282110457835,1969,2,268,14.828146428399785,-0.08490725425890239,0.007530800623869876,-0.042453627129451194
official_aligned,KG20C,avg_pos_dep,>=,0.25,0.2026047261009667,1509,0.007595398883171214,0.13604235023285854,0.05583113545282375,1507,2,0,11.469441092041189,-0.007984177335825482,0.0076107771015535425,-0.003992088667912741
official_aligned,KG20C,dep_nonzero_ratio,>=,0.14,0.31001611170784105,2309,0.007861912850978503,0.14509939803395805,0.05418294601841529,2260,49,0,18.297557447063088,-0.14440067415372773,0.008096264357107561,-0.0029469525337495455
official_aligned,KG20C,avg_pos_dep,>=,0.17,0.2518796992481203,1876,0.0077507816692044765,0.1463106600675969,0.05297482538608972,1874,2,0,14.548450588763425,-0.007984177335825482,0.007763314081517302,-0.003992088667912741
official_aligned,KG20C,avg_neg_dep,>=,0.29,0.20166487647690656,1502,0.006926442458891013,0.13104497645011742,0.052855459602662296,1492,10,0,10.502908127397259,-0.09939155414295506,0.007039482659113444,-0.009939155414295506
official_aligned,KG20C,num_edges,>=,15.0,0.2540279269602578,1892,0.006962373511688012,0.1335872476409466,0.052118548998040255,1887,5,0,13.266431838255293,-0.09362115414157393,0.007030435526367405,-0.018724230828314786
