dataset,selector,coverage,n,mrr_stage1,mrr_stage2,gain_pt
KG20C,balanced5_global_rf_lodo,0.16,1192,0.1225485732286686,0.13513652576823518,0.10271806686870333
KG20C,balanced5_global_rf_lodo,0.18,1341,0.1260154984583206,0.13797274468872847,0.09488710814696089
KG20C,balanced5_global_rf_lodo,0.2,1490,0.12436305654522067,0.13590490822117257,0.09280771956384859
KG20C,balanced5_global_rf_lodo,0.22,1639,0.12980338349242113,0.14173839749219863,0.09194686362296833
KG20C,balanced5_global_rf_lodo,0.24,1788,0.1327836965423365,0.1442994619047875,0.08672574768077324
KG20C,balanced5_global_rf_lodo,0.26,1936,0.13612739388448966,0.14674086749303267,0.07796721369358628
KG20C,balanced5_global_rf_lodo,0.28,2085,0.1358245943254046,0.14652613362325626,0.07878940740447349
KG20C,balanced5_global_rf_lodo,0.3,2234,0.13514565259866168,0.14614050191273123,0.08135555308405396
KG20C,balanced5_global_rf_lodo,0.32,2383,0.13862627290025953,0.1500482381028389,0.08239394281917534
KG20C,balanced5_global_rf_lodo,0.34,2532,0.13871233053227305,0.15027834405290277,0.08338129333021871
KG20C,balanced5_global_rf_lodo,0.36,2681,0.1384394450396314,0.14999189356968531,0.08344766570500739
KG20C,balanced5_global_rf_lodo,0.38,2830,0.14102301849450802,0.15277455521072084,0.08333062816032744
KG20C,balanced5_global_rf_lodo,0.4,2979,0.14447296118277814,0.15616440603145523,0.08092479556701138
KG20C,balanced5_global_rf_lodo,0.42,3128,0.14496393766390406,0.1570920812921237,0.08366317736441808
KG20C,balanced5_global_rf_lodo,0.44,3277,0.1463883730307915,0.15929266389455043,0.08815106416303053
KG20C,balanced5_global_rf_lodo,0.46,3426,0.14788235184847467,0.16003719860958937,0.08219267958065046
KG20C,balanced5_global_rf_lodo,0.48,3575,0.15083353479270248,0.16208659330744962,0.07460581315827897
KG20C,balanced5_global_rf_lodo,0.5,3724,0.1542794479704915,0.16571995335942044,0.07415443559998436
KG20C,balanced5_global_rf_lodo,0.52,3873,0.15743874287366957,0.16835003635340282,0.06930500892330271
KG20C,balanced5_global_rf_lodo,0.54,4022,0.15849398369674597,0.16976493954581098,0.07111283082284214
KG20C,balanced5_global_rf_lodo,0.56,4171,0.15964425923038425,0.1707327757711186,0.06945765913657054
KG20C,balanced5_global_rf_lodo,0.58,4320,0.15990471446765772,0.17137128619919248,0.0717087783791015
KG20C,balanced5_global_rf_lodo,0.6,4469,0.1612390093584568,0.17236041834183274,0.06897467943784918
KG20C,balanced5_global_rf_lodo,0.62,4618,0.16206633699333423,0.17272055477685835,0.06573985678446181
KG20C,balanced5_global_rf_lodo,0.64,4767,0.16459421717298425,0.17463798886334775,0.061021412920040596
KG20C,balanced5_global_rf_lodo,0.66,4916,0.16238683283342653,0.17212748346763723,0.05998423926527652
KG20C,balanced5_global_rf_lodo,0.68,5065,0.16050502560978028,0.17018230867006245,0.06029271060838659
KG20C,balanced5_global_rf_lodo,0.7,5214,0.16238067457662816,0.17189719482000484,0.058606236660790456
KG20C,balanced5_global_rf_lodo,0.72,5363,0.1623617345689939,0.17178947809641232,0.058066289772312096
KG20C,balanced5_global_rf_lodo,0.74,5512,0.1619248490967242,0.1712641306996795,0.05767664231310521
KG20C,balanced5_global_rf_lodo,0.76,5660,0.16331904188338436,0.17257778296177678,0.056691130266386836
KG20C,balanced5_global_rf_lodo,0.78,5809,0.1655904201970897,0.17435992614441642,0.052959017417125054
KG20C,balanced5_global_rf_lodo,0.8,5958,0.1659802984526071,0.1746198584597312,0.05205171991898161
KG20C,balanced5_global_rf_lodo,0.82,6107,0.17577692744247786,0.18403475156123472,0.04697899911499581
KG20C,balanced5_global_rf_lodo,0.84,6256,0.176759004730326,0.18506685453998686,0.047000999028795176
KG20C,balanced5_global_rf_lodo,0.86,6405,0.17741002643083956,0.18545152885967076,0.04532721509945792
KG20C,balanced5_global_rf_lodo,0.88,6554,0.18456719686886186,0.19262809919523524,0.043674620751274595
KG20C,balanced5_global_rf_lodo,0.9,6703,0.18770427460129563,0.19565528752358258,0.0423592533477235
KG20C,balanced5_global_rf_lodo,0.92,6852,0.1908305248045807,0.19876247806807476,0.04156543232072929
KG20C,balanced5_global_rf_lodo,0.94,7001,0.19991806097648157,0.20780094354915687,0.03943056737431361
KG20C,balanced5_global_rf_lodo,0.96,7150,0.2074478158136329,0.21537083065848506,0.03819280918325041
KG20C,balanced5_global_rf_lodo,0.98,7299,0.21702857454543878,0.224789850903939,0.03576154142262622
KG20C,balanced5_global_rf_lodo,1.0,7448,0.22638074035722044,0.23398674950607826,0.033598304947920044
WN18RR,balanced5_global_rf_lodo,0.02,121,0.697602532116587,0.7216748645272086,0.03450723198722372
WN18RR,balanced5_global_rf_lodo,0.04,242,0.5248068233366998,0.5452409423967474,0.03893645842889071
WN18RR,balanced5_global_rf_lodo,0.06,363,0.43656165667645314,0.44916771819536494,0.028875787248201945
WN18RR,balanced5_global_rf_lodo,0.08,484,0.3928425916894319,0.4035487979505339,0.02725317083124712
WN18RR,balanced5_global_rf_lodo,0.1,606,0.3710426253673753,0.38147413017455123,0.028114033520670434
WN18RR,balanced5_global_rf_lodo,0.12,727,0.39961329444017163,0.4084850044673935,0.02220073794003885
WN18RR,balanced5_global_rf_lodo,0.14,848,0.4778404052346736,0.48548176198702647,0.015991441218957014
WN18RR,balanced5_global_rf_lodo,0.16,969,0.437881157198511,0.44451342446935677,0.015146272365949454
WN18RR,balanced5_global_rf_lodo,0.18,1090,0.40116443654198963,0.40714217965191296,0.014900979661734315
WN18RR,balanced5_global_rf_lodo,0.2,1211,0.37228998845796846,0.3777476987385752,0.0146598362830348
WN18RR,balanced5_global_rf_lodo,0.22,1332,0.3490412768958528,0.35422884618281103,0.014862337581082352
WN18RR,balanced5_global_rf_lodo,0.24,1453,0.33273879172631754,0.3374708803005102,0.014221631778013055
WN18RR,balanced5_global_rf_lodo,0.26,1574,0.31540259237223406,0.31982234499763973,0.014013051041094515
WN18RR,balanced5_global_rf_lodo,0.28,1695,0.30329794147264827,0.3075111513431247,0.013891323660224497
WN18RR,balanced5_global_rf_lodo,0.3,1816,0.2946591444932565,0.2987423716208263,0.013857459386139137
WN18RR,balanced5_global_rf_lodo,0.32,1938,0.28411124408061494,0.2880158685485202,0.0137432943935063
WN18RR,balanced5_global_rf_lodo,0.34,2059,0.2732858169624492,0.27706773192321416,0.013838679968103174
WN18RR,balanced5_global_rf_lodo,0.36,2180,0.26225457577447076,0.26588704778708466,0.013850938546588809
WN18RR,balanced5_global_rf_lodo,0.38,2301,0.2547864771116799,0.258250186931165,0.013594559094150416
WN18RR,balanced5_global_rf_lodo,0.4,2422,0.24961798011516992,0.25294812483035245,0.013340964916253473
WN18RR,balanced5_global_rf_lodo,0.42,2543,0.24474838431999626,0.2479552087326868,0.013102535575874485
WN18RR,balanced5_global_rf_lodo,0.44,2664,0.24670643854996874,0.24991775671939961,0.013016758655775673
WN18RR,balanced5_global_rf_lodo,0.46,2785,0.24594326063497687,0.24915915824137283,0.013075770395550412
WN18RR,balanced5_global_rf_lodo,0.48,2906,0.24320110949808763,0.24638854847898745,0.013106186018139399
WN18RR,balanced5_global_rf_lodo,0.5,3028,0.24175317739476326,0.24494219757103183,0.013191223423141052
WN18RR,balanced5_global_rf_lodo,0.52,3149,0.23927255509510673,0.2422512733079596,0.012449059239865168
WN18RR,balanced5_global_rf_lodo,0.54,3270,0.2426229428315128,0.24533386706100638,0.011173404286733746
WN18RR,balanced5_global_rf_lodo,0.56,3391,0.2482473281721171,0.2507710488719889,0.010166154530058202
WN18RR,balanced5_global_rf_lodo,0.58,3512,0.2711994702422815,0.2736562554137523,0.009058960068306865
WN18RR,balanced5_global_rf_lodo,0.6,3633,0.29546424921773495,0.29783920917430134,0.00803806200870083
WN18RR,balanced5_global_rf_lodo,0.62,3754,0.31816512341749564,0.32046353298654345,0.0072239519667021135
WN18RR,balanced5_global_rf_lodo,0.64,3875,0.3385925867877184,0.3408232077032979,0.006587920121765567
