dataset,aggregation,type_grouping,typed_test_mrr,relation,relation_name,num_test_samples,selected_stage,dependency_weight_source,dominant_rule_type,dominant_rule_support,dominant_rule_weight,dominant_rule_abs_delta,dominant_rule_impact,dominant_dep_type,dominant_dep_support,dominant_dep_weight,dominant_dep_abs_delta,dominant_dep_impact,rule_weight_B,rule_support_B,rule_abs_delta_B,rule_impact_B,rule_weight_U,rule_support_U,rule_abs_delta_U,rule_impact_U,rule_weight_Uc,rule_support_Uc,rule_abs_delta_Uc,rule_impact_Uc,rule_weight_Ud,rule_support_Ud,rule_abs_delta_Ud,rule_impact_Ud,dep_weight_BB,dep_support_BB,dep_abs_delta_BB,dep_impact_BB,dep_weight_BU,dep_support_BU,dep_abs_delta_BU,dep_impact_BU,dep_weight_UU,dep_support_UU,dep_abs_delta_UU,dep_impact_UU,dep_weight_B_Uc,dep_support_B_Uc,dep_abs_delta_B_Uc,dep_impact_B_Uc,dep_weight_B_Ud,dep_support_B_Ud,dep_abs_delta_B_Ud,dep_impact_B_Ud,dep_weight_Uc_Uc,dep_support_Uc_Uc,dep_abs_delta_Uc_Uc,dep_impact_Uc_Uc,dep_weight_Uc_Ud,dep_support_Uc_Ud,dep_abs_delta_Uc_Ud,dep_impact_Uc_Ud,dep_weight_Ud_Ud,dep_support_Ud_Ud,dep_abs_delta_Ud_Ud,dep_impact_Ud_Ud,rule_order_ud_lt_b_lt_uc
FB15k-237,tg_r2d3__pos_auto_ratio__ri_conf__dn_none__dl1_1e-5,r2d3,0.355348,44,/business/job_title/people_with_this_title./business/employment_tenure/company,85,dependency,final,U,1304.000000,1.051830,0.051830,1371.585929,BB,2987.000000,1.001232,0.001232,2990.679984,0.757598,308.000000,0.242402,233.340184,1.051830,1304.000000,0.051830,1371.585929,,,,,,,,,1.001232,2987.000000,0.001232,2990.679984,1.001595,262.000000,0.001595,262.417916,1.001997,764.000000,0.001997,765.525402,,,,,,,,,,,,,,,,,,,,,
FB15k-237,tg_r2d3__pos_auto_ratio__ri_conf__dn_none__dl1_1e-5,r2d3,0.355348,45,/base/popstra/celebrity/friendship./base/popstra/friendship/participant,32,rule_only,trial,U,2048.000000,1.559720,0.559720,3194.307379,BB,404.000000,1.000000,0.000000,404.000000,1.803784,863.000000,0.803784,1556.665333,1.559720,2048.000000,0.559720,3194.307379,,,,,,,,,1.000000,404.000000,0.000000,404.000000,1.000000,53.000000,0.000000,53.000000,1.000000,7.000000,0.000000,7.000000,,,,,,,,,,,,,,,,,,,,,
FB15k-237,tg_r2d3__pos_auto_ratio__ri_conf__dn_none__dl1_1e-5,r2d3,0.355348,46,/business/business_operation/industry,41,dependency,final,U,209.000000,1.003725,0.003725,209.778567,UU,54.000000,1.002032,0.002032,54.109706,1.000242,47.000000,0.000242,47.011374,1.003725,209.000000,0.003725,209.778567,,,,,,,,,1.002305,38.000000,0.002305,38.087579,1.002178,4.000000,0.002178,4.008714,1.002032,54.000000,0.002032,54.109706,,,,,,,,,,,,,,,,,,,,,
FB15k-237,tg_r2d3__pos_auto_ratio__ri_conf__dn_none__dl1_1e-5,r2d3,0.355348,47,/award/award_category/winners./award/award_honor/award_winner,217,dependency,final,U,17706.000000,1.325399,0.325399,23467.518235,BB,14847.000000,1.017444,0.017444,15105.986614,0.906434,1150.000000,0.093566,1042.399215,1.325399,17706.000000,0.325399,23467.518235,,,,,,,,,1.017444,14847.000000,0.017444,15105.986614,1.010697,3286.000000,0.010697,3321.150013,1.010282,14810.000000,0.010282,14962.283825,,,,,,,,,,,,,,,,,,,,,
FB15k-237,tg_r2d3__pos_auto_ratio__ri_conf__dn_none__dl1_1e-5,r2d3,0.355348,48,/people/person/nationality,494,dependency,final,U,6832.000000,1.496522,0.496522,10224.240354,BB,2752.000000,1.057964,0.057964,2911.516928,0.838570,2884.000000,0.161430,2418.436457,1.496522,6832.000000,0.496522,10224.240354,,,,,,,,,1.057964,2752.000000,0.057964,2911.516928,0.973935,47.000000,0.026065,45.774954,1.096294,1411.000000,0.096294,1546.871116,,,,,,,,,,,,,,,,,,,,,
FB15k-237,tg_r2d3__pos_auto_ratio__ri_conf__dn_none__dl1_1e-5,r2d3,0.355348,49,/sports/sports_team/roster./baseball/baseball_roster_position/position,3,dependency,final,U,559.000000,0.795567,0.204433,444.722121,UU,1059.000000,1.017630,0.017630,1077.670064,0.794499,27.000000,0.205501,21.451478,0.795567,559.000000,0.204433,444.722121,,,,,,,,,1.017708,177.000000,0.017708,180.134404,1.017629,168.000000,0.017629,170.961689,1.017630,1059.000000,0.017630,1077.670064,,,,,,,,,,,,,,,,,,,,,
FB15k-237,tg_r2d3__pos_auto_ratio__ri_conf__dn_none__dl1_1e-5,r2d3,0.355348,50,/people/cause_of_death/people,94,dependency,final,U,657.000000,1.295682,0.295682,851.263205,UU,21.000000,1.004534,0.004534,21.095216,1.084636,55.000000,0.084636,59.654975,1.295682,657.000000,0.295682,851.263205,,,,,,,,,1.007707,3.000000,0.007707,3.023121,,,,,1.004534,21.000000,0.004534,21.095216,,,,,,,,,,,,,,,,,,,,,
FB15k-237,tg_r2d3__pos_auto_ratio__ri_conf__dn_none__dl1_1e-5,r2d3,0.355348,51,/tv/tv_program/languages,24,dependency,final,U,261.000000,0.963879,0.036121,251.572419,BB,1142.000000,1.087165,0.087165,1241.542658,0.752378,249.000000,0.247622,187.342197,0.963879,261.000000,0.036121,251.572419,,,,,,,,,1.087165,1142.000000,0.087165,1241.542658,,,,,1.088592,672.000000,0.088592,731.533690,,,,,,,,,,,,,,,,,,,,,
FB15k-237,tg_r2d3__pos_auto_ratio__ri_conf__dn_none__dl1_1e-5,r2d3,0.355348,52,/music/genre/parent_genre,97,rule_only,trial,U,418.000000,1.852802,0.852802,774.471194,BB,109.000000,1.000000,0.000000,109.000000,1.316928,36.000000,0.316928,47.409401,1.852802,418.000000,0.852802,774.471194,,,,,,,,,1.000000,109.000000,0.000000,109.000000,1.000000,32.000000,0.000000,32.000000,1.000000,47.000000,0.000000,47.000000,,,,,,,,,,,,,,,,,,,,,
FB15k-237,tg_r2d3__pos_auto_ratio__ri_conf__dn_none__dl1_1e-5,r2d3,0.355348,53,/base/popstra/celebrity/breakup./base/popstra/breakup/participant,0,rule_only,trial,U,20.000000,1.000000,0.000000,20.000000,BB,8.000000,1.000000,0.000000,8.000000,1.000000,19.000000,0.000000,19.000000,1.000000,20.000000,0.000000,20.000000,,,,,,,,,1.000000,8.000000,0.000000,8.000000,1.000000,1.000000,0.000000,1.000000,,,,,,,,,,,,,,,,,,,,,,,,,
FB15k-237,tg_r2d3__pos_auto_ratio__ri_conf__dn_none__dl1_1e-5,r2d3,0.355348,54,/location/country/capital,11,rule_only,trial,B,27.000000,1.202799,0.202799,32.475562,BB,18.000000,1.000000,0.000000,18.000000,1.202799,27.000000,0.202799,32.475562,,,,,,,,,,,,,1.000000,18.000000,0.000000,18.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FB15k-237,tg_r2d3__pos_auto_ratio__ri_conf__dn_none__dl1_1e-5,r2d3,0.355348,55,/film/special_film_performance_type/film_performance_type./film/performance/film,11,rule_only,trial,U,221.000000,1.009971,0.009971,223.203547,UU,65.000000,1.000000,0.000000,65.000000,0.930419,44.000000,0.069581,40.938458,1.009971,221.000000,0.009971,223.203547,,,,,,,,,1.000000,9.000000,0.000000,9.000000,,,,,1.000000,65.000000,0.000000,65.000000,,,,,,,,,,,,,,,,,,,,,
FB15k-237,tg_r2d3__pos_auto_ratio__ri_conf__dn_none__dl1_1e-5,r2d3,0.355348,56,/location/hud_county_place/place,48,rule_only,none,B,695.000000,1.000000,0.000000,695.000000,,,,,,1.000000,695.000000,0.000000,695.000000,1.000000,276.000000,0.000000,276.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FB15k-237,tg_r2d3__pos_auto_ratio__ri_conf__dn_none__dl1_1e-5,r2d3,0.355348,57,/music/performance_role/guest_performances./music/recording_contribution/performance_role,2,rule_only,trial,U,14853.000000,1.000000,0.000000,14853.000000,BU,24180.000000,1.000000,0.000000,24180.000000,1.000000,822.000000,0.000000,822.000000,1.000000,14853.000000,0.000000,14853.000000,,,,,,,,,1.000000,5677.000000,0.000000,5677.000000,1.000000,24180.000000,0.000000,24180.000000,1.000000,12427.000000,0.000000,12427.000000,,,,,,,,,,,,,,,,,,,,,
FB15k-237,tg_r2d3__pos_auto_ratio__ri_conf__dn_none__dl1_1e-5,r2d3,0.355348,58,/location/location/adjoin_s./location/adjoining_relationship/adjoins,55,dependency,final,U,4622.000000,0.893954,0.106046,4131.856312,BB,7108.000000,1.152313,0.152313,8190.641515,1.039389,1297.000000,0.039389,1348.087403,0.893954,4622.000000,0.106046,4131.856312,,,,,,,,,1.152313,7108.000000,0.152313,8190.641515,1.315494,188.000000,0.315494,247.312797,1.162123,1807.000000,0.162123,2099.956442,,,,,,,,,,,,,,,,,,,,,
FB15k-237,tg_r2d3__pos_auto_ratio__ri_conf__dn_none__dl1_1e-5,r2d3,0.355348,59,/film/film_subject/films,77,dependency,final,U,1106.000000,1.490425,0.490425,1648.410161,UU,40.000000,1.003972,0.003972,40.158900,1.429105,79.000000,0.429105,112.899263,1.490425,1106.000000,0.490425,1648.410161,,,,,,,,,0.996217,4.000000,0.003783,3.984868,,,,,1.003972,40.000000,0.003972,40.158900,,,,,,,,,,,,,,,,,,,,,
FB15k-237,tg_r2d3__pos_auto_ratio__ri_conf__dn_none__dl1_1e-5,r2d3,0.355348,60,/base/schemastaging/person_extra/net_worth./measurement_unit/dated_money_value/currency,60,dependency,final,U,808.000000,0.778527,0.221473,629.049735,BB,4189.000000,1.007205,0.007205,4219.180907,0.769726,585.000000,0.230274,450.289827,0.778527,808.000000,0.221473,629.049735,,,,,,,,,1.007205,4189.000000,0.007205,4219.180907,,,,,1.007201,105.000000,0.007201,105.756147,,,,,,,,,,,,,,,,,,,,,
FB15k-237,tg_r2d3__pos_auto_ratio__ri_conf__dn_none__dl1_1e-5,r2d3,0.355348,61,/education/educational_institution/colors,90,dependency,final,U,1376.000000,0.833356,0.166644,1146.697994,UU,2387.000000,1.003964,0.003964,2396.462784,0.812012,105.000000,0.187988,85.261229,0.833356,1376.000000,0.166644,1146.697994,,,,,,,,,1.004244,1589.000000,0.004244,1595.744352,1.005433,261.000000,0.005433,262.417961,1.003964,2387.000000,0.003964,2396.462784,,,,,,,,,,,,,,,,,,,,,
FB15k-237,tg_r2d3__pos_auto_ratio__ri_conf__dn_none__dl1_1e-5,r2d3,0.355348,62,/base/aareas/schema/administrative_area/administrative_parent,25,rule_only,trial,U,1058.000000,1.000000,0.000000,1058.000000,BB,3315.000000,1.000000,0.000000,3315.000000,1.000000,575.000000,0.000000,575.000000,1.000000,1058.000000,0.000000,1058.000000,,,,,,,,,1.000000,3315.000000,0.000000,3315.000000,1.000000,82.000000,0.000000,82.000000,1.000000,3135.000000,0.000000,3135.000000,,,,,,,,,,,,,,,,,,,,,
FB15k-237,tg_r2d3__pos_auto_ratio__ri_conf__dn_none__dl1_1e-5,r2d3,0.355348,63,/organization/role/leaders./organization/leadership/organization,70,dependency,final,U,668.000000,1.119999,0.119999,748.159265,BB,2057.000000,1.003478,0.003478,2064.155069,0.703763,303.000000,0.296237,213.240098,1.119999,668.000000,0.119999,748.159265,,,,,,,,,1.003478,2057.000000,0.003478,2064.155069,0.996867,88.000000,0.003133,87.724314,1.004248,1739.000000,0.004248,1746.387272,,,,,,,,,,,,,,,,,,,,,
FB15k-237,tg_r2d3__pos_auto_ratio__ri_conf__dn_none__dl1_1e-5,r2d3,0.355348,64,/government/legislative_session/members./government/government_position_held/legislative_sessions,13,rule_only,trial,U,8275.000000,0.845472,0.154528,6996.279145,UU,13861.000000,1.000000,0.000000,13861.000000,0.844747,36.000000,0.155253,30.410885,0.845472,8275.000000,0.154528,6996.279145,,,,,,,,,1.000000,202.000000,0.000000,202.000000,1.000000,3027.000000,0.000000,3027.000000,1.000000,13861.000000,0.000000,13861.000000,,,,,,,,,,,,,,,,,,,,,
FB15k-237,tg_r2d3__pos_auto_ratio__ri_conf__dn_none__dl1_1e-5,r2d3,0.355348,65,/olympics/olympic_games/sports,13,dependency,final,U,9546.000000,0.540209,0.459791,5156.835114,UU,11804.000000,0.998643,0.001357,11787.984333,0.557252,104.000000,0.442748,57.954156,0.540209,9546.000000,0.459791,5156.835114,,,,,,,,,0.997859,929.000000,0.002141,927.011011,0.998865,8277.000000,0.001135,8267.601467,0.998643,11804.000000,0.001357,11787.984333,,,,,,,,,,,,,,,,,,,,,
FB15k-237,tg_r2d3__pos_auto_ratio__ri_conf__dn_none__dl1_1e-5,r2d3,0.355348,66,/people/person/places_lived./people/place_lived/location,305,rule_only,trial,U,3542.000000,2.057481,1.057481,7287.598765,UU,1026.000000,1.000000,0.000000,1026.000000,1.944714,977.000000,0.944714,1899.985285,2.057481,3542.000000,1.057481,7287.598765,,,,,,,,,1.000000,236.000000,0.000000,236.000000,1.000000,21.000000,0.000000,21.000000,1.000000,1026.000000,0.000000,1026.000000,,,,,,,,,,,,,,,,,,,,,
FB15k-237,tg_r2d3__pos_auto_ratio__ri_conf__dn_none__dl1_1e-5,r2d3,0.355348,67,/award/award_category/disciplines_or_subjects,15,rule_only,trial,U,198.000000,1.000000,0.000000,198.000000,UU,182.000000,1.000000,0.000000,182.000000,1.000000,25.000000,0.000000,25.000000,1.000000,198.000000,0.000000,198.000000,,,,,,,,,1.000000,41.000000,0.000000,41.000000,1.000000,4.000000,0.000000,4.000000,1.000000,182.000000,0.000000,182.000000,,,,,,,,,,,,,,,,,,,,,
FB15k-237,tg_r2d3__pos_auto_ratio__ri_conf__dn_none__dl1_1e-5,r2d3,0.355348,68,/sports/professional_sports_team/draft_picks./sports/sports_league_draft_pick/school,86,rule_only,trial,U,3011.000000,1.000000,0.000000,3011.000000,UU,1992.000000,1.000000,0.000000,1992.000000,1.000000,132.000000,0.000000,132.000000,1.000000,3011.000000,0.000000,3011.000000,,,,,,,,,1.000000,398.000000,0.000000,398.000000,1.000000,186.000000,0.000000,186.000000,1.000000,1992.000000,0.000000,1992.000000,,,,,,,,,,,,,,,,,,,,,
FB15k-237,tg_r2d3__pos_auto_ratio__ri_conf__dn_none__dl1_1e-5,r2d3,0.355348,69,/olympics/olympic_participating_country/medals_won./olympics/olympic_medal_honor/olympics,63,rule_only,trial,U,34384.000000,0.505576,0.494424,17383.725184,UU,63445.000000,1.000000,0.000000,63445.000000,0.596831,466.000000,0.403169,278.123339,0.505576,34384.000000,0.494424,17383.725184,,,,,,,,,1.000000,21884.000000,0.000000,21884.000000,1.000000,9803.000000,0.000000,9803.000000,1.000000,63445.000000,0.000000,63445.000000,,,,,,,,,,,,,,,,,,,,,
FB15k-237,tg_r2d3__pos_auto_ratio__ri_conf__dn_none__dl1_1e-5,r2d3,0.355348,70,/language/human_language/countries_spoken_in,25,dependency,final,U,1605.000000,0.962238,0.037762,1544.391348,UU,4339.000000,1.043512,0.043512,4527.798134,0.874581,278.000000,0.125419,243.133407,0.962238,1605.000000,0.037762,1544.391348,,,,,,,,,1.044255,3137.000000,0.044255,3275.826367,1.036128,56.000000,0.036128,58.023168,1.043512,4339.000000,0.043512,4527.798134,,,,,,,,,,,,,,,,,,,,,
FB15k-237,tg_r2d3__pos_auto_ratio__ri_conf__dn_none__dl1_1e-5,r2d3,0.355348,71,/people/ethnicity/people,251,dependency,final,U,2926.000000,2.123908,1.123908,6214.555686,BB,4781.000000,0.987295,0.012705,4720.259786,1.037441,340.000000,0.037441,352.729838,2.123908,2926.000000,1.123908,6214.555686,,,,,,,,,0.987295,4781.000000,0.012705,4720.259786,1.001361,114.000000,0.001361,114.155131,0.986475,2718.000000,0.013525,2681.239050,,,,,,,,,,,,,,,,,,,,,
FB15k-237,tg_r2d3__pos_auto_ratio__ri_conf__dn_none__dl1_1e-5,r2d3,0.355348,72,/olympics/olympic_participating_country/athletes./olympics/olympic_athlete_affiliation/olympics,31,dependency,final,U,18907.000000,0.664655,0.335345,12566.639648,UU,39819.000000,1.002395,0.002395,39914.378451,0.700177,442.000000,0.299823,309.478278,0.664655,18907.000000,0.335345,12566.639648,,,,,,,,,1.002452,15101.000000,0.002452,15138.024632,1.002404,4229.000000,0.002404,4239.166939,1.002395,39819.000000,0.002395,39914.378451,,,,,,,,,,,,,,,,,,,,,
FB15k-237,tg_r2d3__pos_auto_ratio__ri_conf__dn_none__dl1_1e-5,r2d3,0.355348,73,/olympics/olympic_participating_country/medals_won./olympics/olympic_medal_honor/medal,38,rule_only,trial,U,2418.000000,0.756441,0.243559,1829.075547,UU,5071.000000,1.000000,0.000000,5071.000000,0.758806,118.000000,0.241194,89.539155,0.756441,2418.000000,0.243559,1829.075547,,,,,,,,,1.000000,665.000000,0.000000,665.000000,1.000000,1.000000,0.000000,1.000000,1.000000,5071.000000,0.000000,5071.000000,,,,,,,,,,,,,,,,,,,,,
FB15k-237,tg_r2d3__pos_auto_ratio__ri_conf__dn_none__dl1_1e-5,r2d3,0.355348,74,/film/film/other_crew./film/film_crew_gig/crewmember,26,rule_only,trial,U,1099.000000,1.503682,0.503682,1652.546408,UU,68.000000,1.000000,0.000000,68.000000,1.116777,132.000000,0.116777,147.414538,1.503682,1099.000000,0.503682,1652.546408,,,,,,,,,1.000000,15.000000,0.000000,15.000000,,,,,1.000000,68.000000,0.000000,68.000000,,,,,,,,,,,,,,,,,,,,,
FB15k-237,tg_r2d3__pos_auto_ratio__ri_conf__dn_none__dl1_1e-5,r2d3,0.355348,75,/music/performance_role/track_performances./music/track_contribution/role,53,rule_only,trial,U,112987.000000,0.325940,0.674060,36827.016676,UU,184522.000000,1.000000,0.000000,184522.000000,0.516140,1073.000000,0.483860,553.818649,0.325940,112987.000000,0.674060,36827.016676,,,,,,,,,1.000000,4186.000000,0.000000,4186.000000,1.000000,45456.000000,0.000000,45456.000000,1.000000,184522.000000,0.000000,184522.000000,,,,,,,,,,,,,,,,,,,,,
FB15k-237,tg_r2d3__pos_auto_ratio__ri_conf__dn_none__dl1_1e-5,r2d3,0.355348,76,/music/record_label/artist,266,rule_only,trial,U,4621.000000,1.140554,0.140554,5270.499110,UU,1361.000000,1.000000,0.000000,1361.000000,0.985891,228.000000,0.014109,224.783125,1.140554,4621.000000,0.140554,5270.499110,,,,,,,,,1.000000,903.000000,0.000000,903.000000,1.000000,249.000000,0.000000,249.000000,1.000000,1361.000000,0.000000,1361.000000,,,,,,,,,,,,,,,,,,,,,
FB15k-237,tg_r2d3__pos_auto_ratio__ri_conf__dn_none__dl1_1e-5,r2d3,0.355348,77,/base/popstra/celebrity/dated./base/popstra/dated/participant,11,dependency,final,U,1251.000000,2.220607,1.220607,2777.979732,BB,25.000000,1.210290,0.210290,30.257252,2.089648,352.000000,1.089648,735.556096,2.220607,1251.000000,1.220607,2777.979732,,,,,,,,,1.210290,25.000000,0.210290,30.257252,1.035635,3.000000,0.035635,3.106905,1.114485,10.000000,0.114485,11.144847,,,,,,,,,,,,,,,,,,,,,
FB15k-237,tg_r2d3__pos_auto_ratio__ri_conf__dn_none__dl1_1e-5,r2d3,0.355348,78,/base/locations/continents/countries_within,5,dependency,final,U,1031.000000,0.800786,0.199214,825.610469,UU,2593.000000,1.115467,0.115467,2892.406190,0.744570,156.000000,0.255430,116.152951,0.800786,1031.000000,0.199214,825.610469,,,,,,,,,1.121569,2077.000000,0.121569,2329.498605,1.091666,78.000000,0.091666,85.149940,1.115467,2593.000000,0.115467,2892.406190,,,,,,,,,,,,,,,,,,,,,
FB15k-237,tg_r2d3__pos_auto_ratio__ri_conf__dn_none__dl1_1e-5,r2d3,0.355348,79,/sports/sports_league_draft/picks./sports/sports_league_draft_pick/school,42,dependency,final,U,1100.000000,0.869784,0.130216,956.762950,UU,495.000000,1.000744,0.000744,495.368329,0.867401,68.000000,0.132599,58.983234,0.869784,1100.000000,0.130216,956.762950,,,,,,,,,0.999256,35.000000,0.000744,34.973963,1.000744,22.000000,0.000744,22.016368,1.000744,495.000000,0.000744,495.368329,,,,,,,,,,,,,,,,,,,,,
FB15k-237,tg_r2d3__pos_auto_ratio__ri_conf__dn_none__dl1_1e-5,r2d3,0.355348,80,/sports/sports_team/sport,53,dependency,final,U,328.000000,0.735163,0.264837,241.133333,UU,1207.000000,1.006256,0.006256,1214.550509,0.697986,77.000000,0.302014,53.744914,0.735163,328.000000,0.264837,241.133333,,,,,,,,,1.004784,176.000000,0.004784,176.841931,,,,,1.006256,1207.000000,0.006256,1214.550509,,,,,,,,,,,,,,,,,,,,,
FB15k-237,tg_r2d3__pos_auto_ratio__ri_conf__dn_none__dl1_1e-5,r2d3,0.355348,81,/education/educational_institution_campus/educational_institution,13,rule_only,none,B,907.000000,1.000000,0.000000,907.000000,,,,,,1.000000,907.000000,0.000000,907.000000,1.000000,664.000000,0.000000,664.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FB15k-237,tg_r2d3__pos_auto_ratio__ri_conf__dn_none__dl1_1e-5,r2d3,0.355348,82,/people/person/religion,127,dependency,final,U,1320.000000,1.580337,0.580337,2086.045368,BB,2034.000000,1.006909,0.006909,2048.053720,0.979529,245.000000,0.020471,239.984679,1.580337,1320.000000,0.580337,2086.045368,,,,,,,,,1.006909,2034.000000,0.006909,2048.053720,0.995961,8.000000,0.004039,7.967690,1.011046,793.000000,0.011046,801.759240,,,,,,,,,,,,,,,,,,,,,
FB15k-237,tg_r2d3__pos_auto_ratio__ri_conf__dn_none__dl1_1e-5,r2d3,0.355348,83,/organization/organization/headquarters./location/mailing_address/citytown,55,dependency,final,U,451.000000,1.579500,0.579500,712.354500,UU,160.000000,1.045293,0.045293,167.246928,1.898551,286.000000,0.898551,542.985672,1.579500,451.000000,0.579500,712.354500,,,,,,,,,1.048331,146.000000,0.048331,153.056311,1.006322,2.000000,0.006322,2.012644,1.045293,160.000000,0.045293,167.246928,,,,,,,,,,,,,,,,,,,,,
FB15k-237,tg_r2d3__pos_auto_ratio__ri_conf__dn_none__dl1_1e-5,r2d3,0.355348,84,/film/film/produced_by,60,dependency,final,U,2199.000000,2.387757,1.387757,5250.677863,BB,5719.000000,1.012335,0.012335,5789.541577,1.799874,738.000000,0.799874,1328.306717,2.387757,2199.000000,1.387757,5250.677863,,,,,,,,,1.012335,5719.000000,0.012335,5789.541577,1.005773,189.000000,0.005773,190.091040,1.003163,127.000000,0.003163,127.401701,,,,,,,,,,,,,,,,,,,,,
FB15k-237,tg_r2d3__pos_auto_ratio__ri_conf__dn_none__dl1_1e-5,r2d3,0.355348,85,/people/person/spouse_s./people/marriage/type_of_union,346,rule_only,trial,U,4951.000000,0.810135,0.189865,4010.978880,BB,1962.000000,1.000000,0.000000,1962.000000,0.549183,908.000000,0.450817,498.658436,0.810135,4951.000000,0.189865,4010.978880,,,,,,,,,1.000000,1962.000000,0.000000,1962.000000,,,,,1.000000,585.000000,0.000000,585.000000,,,,,,,,,,,,,,,,,,,,,
FB15k-237,tg_r2d3__pos_auto_ratio__ri_conf__dn_none__dl1_1e-5,r2d3,0.355348,86,/film/film/production_companies,84,dependency,final,U,3736.000000,1.672349,0.672349,6247.895864,BB,7938.000000,1.108730,0.108730,8801.095565,1.227154,585.000000,0.227154,717.885324,1.672349,3736.000000,0.672349,6247.895864,,,,,,,,,1.108730,7938.000000,0.108730,8801.095565,1.101050,151.000000,0.101050,166.258535,1.123582,1241.000000,0.123582,1394.365014,,,,,,,,,,,,,,,,,,,,,
FB15k-237,tg_r2d3__pos_auto_ratio__ri_conf__dn_none__dl1_1e-5,r2d3,0.355348,87,/location/country/second_level_divisions,46,dependency,final,B,562.000000,0.747458,0.252542,420.071565,BB,2528.000000,0.999872,0.000128,2527.677427,0.747458,562.000000,0.252542,420.071565,1.822720,163.000000,0.822720,297.103393,,,,,,,,,0.999872,2528.000000,0.000128,2527.677427,1.008200,113.000000,0.008200,113.926623,0.997875,64.000000,0.002125,63.863994,,,,,,,,,,,,,,,,,,,,,
FB15k-237,tg_r2d3__pos_auto_ratio__ri_conf__dn_none__dl1_1e-5,r2d3,0.355348,88,/base/culturalevent/event/entity_involved,20,dependency,final,U,134.000000,1.482263,0.482263,198.623215,BB,123.000000,1.022589,0.022589,125.778447,1.267471,103.000000,0.267471,130.549472,1.482263,134.000000,0.482263,198.623215,,,,,,,,,1.022589,123.000000,0.022589,125.778447,1.020857,52.000000,0.020857,53.084569,1.023497,59.000000,0.023497,60.386294,,,,,,,,,,,,,,,,,,,,,
FB15k-237,tg_r2d3__pos_auto_ratio__ri_conf__dn_none__dl1_1e-5,r2d3,0.355348,89,/education/educational_degree/people_with_this_degree./education/education/institution,287,rule_only,trial,U,13018.000000,0.626625,0.373375,8157.399043,UU,21236.000000,1.000000,0.000000,21236.000000,0.657462,195.000000,0.342538,128.204993,0.626625,13018.000000,0.373375,8157.399043,,,,,,,,,1.000000,6560.000000,0.000000,6560.000000,1.000000,8173.000000,0.000000,8173.000000,1.000000,21236.000000,0.000000,21236.000000,,,,,,,,,,,,,,,,,,,,,
FB15k-237,tg_r2d3__pos_auto_ratio__ri_conf__dn_none__dl1_1e-5,r2d3,0.355348,90,/film/film/distributors./film/film_film_distributor_relationship/film_distribution_medium,38,rule_only,trial,U,738.000000,0.810256,0.189744,597.969076,UU,1109.000000,1.000000,0.000000,1109.000000,0.791722,156.000000,0.208278,123.508601,0.810256,738.000000,0.189744,597.969076,,,,,,,,,1.000000,984.000000,0.000000,984.000000,1.000000,85.000000,0.000000,85.000000,1.000000,1109.000000,0.000000,1109.000000,,,,,,,,,,,,,,,,,,,,,
FB15k-237,tg_r2d3__pos_auto_ratio__ri_conf__dn_none__dl1_1e-5,r2d3,0.355348,91,/tv/tv_program/tv_producer./tv/tv_producer_term/producer_type,11,dependency,final,U,143.000000,0.839773,0.160227,120.087482,UU,413.000000,1.003346,0.003346,414.381939,0.839531,85.000000,0.160469,71.360101,0.839773,143.000000,0.160227,120.087482,,,,,,,,,1.003346,386.000000,0.003346,387.291595,,,,,1.003346,413.000000,0.003346,414.381939,,,,,,,,,,,,,,,,,,,,,
FB15k-237,tg_r2d3__pos_auto_ratio__ri_conf__dn_none__dl1_1e-5,r2d3,0.355348,92,/music/performance_role/regular_performances./music/group_membership/group,167,rule_only,trial,U,28732.000000,0.768873,0.231127,22091.256163,UU,42716.000000,1.000000,0.000000,42716.000000,0.771248,380.000000,0.228752,293.074202,0.768873,28732.000000,0.231127,22091.256163,,,,,,,,,1.000000,15517.000000,0.000000,15517.000000,1.000000,6229.000000,0.000000,6229.000000,1.000000,42716.000000,0.000000,42716.000000,,,,,,,,,,,,,,,,,,,,,
FB15k-237,tg_r2d3__pos_auto_ratio__ri_conf__dn_none__dl1_1e-5,r2d3,0.355348,93,/government/politician/government_positions_held./government/government_position_held/legislative_sessions,30,dependency,final,U,1794.000000,0.648319,0.351681,1163.085004,UU,5190.000000,1.009254,0.009254,5238.027741,0.727841,38.000000,0.272159,27.657947,0.648319,1794.000000,0.351681,1163.085004,,,,,,,,,1.009056,285.000000,0.009056,287.581017,1.009751,284.000000,0.009751,286.769199,1.009254,5190.000000,0.009254,5238.027741,,,,,,,,,,,,,,,,,,,,,
FB15k-237,tg_r2d3__pos_auto_ratio__ri_conf__dn_none__dl1_1e-5,r2d3,0.355348,94,/sports/sports_team_location/teams,53,rule_only,none,B,13.000000,1.339565,0.339565,17.414349,,,,,,1.339565,13.000000,0.339565,17.414349,1.271635,2.000000,0.271635,2.543270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
