dataset,feature,sort_direction,full_gain_pt,best_coverage_ge_20,best_n,best_threshold,best_mrr_stage1,best_mrr_stage2,best_delta_mrr,best_gain_pt,gain_lift_vs_full
YAGO3-10,avg_stage1_score,desc,0.03342845900339997,0.24,2394,0.1167863770253157,0.41196979566343866,0.4270852902444847,0.015115494581046052,0.03669078349956201,0.003262324496162039
YAGO3-10,rule_weight_mean,asc,0.033428459003397526,0.88,8778,0.3567204021991182,0.5803710553245724,0.6016049021548131,0.021233846830240655,0.036586674396374974,0.003158215392977448
YAGO3-10,redundancy_weight_top10_mean,asc,0.03342845900342306,0.46,4588,0.119687,0.45716789298985105,0.4737638438955017,0.016595950905650636,0.03630165451277456,0.0028731955093515005
YAGO3-10,redundancy_weight_mean,asc,0.03342845900341063,0.52,5187,0.1175314893617021,0.5048666254215187,0.5230024315360497,0.018135806114531028,0.03592197463912217,0.0024935156357115407
YAGO3-10,dep_density,asc,0.033428459003357336,0.76,7581,0.0129613975767821,0.5726289495989774,0.5931988275974938,0.020569877998516395,0.03592182688793821,0.002493367884580877
YAGO3-10,redundancy_weight_top3_sum,asc,0.03342845900349212,0.48,4788,0.62444,0.4642771187100509,0.4808485110909405,0.016571392380889616,0.03569289054548208,0.002264431541989964
YAGO3-10,redundancy_weight_top5_mean,asc,0.03342845900348279,0.48,4788,0.205758,0.4606330558568206,0.4770576252301518,0.016424569373331255,0.03565651479957288,0.0022280557960900893
YAGO3-10,weak_rule_score,asc,0.03342845900332936,0.46,4588,-0.9614922688025562,0.734345369084088,0.7602044341676967,0.02585906508360869,0.03521376476556437,0.0017853057622350121
YAGO3-10,rule_weight_mean,desc,0.033428459003375544,0.86,8578,0.0415315881493553,0.6057618788013727,0.6270802384216476,0.02131835962027495,0.03519263982483967,0.001764180821464123
YAGO3-10,rule_weight_max,desc,0.033428459003329136,0.52,5187,1.8362112317988888,0.7291584190922974,0.7548042443555361,0.025645825263238664,0.03517181533083602,0.0017433563275068842
YAGO3-10,rule_weight_top1_mean,desc,0.033428459003329136,0.52,5187,1.8362112317988888,0.7291584190922974,0.7548042443555361,0.025645825263238664,0.03517181533083602,0.0017433563275068842
YAGO3-10,rule_weight_top1_sum,desc,0.033428459003329136,0.52,5187,1.8362112317988888,0.7291584190922974,0.7548042443555361,0.025645825263238664,0.03517181533083602,0.0017433563275068842
YAGO3-10,top1_rule_weight,desc,0.033428459003329136,0.52,5187,1.8362112317988888,0.7291584190922974,0.7548042443555361,0.025645825263238664,0.03517181533083602,0.0017433563275068842
YAGO3-10,rule_mass,asc,0.03342845900338132,0.9,8978,322.3551135045684,0.5945389134641679,0.6153020987785425,0.0207631853143746,0.03492317297348113,0.0014947139700998147
YAGO3-10,redundancy_weight_max,asc,0.033428459003493005,0.52,5187,0.52092,0.4704207828329573,0.486825528973035,0.016404746140077697,0.034872494453338954,0.0014440354498459484
YAGO3-10,redundancy_weight_top1_mean,asc,0.033428459003493005,0.52,5187,0.52092,0.4704207828329573,0.486825528973035,0.016404746140077697,0.034872494453338954,0.0014440354498459484
YAGO3-10,redundancy_weight_top1_sum,asc,0.033428459003493005,0.52,5187,0.52092,0.4704207828329573,0.486825528973035,0.016404746140077697,0.034872494453338954,0.0014440354498459484
YAGO3-10,redundancy_weight_top5_sum,asc,0.03342845900346991,0.48,4788,0.75331,0.4682945152431629,0.4846010219292963,0.016306506686133426,0.034821049906309964,0.0013925909028400518
YAGO3-10,s1_norm_margin,desc,0.03342845900334668,0.86,8578,0.0032181347569199,0.5922081505242117,0.6128175288403527,0.02060937831614096,0.03480090285467696,0.001372443851330285
YAGO3-10,redundancy_weight_top3_mean,asc,0.03342845900349234,0.46,4588,0.1759933333333333,0.4538090463068678,0.4695615418512996,0.01575249554443181,0.034711726600927806,0.0012832675974354668
YAGO3-10,topk_redundancy,asc,0.03342845900349234,0.46,4588,0.1759933333333333,0.4538090463068678,0.4695615418512996,0.01575249554443181,0.034711726600927806,0.0012832675974354668
YAGO3-10,s1_margin,desc,0.03342845900336178,0.88,8778,5.105979222987133e-06,0.5843264581614648,0.6045999522220998,0.020273494060635056,0.034695492181586296,0.0012670331782245192
YAGO3-10,stage1_top_margin,desc,0.03342845900336178,0.88,8778,5.105979222987133e-06,0.5843264581614648,0.6045999522220998,0.020273494060635056,0.034695492181586296,0.0012670331782245192
YAGO3-10,avg_negative_dep,asc,0.03342845900345126,0.94,9376,16.61,0.5674342590413995,0.5871105051950067,0.01967624615360719,0.0346758163436367,0.0012473573401854399
YAGO3-10,sum_negative_dep,asc,0.03342845900345148,0.94,9376,1664.0,0.567595239029707,0.5872679252121864,0.019672686182479415,0.034659709648215964,0.001231250644764481
YAGO3-10,max_rules_per_candidate,asc,0.03342845900339575,0.96,9576,58.0,0.5656373219926408,0.5852156805007098,0.019578358508068994,0.03461291846708048,0.0011844594636847283
YAGO3-10,avg_positive_dep,asc,0.03342845900345215,0.94,9376,18.02970297029703,0.5596841582696741,0.5790177975185299,0.019333639248855783,0.034543838633253277,0.0011153796298011276
YAGO3-10,neg_dep_ratio,asc,0.03342845900336644,0.84,8379,0.4852941176470588,0.5785620177155328,0.598527207921634,0.019965190206101213,0.034508297459508785,0.0010798384561423457
YAGO3-10,sum_positive_dep,asc,0.033428459003450595,0.96,9576,2133.0,0.5622193647364714,0.5815372679683738,0.01931790323190241,0.034360081568796996,0.0009316225653464016
YAGO3-10,max_positive_dep,asc,0.03342845900345037,0.94,9376,56.0,0.5682743127236889,0.587760815174903,0.019486502451214083,0.03429066212374976,0.0008622031202993874
YAGO3-10,max_negative_dep,asc,0.03342845900343239,0.94,9376,55.0,0.5716127590473273,0.5912069723377102,0.01959421329038291,0.03427882422190742,0.0008503652184750354
YAGO3-10,rule_weight_top3_mean,desc,0.03342845900336178,0.2,1995,2.02593857924781,0.5364348526982169,0.554799203514737,0.018364350816520103,0.03423407469546236,0.0008056156921005808
YAGO3-10,rule_weight_top3_sum,desc,0.03342845900336178,0.2,1995,6.077815737743432,0.5364348526982169,0.554799203514737,0.018364350816520103,0.03423407469546236,0.0008056156921005808
YAGO3-10,topk_rule_weight,desc,0.03342845900336178,0.2,1995,2.02593857924781,0.5364348526982169,0.554799203514737,0.018364350816520103,0.03423407469546236,0.0008056156921005808
YAGO3-10,redundancy_weight_top10_sum,asc,0.03342845900340441,0.6,5985,2.96261,0.5312752409955794,0.5494618666480394,0.018186625652459987,0.03423202183933749,0.0008035628359330804
YAGO3-10,rule_dominance_ratio,desc,0.03342845900338087,0.92,9177,0.0034822900802898,0.5971287043894774,0.6175644408844675,0.020435736494990087,0.03422333635071895,0.0007948773473380744
YAGO3-10,num_candidate_rule_edges,asc,0.033428459003400635,0.88,8778,2748.0,0.5866578485671194,0.6067219161244611,0.02006406755734169,0.0342006292191388,0.000772170215738166
YAGO3-10,avg_rules_per_candidate,asc,0.03342845900339908,0.88,8778,25.79,0.56472723370072,0.584038882311942,0.019311648611222032,0.034196418126801964,0.0007679591234028837
YAGO3-10,max_stage1_score,desc,0.033428459003376654,0.88,8778,0.0546595671625498,0.616027007293009,0.6370828790107613,0.02105587171775236,0.03418011137251531,0.0007516523691386556
YAGO3-10,s1_top1,desc,0.033428459003376654,0.88,8778,0.0546595671625498,0.616027007293009,0.6370828790107613,0.02105587171775236,0.03418011137251531,0.0007516523691386556
YAGO3-10,pos_dep_ratio,asc,0.03342845900338931,0.76,7581,0.9,0.5728514765030003,0.5923804508678903,0.019528974364889984,0.03409081614680565,0.0006623571434163367
YAGO3-10,neg_mass,asc,0.033428459003401745,0.58,5786,2.9767900000000003,0.5278708213522154,0.5458334656253746,0.01796264427315919,0.03402848489928911,0.0006000258958873683
YAGO3-10,avg_stage2_score,desc,0.03342845900339464,0.94,9376,0.0015302994720934,0.5806026680709826,0.600348520503905,0.019745852432922373,0.03400923474658968,0.0005807757431950389
YAGO3-10,rule_weight_top5_mean,desc,0.03342845900337488,0.86,8578,0.2616105692301795,0.6213029887174962,0.6424060296609047,0.021103040943408424,0.033965780507461796,0.0005373215040869184
YAGO3-10,rule_weight_top5_sum,desc,0.0334284590033751,0.86,8578,1.307891645183778,0.6213519088978811,0.6424557869305294,0.02110387803264835,0.03396445352534805,0.0005359945219729489
YAGO3-10,max_stage2_score,desc,0.03342845900335911,0.92,9177,0.022143941143534,0.5981110504859853,0.6183998751450858,0.020288824659100424,0.033921501103540974,0.0004930421001818619
YAGO3-10,num_dependencies,asc,0.03342845900341462,0.92,9177,212.0,0.5841306747265532,0.6039266731353109,0.019795998408757676,0.033889674460299,0.0004612154568843785
YAGO3-10,num_dependency_edges,asc,0.03342845900341462,0.92,9177,212.0,0.5841306747265532,0.6039266731353109,0.019795998408757676,0.033889674460299,0.0004612154568843785
YAGO3-10,query_num_edges,asc,0.03342845900341462,0.92,9177,212.0,0.5841306747265532,0.6039266731353109,0.019795998408757676,0.033889674460299,0.0004612154568843785
YAGO3-10,num_pos_dep,asc,0.03342845900341418,0.98,9776,168.0,0.5657142972454999,0.5848291137392329,0.019114816493732922,0.03378881634564346,0.0003603573422292783
YAGO3-10,unique_synergy_edges,asc,0.03342845900341418,0.98,9776,168.0,0.5657142972454999,0.5848291137392329,0.019114816493732922,0.03378881634564346,0.0003603573422292783
YAGO3-10,stage2_top_margin,desc,0.033428459003370437,0.46,4588,0.0929425410002428,0.8408961316056368,0.8692451259604532,0.028348994354816415,0.03371283716180962,0.00028437815843918024
YAGO3-10,candidate_dep_coverage,asc,0.033428459003486344,0.96,9576,1.0,0.5630334428890901,0.582005884963429,0.018972442074338902,0.03369682976021049,0.00026837075672414556
YAGO3-10,dep_candidate_ratio,asc,0.033428459003486344,0.96,9576,1.0,0.5630334428890901,0.582005884963429,0.018972442074338902,0.03369682976021049,0.00026837075672414556
YAGO3-10,num_neg_dep,asc,0.03342845900339064,0.92,9177,92.0,0.5817175717178874,0.6012935609459642,0.019575989228076796,0.03365205071984745,0.00022359171645680576
YAGO3-10,unique_redundancy_edges,asc,0.03342845900339064,0.92,9177,92.0,0.5817175717178874,0.6012935609459642,0.019575989228076796,0.03365205071984745,0.00022359171645680576
YAGO3-10,num_candidates,asc,0.03342845900337443,0.56,5586,100.0,0.7083250063560834,0.7321482066762403,0.023823200320156834,0.03363314877546575,0.00020468977209131545
YAGO3-10,num_rule_nodes,asc,0.03342845900340241,0.98,9776,550.0,0.5588809063013628,0.5776095055752206,0.018728599273857838,0.033510894830532933,8.243582713052255e-05
YAGO3-10,num_rules,asc,0.03342845900340241,0.98,9776,550.0,0.5588809063013628,0.5776095055752206,0.018728599273857838,0.033510894830532933,8.243582713052255e-05
YAGO3-10,query_num_nodes,asc,0.03342845900340241,0.98,9776,550.0,0.5588809063013628,0.5776095055752206,0.018728599273857838,0.033510894830532933,8.243582713052255e-05
YAGO3-10,synergy_weight_top5_sum,asc,0.033428459003474575,0.98,9776,16.16817,0.555585117809493,0.574196634448525,0.018611516639031933,0.03349894740235593,7.048839888135205e-05
YAGO3-10,synergy_weight_top5_mean,asc,0.03342845900347435,0.98,9776,3.233634,0.5555851178094934,0.5741966344485251,0.01861151663903171,0.03349894740235548,7.048839888113001e-05
YAGO3-10,abs_dep_mass,asc,0.03342845900346836,0.98,9776,523.64499,0.5718865015168092,0.5910118831598982,0.019125381643088968,0.033442617708868694,1.4158705400335592e-05
YAGO3-10,effective_candidates,asc,0.033428459003401745,0.98,9776,127.99931951394994,0.5718865015168343,0.591011883159886,0.019125381643051664,0.03344261770880186,1.4158705400113547e-05
YAGO3-10,s1_entropy,asc,0.033428459003401745,0.98,9776,4.85202494760822,0.5718865015168343,0.591011883159886,0.019125381643051664,0.03344261770880186,1.4158705400113547e-05
YAGO3-10,net_dep_mass,asc,0.03342845900348301,1.0,9975,332.51,0.5607274620553125,0.5794717170327557,0.018744254977443142,0.03342845900348301,0.0
YAGO3-10,dep_rule_ratio,asc,0.033428459003478794,1.0,9975,4.033001075310605,0.5607274620553166,0.5794717170327575,0.01874425497744081,0.033428459003478794,0.0
YAGO3-10,syn_rule_ratio,asc,0.033428459003478794,1.0,9975,4.033001075310605,0.5607274620553168,0.5794717170327576,0.01874425497744081,0.033428459003478794,0.0
YAGO3-10,synergy_weight_top10_mean,asc,0.03342845900347613,1.0,9975,3.541414,0.5607274620553109,0.57947171703275,0.018744254977439145,0.03342845900347613,0.0
YAGO3-10,synergy_weight_top10_sum,asc,0.03342845900347613,1.0,9975,35.41414,0.5607274620553105,0.5794717170327497,0.018744254977439145,0.03342845900347613,0.0
YAGO3-10,synergy_weight_top3_sum,asc,0.03342845900347391,1.0,9975,12.99993,0.5607274620553122,0.5794717170327502,0.018744254977438035,0.03342845900347391,0.0
YAGO3-10,topk_synergy_sum,asc,0.03342845900347391,1.0,9975,12.99993,0.5607274620553122,0.5794717170327502,0.018744254977438035,0.03342845900347391,0.0
YAGO3-10,synergy_weight_top3_mean,asc,0.03342845900347369,1.0,9975,4.33331,0.5607274620553124,0.5794717170327502,0.018744254977437813,0.03342845900347369,0.0
YAGO3-10,topk_synergy,asc,0.03342845900347369,1.0,9975,4.33331,0.5607274620553124,0.5794717170327502,0.018744254977437813,0.03342845900347369,0.0
YAGO3-10,synergy_weight_max,asc,0.03342845900347058,1.0,9975,4.4703,0.5607274620553145,0.5794717170327507,0.018744254977436148,0.03342845900347058,0.0
YAGO3-10,synergy_weight_top1_mean,asc,0.03342845900347058,1.0,9975,4.4703,0.5607274620553145,0.5794717170327507,0.018744254977436148,0.03342845900347058,0.0
YAGO3-10,synergy_weight_top1_sum,asc,0.03342845900347058,1.0,9975,4.4703,0.5607274620553145,0.5794717170327507,0.018744254977436148,0.03342845900347058,0.0
YAGO3-10,pos_mass,asc,0.033428459003469246,1.0,9975,333.57187,0.5607274620553173,0.5794717170327528,0.01874425497743548,0.033428459003469246,0.0
YAGO3-10,synergy_weight_mean,asc,0.03342845900345104,1.0,9975,2.9979566666666666,0.5607274620553223,0.5794717170327478,0.01874425497742549,0.03342845900345104,0.0
YAGO3-10,avg_candidate_dep_score,desc,0.03342845900341507,1.0,9975,-2.914725143,0.5607274620553425,0.5794717170327485,0.01874425497740595,0.03342845900341507,0.0
YAGO3-10,red_rule_ratio,asc,0.03342845900340419,1.0,9975,0.7031386088004615,0.5607274620553404,0.5794717170327403,0.018744254977399843,0.03342845900340419,0.0
codex-l,num_rule_nodes,desc,0.014819848478728082,0.2,12226,279.0,0.4290369536396672,0.44788947546677493,0.018852521827107727,0.04394148724760272,0.029121638768874636
codex-l,num_rules,desc,0.014819848478728082,0.2,12226,279.0,0.4290369536396672,0.44788947546677493,0.018852521827107727,0.04394148724760272,0.029121638768874636
codex-l,query_num_nodes,desc,0.014819848478728082,0.2,12226,279.0,0.4290369536396672,0.44788947546677493,0.018852521827107727,0.04394148724760272,0.029121638768874636
codex-l,stage2_top_margin,asc,0.01481984847882667,0.2,12226,0.0001212995373457,0.17927554618530073,0.18597437027991565,0.006698824094614919,0.0373660782920775,0.02254622981325083
codex-l,max_rules_per_candidate,asc,0.014819848478903497,0.36,22006,23.0,0.36907758863135076,0.38122887357655244,0.012151284945201679,0.03292338879275292,0.01810354031384942
codex-l,stage2_top_margin,desc,0.014819848478645037,0.22,13448,0.0850929731183091,0.7200231740087082,0.7432568343318204,0.02323366032311225,0.03226793409128703,0.017448085612641995
codex-l,effective_candidates,desc,0.014819848478791364,0.2,12226,106.28303469732586,0.056693297283599405,0.05842380299756178,0.0017305057139623756,0.030523991316042,0.015704142837250634
codex-l,s1_entropy,desc,0.014819848478791364,0.2,12226,4.6661056742788976,0.056693297283599405,0.05842380299756178,0.0017305057139623756,0.030523991316042,0.015704142837250634
codex-l,rule_dominance_ratio,asc,0.014819848478763165,0.2,12226,0.0033886789013917,0.0815470367941125,0.08403020195458558,0.002483165160473075,0.03045070989817189,0.015630861419408726
codex-l,synergy_weight_mean,desc,0.014819848478833997,0.22,13448,1.2503819191919192,0.37560968247945875,0.3865933083623341,0.010983625882875325,0.02924212658835268,0.014422278109518682
codex-l,rule_mass,desc,0.014819848478701214,0.2,12226,374.2961788555632,0.10857511766612099,0.11169127932970511,0.0031161616635841244,0.028700513806179995,0.01388066532747878
codex-l,max_stage2_score,desc,0.014819848478646813,0.56,34232,0.1469343924835476,0.35167129326211943,0.3617211315362013,0.010049838274081846,0.02857736319862525,0.013757514719978436
codex-l,avg_stage1_score,desc,0.014819848478802466,0.2,12226,0.2984004622166814,0.10376704167465038,0.10659724537841626,0.0028302037037658823,0.02727459179803593,0.012454743319233463
codex-l,dep_density,asc,0.014819848479046493,0.6,36677,0.0016246646767672,0.37305542838411293,0.3829938200432764,0.009938391659163492,0.026640522836543612,0.011820674357497118
codex-l,synergy_weight_max,desc,0.014819848478875075,0.34,20784,1.36105,0.2982258229789052,0.30610771709659607,0.007881894117690857,0.02642928113655807,0.011609432657682994
codex-l,synergy_weight_top1_mean,desc,0.014819848478875075,0.34,20784,1.36105,0.2982258229789052,0.30610771709659607,0.007881894117690857,0.02642928113655807,0.011609432657682994
codex-l,synergy_weight_top1_sum,desc,0.014819848478875075,0.34,20784,1.36105,0.2982258229789052,0.30610771709659607,0.007881894117690857,0.02642928113655807,0.011609432657682994
codex-l,synergy_weight_top5_mean,desc,0.014819848478851316,0.34,20784,1.035792,0.29667356424779895,0.30443061770355057,0.007757053455751617,0.02614676327976584,0.011326914800914523
codex-l,synergy_weight_top3_mean,desc,0.014819848478848208,0.34,20784,1.1304533333333333,0.29790368880989554,0.3056856264102469,0.007781937600351341,0.02612232708980433,0.011302478610956124
codex-l,topk_synergy,desc,0.014819848478848208,0.34,20784,1.1304533333333333,0.29790368880989554,0.3056856264102469,0.007781937600351341,0.02612232708980433,0.011302478610956124
codex-l,synergy_weight_top10_mean,desc,0.014819848478854203,0.34,20784,0.895448,0.2962305982171605,0.30396805845329056,0.007737460236130034,0.026119719848986866,0.011299871370132664
codex-l,synergy_weight_top3_sum,desc,0.014819848478848208,0.34,20784,3.33778,0.2971574488699506,0.3049064966084709,0.007749047738520309,0.026077245473700605,0.011257396994852398
codex-l,topk_synergy_sum,desc,0.014819848478848208,0.34,20784,3.33778,0.2971574488699506,0.3049064966084709,0.007749047738520309,0.026077245473700605,0.011257396994852398
codex-l,synergy_weight_top5_sum,desc,0.014819848478851538,0.34,20784,5.05746,0.295781708971735,0.30346310026898826,0.007681391297253259,0.025969798213544282,0.011149949734692743
codex-l,synergy_weight_top10_sum,desc,0.01481984847884954,0.32,19561,15.22505,0.2924784935689912,0.3000478358837152,0.0075693423147240035,0.025879996243000747,0.011060147764151207
codex-l,candidate_rule_coverage,asc,0.014819848478649034,0.28,17116,1.0,0.5154667965177188,0.5285079294287406,0.013041132911021824,0.02529965654261801,0.010479808063968976
codex-l,avg_stage2_score,desc,0.014819848478701214,0.7,42790,0.0029849457508609,0.3128992901655115,0.3207831593994434,0.007883869233931917,0.02519618766076981,0.010376339182068595
codex-l,avg_rules_per_candidate,asc,0.01481984847879847,0.52,31787,12.91,0.4465338357376967,0.45773342300750736,0.011199587269810629,0.0250811615458173,0.010261313067018829
codex-l,rule_weight_mean,asc,0.014819848478957676,0.54,33010,0.0939182510132206,0.3779263267767721,0.38737978831728437,0.009453461540512242,0.025014032817290532,0.010194184338332857
codex-l,num_candidates,desc,0.01481984847889728,0.2,12226,108.0,0.06024252421412726,0.06174457210793629,0.0015020478938090262,0.024933349214752543,0.010113500735855263
codex-l,rule_weight_mean,desc,0.014819848478640818,0.2,12226,0.3561363155779934,0.12603389813147411,0.12917087838460173,0.0031369802531276136,0.024889972456895837,0.010070123978255019
codex-l,num_candidate_rule_edges,asc,0.014819848478806685,0.52,31787,1301.0,0.4476061720438088,0.45871827041257646,0.011112098368767642,0.02482561470953093,0.010005766230724245
codex-l,max_positive_dep,asc,0.01481984847897011,0.72,44013,25.0,0.36327083864408094,0.37219893051143077,0.00892809186734983,0.02457695723850062,0.009757108759530508
codex-l,max_negative_dep,asc,0.014819848478958786,0.74,45235,45.0,0.3756450316969339,0.38481382942455306,0.009168797727619138,0.024408143204237565,0.009588294725278779
codex-l,num_candidate_rule_edges,desc,0.014819848478745845,0.2,12226,3355.0,0.11248595716694712,0.11519289054147828,0.0027069333745311647,0.024064633868151608,0.009244785389405763
codex-l,num_dependencies,asc,0.014819848478962339,0.7,42790,92.0,0.3824071551889493,0.39160707335476175,0.009199918165812448,0.024057913250254748,0.009238064771292409
codex-l,num_dependency_edges,asc,0.014819848478962339,0.7,42790,92.0,0.3824071551889493,0.39160707335476175,0.009199918165812448,0.024057913250254748,0.009238064771292409
codex-l,query_num_edges,asc,0.014819848478962339,0.7,42790,92.0,0.3824071551889493,0.39160707335476175,0.009199918165812448,0.024057913250254748,0.009238064771292409
codex-l,num_pos_dep,asc,0.014819848478980768,0.72,44013,83.0,0.3796189775297701,0.3886251199654874,0.00900614243571729,0.023724162828532513,0.008904314349551745
codex-l,unique_synergy_edges,asc,0.014819848478980768,0.72,44013,83.0,0.3796189775297701,0.3886251199654874,0.00900614243571729,0.023724162828532513,0.008904314349551745
codex-l,rule_mass,asc,0.014819848478875741,0.6,36677,87.34302904503781,0.41879916467460343,0.4286250292017582,0.009825864527154782,0.02346199647936076,0.008642148000485017
codex-l,avg_negative_dep,asc,0.01481984847893525,0.76,46458,11.49,0.37335562819061585,0.38192839480167995,0.008572766611064098,0.022961396491088415,0.008141548012153166
codex-l,pos_mass,asc,0.014819848478959452,0.8,48903,128.45706,0.370274557364416,0.3787045105626727,0.008429953198256679,0.02276676328576399,0.00794691480680454
codex-l,net_dep_mass,asc,0.01481984847893214,0.8,48903,126.79717,0.37012240059912416,0.3785402782447758,0.008417877645651661,0.022743496832468013,0.007923648353535873
codex-l,avg_stage1_score,asc,0.014819848478773823,0.54,33010,0.0218428632872826,0.44514958157315365,0.4552392842913116,0.010089702718157956,0.02266587038563772,0.007846021906863898
codex-l,abs_dep_mass,asc,0.014819848478955455,0.8,48903,132.74854000000002,0.371850023161913,0.38026106686338523,0.00841104370147222,0.022619451869201113,0.007799603390245657
codex-l,sum_negative_dep,asc,0.014819848478936803,0.76,46458,1291.0,0.37985548695630267,0.3884215970077467,0.008566110051444031,0.022550970949721805,0.007731122470785001
codex-l,sum_positive_dep,asc,0.0148198484789408,0.7,42790,255.0,0.3807456538606457,0.38932505559687686,0.008579401736231174,0.022533157369594825,0.007713308890654025
codex-l,avg_positive_dep,asc,0.014819848478939246,0.7,42790,2.51,0.37993265324320813,0.3884732272157267,0.008540573972518561,0.022479178611298334,0.007659330132359088
codex-l,avg_candidate_dep_score,desc,0.014819848478795361,0.8,48903,-0.0517128458083886,0.37382107557824595,0.38220114268342315,0.008380067105177191,0.02241732115348083,0.007597472674685468
codex-l,candidate_dep_coverage,desc,0.014819848478828002,0.4,24452,0.580952380952381,0.26934516328994856,0.27536846745601945,0.006023304166070886,0.022362770849487346,0.007542922370659344
codex-l,dep_candidate_ratio,desc,0.014819848478828002,0.4,24452,0.580952380952381,0.26934516328994856,0.27536846745601945,0.006023304166070886,0.022362770849487346,0.007542922370659344
codex-l,num_candidates,asc,0.014819848478860198,0.24,14671,100.0,0.6422697944975765,0.6564902367439267,0.014220442246350218,0.022140917054139786,0.007321068575279588
codex-l,s1_norm_margin,desc,0.014819848478733189,0.2,12226,0.6702873200471016,0.7209808107777451,0.7369359031786852,0.015955092400940063,0.02212970465015407,0.007309856171420881
codex-l,synergy_weight_top10_mean,asc,0.014819848478950792,0.82,50126,2.24055,0.36204058991709853,0.37002458226925533,0.007983992352156799,0.02205275478637625,0.007232906307425457
codex-l,synergy_weight_top10_sum,asc,0.014819848478950126,0.82,50126,22.4055,0.3620405899170989,0.3700245822692555,0.007983992352156577,0.022052754786375584,0.007232906307425457
codex-l,neg_dep_ratio,asc,0.014819848478694997,0.2,12226,0.0,0.3857332015920691,0.39420148665394006,0.008468285061870973,0.02195373648656407,0.007133888007869071
codex-l,neg_mass,asc,0.01481984847874429,0.2,12226,0.0,0.3857332015920691,0.39420148665394006,0.008468285061870973,0.02195373648656407,0.0071338880078197775
codex-l,num_neg_dep,asc,0.014819848478730968,0.2,12226,0.0,0.3857332015920691,0.39420148665394006,0.008468285061870973,0.02195373648656407,0.0071338880078331
codex-l,red_rule_ratio,asc,0.01481984847865303,0.2,12226,0.0,0.3857332015920691,0.39420148665394006,0.008468285061870973,0.02195373648656407,0.007133888007911038
codex-l,redundancy_weight_max,asc,0.014819848478765385,0.2,12226,0.0,0.3857332015920691,0.39420148665394006,0.008468285061870973,0.02195373648656407,0.007133888007798683
codex-l,redundancy_weight_mean,asc,0.01481984847879847,0.2,12226,0.0,0.3857332015920691,0.39420148665394006,0.008468285061870973,0.02195373648656407,0.007133888007765599
codex-l,redundancy_weight_top10_mean,asc,0.014819848478772046,0.2,12226,0.0,0.3857332015920691,0.39420148665394006,0.008468285061870973,0.02195373648656407,0.007133888007792022
codex-l,redundancy_weight_top10_sum,asc,0.014819848478752506,0.2,12226,0.0,0.3857332015920691,0.39420148665394006,0.008468285061870973,0.02195373648656407,0.007133888007811562
codex-l,redundancy_weight_top1_mean,asc,0.014819848478765385,0.2,12226,0.0,0.3857332015920691,0.39420148665394006,0.008468285061870973,0.02195373648656407,0.007133888007798683
codex-l,redundancy_weight_top1_sum,asc,0.014819848478765385,0.2,12226,0.0,0.3857332015920691,0.39420148665394006,0.008468285061870973,0.02195373648656407,0.007133888007798683
codex-l,redundancy_weight_top3_mean,asc,0.014819848478763165,0.2,12226,0.0,0.3857332015920691,0.39420148665394006,0.008468285061870973,0.02195373648656407,0.007133888007800904
codex-l,redundancy_weight_top3_sum,asc,0.014819848478761832,0.2,12226,0.0,0.3857332015920691,0.39420148665394006,0.008468285061870973,0.02195373648656407,0.007133888007802236
codex-l,redundancy_weight_top5_mean,asc,0.014819848478765829,0.2,12226,0.0,0.3857332015920691,0.39420148665394006,0.008468285061870973,0.02195373648656407,0.007133888007798239
codex-l,redundancy_weight_top5_sum,asc,0.014819848478762943,0.2,12226,0.0,0.3857332015920691,0.39420148665394006,0.008468285061870973,0.02195373648656407,0.007133888007801126
codex-l,topk_redundancy,asc,0.014819848478763165,0.2,12226,0.0,0.3857332015920691,0.39420148665394006,0.008468285061870973,0.02195373648656407,0.007133888007800904
codex-l,unique_redundancy_edges,asc,0.014819848478730968,0.2,12226,0.0,0.3857332015920691,0.39420148665394006,0.008468285061870973,0.02195373648656407,0.0071338880078331
codex-l,synergy_weight_top5_mean,asc,0.014819848478957454,0.82,50126,2.388144,0.35624614212275274,0.36399849365893416,0.007752351536181423,0.021761222423315907,0.006941373944358453
codex-l,synergy_weight_top5_sum,asc,0.014819848478956343,0.82,50126,11.94072,0.3562461421227532,0.3639984936589343,0.00775235153618109,0.02176122242331502,0.006941373944358675
codex-l,sum_negative_dep,desc,0.014819848478817121,0.4,24452,96.0,0.28027869685404455,0.2863659536631635,0.006087256809118924,0.021718585384635558,0.006898736905818437
codex-l,synergy_weight_top3_mean,asc,0.014819848478958564,0.82,50126,2.4831666666666665,0.35372606739888746,0.36140215798249287,0.0076760905836054105,0.021700664132703773,0.006880815653745209
codex-l,topk_synergy,asc,0.014819848478958564,0.82,50126,2.4831666666666665,0.35372606739888746,0.36140215798249287,0.0076760905836054105,0.021700664132703773,0.006880815653745209
codex-l,synergy_weight_top3_sum,asc,0.014819848478958564,0.82,50126,7.4495,0.3537260673988875,0.36140215798249287,0.007676090583605355,0.02170066413270355,0.006880815653744987
codex-l,topk_synergy_sum,asc,0.014819848478958564,0.82,50126,7.4495,0.3537260673988875,0.36140215798249287,0.007676090583605355,0.02170066413270355,0.006880815653744987
