dataset,relation,experiment,group,source_dir,valid_source,test_source,valid_mrr,valid_h@1,valid_h@10,test_mrr,test_h@1,test_h@10,num_test_samples
FB15k-237,81,R,baseline,structural_none,best_valid_stage1,test_after_stage1,0.00014,0.00000,0.00000,0.00014,0.00000,0.00000,13
FB15k-237,82,redundancy,stage2,redundancy,best_valid_stage2,test_after_stage2,0.32449,0.24800,0.48400,0.31943,0.24016,0.49606,127
FB15k-237,83,redundancy,stage2,redundancy,best_valid_stage2,test_after_stage2,0.35261,0.25000,0.54545,0.24226,0.15455,0.41818,55
FB15k-237,84,pos_auto_ratio,stage2,pos_auto_ratio,best_valid_stage2,test_after_stage2,0.40865,0.29630,0.62037,0.38155,0.27500,0.56667,60
FB15k-237,85,init_dep_with_lift,stage2,init_dep_with_lift,best_valid_stage2,test_after_stage2,0.49759,0.48510,0.50662,0.49236,0.47110,0.51301,346
FB15k-237,86,sign_constraint_dependency,stage2,sign_constraint_dependency,best_valid_stage2,test_after_stage2,0.46707,0.34756,0.67073,0.40129,0.27381,0.62500,84
FB15k-237,87,r3d6,stage2,structural_r3d6,best_valid_stage2,test_after_stage2,0.75051,0.73438,0.76562,0.71490,0.68478,0.78261,46
FB15k-237,88,init_dep_with_lift,stage2,init_dep_with_lift,best_valid_stage2,test_after_stage2,0.22622,0.12500,0.47500,0.08877,0.02500,0.25000,20
FB15k-237,89,pos_auto_ratio,stage2,pos_auto_ratio,best_valid_stage2,test_after_stage2,0.38364,0.27049,0.60451,0.39575,0.30139,0.59408,287
FB15k-237,90,sign_constraint_dependency,stage2,sign_constraint_dependency,best_valid_stage2,test_after_stage2,0.65642,0.57143,0.78571,0.59415,0.46053,0.78947,38
FB15k-237,91,init_dep_with_lift,stage2,init_dep_with_lift,best_valid_stage2,test_after_stage2,0.66092,0.60000,0.76667,0.67698,0.63636,0.77273,11
FB15k-237,92,R,baseline,structural_none,best_valid_stage1,test_after_stage1,0.45300,0.31429,0.69048,0.43138,0.29042,0.67365,167
FB15k-237,93,pos_auto_ratio,stage2,pos_auto_ratio,best_valid_stage2,test_after_stage2,0.87269,0.75000,1.00000,0.79891,0.70000,0.95000,30
FB15k-237,94,R,baseline,structural_none,best_valid_stage1,test_after_stage1,0.09999,0.07143,0.18571,0.06041,0.03774,0.07547,53
FB15k-237,95,init_dep_with_lift,stage2,init_dep_with_lift,best_valid_stage2,test_after_stage2,0.32774,0.23881,0.52239,0.30751,0.21429,0.48052,77
FB15k-237,96,sign_constraint_dependency,stage2,sign_constraint_dependency,best_valid_stage2,test_after_stage2,0.71148,0.53125,1.00000,0.61746,0.40698,1.00000,43
FB15k-237,97,redundancy,stage2,redundancy,best_valid_stage2,test_after_stage2,0.52758,0.37500,0.75000,0.58840,0.40625,0.81250,16
FB15k-237,98,r2d3,stage2,structural_r2d3,best_valid_stage2,test_after_stage2,0.98148,0.96296,1.00000,0.86922,0.81481,0.98148,27
FB15k-237,99,init_dep_with_lift,stage2,init_dep_with_lift,best_valid_stage2,test_after_stage2,0.28390,0.14286,0.67857,0.26176,0.05556,0.66667,9
FB15k-237,100,init_dep_with_lift,stage2,init_dep_with_lift,best_valid_stage2,test_after_stage2,0.41890,0.35714,0.51020,0.42660,0.36735,0.53061,98
FB15k-237,101,redundancy,stage2,redundancy,best_valid_stage2,test_after_stage2,0.23060,0.12681,0.46014,0.23261,0.14019,0.45016,321
FB15k-237,102,pos_auto_ratio,stage2,pos_auto_ratio,best_valid_stage2,test_after_stage2,0.32014,0.25000,0.43750,0.33858,0.26316,0.47368,19
FB15k-237,103,sign_constraint_dependency,stage2,sign_constraint_dependency,best_valid_stage2,test_after_stage2,0.43908,0.31140,0.68421,0.43141,0.29752,0.70248,121
FB15k-237,104,R2,baseline,structural_r2d3,best_valid_stage1,test_after_stage1,0.84896,0.75000,1.00000,0.84531,0.81250,0.93750,8
FB15k-237,105,pos_auto_ratio,stage2,pos_auto_ratio,best_valid_stage2,test_after_stage2,0.31188,0.25000,0.35714,0.35165,0.26923,0.57692,13
FB15k-237,106,init_dep_with_lift,stage2,init_dep_with_lift,best_valid_stage2,test_after_stage2,0.23165,0.16204,0.35185,0.14912,0.08000,0.28000,100
FB15k-237,107,rd,stage2,structural_rd,best_valid_stage2,test_after_stage2,0.52886,0.43373,0.69880,0.50451,0.38830,0.72340,94
FB15k-237,108,init_dep_with_lift,stage2,init_dep_with_lift,best_valid_stage2,test_after_stage2,0.28846,0.00000,0.50000,0.42465,0.33333,0.50000,3
FB15k-237,109,redundancy,stage2,redundancy,best_valid_stage2,test_after_stage2,0.29811,0.20000,0.45000,0.10414,0.05769,0.21154,26
FB15k-237,110,r2d3,stage2,structural_r2d3,best_valid_stage2,test_after_stage2,0.59836,0.57895,0.71053,0.54044,0.52273,0.56818,22
FB15k-237,111,rd,stage2,structural_rd,best_valid_stage2,test_after_stage2,0.10772,0.00000,0.50000,0.23918,0.14286,0.35714,7
FB15k-237,112,rd,stage2,structural_rd,best_valid_stage2,test_after_stage2,0.45844,0.31967,0.75410,0.40391,0.23810,0.76190,63
FB15k-237,113,sign_constraint_dependency,stage2,sign_constraint_dependency,best_valid_stage2,test_after_stage2,0.58815,0.50000,0.73529,0.58419,0.55000,0.62500,20
FB15k-237,114,R,baseline,structural_none,best_valid_stage1,test_after_stage1,1.00000,1.00000,1.00000,0.46429,0.00000,1.00000,3
FB15k-237,115,pos_auto_ratio,stage2,pos_auto_ratio,best_valid_stage2,test_after_stage2,0.52150,0.47297,0.58108,0.50123,0.42308,0.61538,39
FB15k-237,116,rd,stage2,structural_rd,best_valid_stage2,test_after_stage2,0.29927,0.23846,0.42308,0.20068,0.13587,0.32065,92
FB15k-237,117,R,baseline,structural_none,best_valid_stage1,test_after_stage1,0.00000,0.00000,0.00000,0.21205,0.00000,0.66667,3
FB15k-237,118,r2d3,stage2,structural_r2d3,best_valid_stage2,test_after_stage2,0.47657,0.45312,0.59375,0.47093,0.45000,0.55000,50
FB15k-237,119,R2,baseline,structural_r2d3,best_valid_stage1,test_after_stage1,0.12507,0.00000,0.50000,0.06147,0.00000,0.50000,1
FB15k-237,120,init_dep_with_lift,stage2,init_dep_with_lift,best_valid_stage2,test_after_stage2,0.73015,0.72340,0.75000,0.80726,0.79762,0.82143,84
FB15k-237,121,pos_auto_ratio,stage2,pos_auto_ratio,best_valid_stage2,test_after_stage2,0.14558,0.08621,0.34483,0.11590,0.05172,0.31034,29
FB15k-237,122,pos_auto_ratio,stage2,pos_auto_ratio,best_valid_stage2,test_after_stage2,0.14122,0.07609,0.26087,0.13162,0.03226,0.29032,31
FB15k-237,123,R,baseline,structural_none,best_valid_stage1,test_after_stage1,0.00014,0.00000,0.00000,0.00660,0.00000,0.00000,1
FB15k-237,124,sign_constraint_dependency,stage2,sign_constraint_dependency,best_valid_stage2,test_after_stage2,0.33374,0.23333,0.51333,0.38192,0.28750,0.53125,80
FB15k-237,125,pos_auto_ratio,stage2,pos_auto_ratio,best_valid_stage2,test_after_stage2,0.77316,0.71053,0.89474,0.64168,0.58824,0.76471,17
FB15k-237,126,R,baseline,structural_none,best_valid_stage1,test_after_stage1,0.45594,0.40000,0.55000,0.43410,0.40741,0.50000,27
FB15k-237,127,rd,stage2,structural_rd,best_valid_stage2,test_after_stage2,0.39965,0.28571,0.64286,0.61869,0.57143,0.78571,7
FB15k-237,128,R,baseline,structural_none,best_valid_stage1,test_after_stage1,0.00000,0.00000,0.00000,0.50007,0.50000,0.50000,1
FB15k-237,129,R,baseline,structural_none,best_valid_stage1,test_after_stage1,0.39176,0.33333,0.50000,0.51099,0.50000,0.50000,1
FB15k-237,130,init_dep_with_lift,stage2,init_dep_with_lift,best_valid_stage2,test_after_stage2,0.40943,0.27586,0.68966,0.37872,0.25000,0.63636,22
FB15k-237,131,synergy,stage2,synergy,best_valid_stage2,test_after_stage2,0.40389,0.28125,0.70312,0.31851,0.22059,0.58824,34
FB15k-237,132,pos_auto_ratio,stage2,pos_auto_ratio,best_valid_stage2,test_after_stage2,0.51508,0.42857,0.71429,0.58185,0.50000,0.71875,16
FB15k-237,133,R,baseline,structural_none,best_valid_stage1,test_after_stage1,0.76583,0.75000,0.75000,0.55069,0.50000,0.57143,14
FB15k-237,134,sign_constraint_dependency,stage2,sign_constraint_dependency,best_valid_stage2,test_after_stage2,0.25446,0.16667,0.43333,0.25751,0.15517,0.46552,29
FB15k-237,135,R,baseline,structural_none,best_valid_stage1,test_after_stage1,0.38974,0.25000,0.50000,0.34855,0.33333,0.33333,3
FB15k-237,136,init_dep_with_lift,stage2,init_dep_with_lift,best_valid_stage2,test_after_stage2,0.44098,0.37500,0.54412,0.43961,0.36301,0.59589,73
FB15k-237,137,R2,baseline,structural_r2d3,best_valid_stage1,test_after_stage1,0.81924,0.74537,0.96296,0.82272,0.73333,0.98571,105
FB15k-237,138,pos_auto_ratio,stage2,pos_auto_ratio,best_valid_stage2,test_after_stage2,0.23625,0.17500,0.42500,0.36314,0.29545,0.56818,22
FB15k-237,139,R,baseline,structural_none,best_valid_stage1,test_after_stage1,1.00000,1.00000,1.00000,0.42287,0.33333,0.66667,3
FB15k-237,140,pos_auto_ratio,stage2,pos_auto_ratio,best_valid_stage2,test_after_stage2,0.18845,0.09677,0.33871,0.18131,0.08824,0.42647,34
FB15k-237,141,R,baseline,structural_none,best_valid_stage1,test_after_stage1,0.44884,0.25000,0.90000,0.31651,0.05000,0.90000,10
FB15k-237,142,r2d3,stage2,structural_r2d3,best_valid_stage2,test_after_stage2,0.41875,0.25000,0.87500,0.53472,0.50000,0.50000,2
FB15k-237,143,init_dep_with_lift,stage2,init_dep_with_lift,best_valid_stage2,test_after_stage2,0.62077,0.55000,0.80000,0.54059,0.46154,0.66667,39
FB15k-237,144,R,baseline,structural_none,best_valid_stage1,test_after_stage1,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0
FB15k-237,145,sign_constraint_dependency,stage2,sign_constraint_dependency,best_valid_stage2,test_after_stage2,0.33539,0.30000,0.40000,0.32592,0.25000,0.50000,4
FB15k-237,146,R,baseline,structural_none,best_valid_stage1,test_after_stage1,0.00014,0.00000,0.00000,0.00014,0.00000,0.00000,13
FB15k-237,147,pos_auto_ratio,stage2,pos_auto_ratio,best_valid_stage2,test_after_stage2,0.59541,0.54545,0.72727,0.73214,0.60000,1.00000,10
FB15k-237,148,rd,stage2,structural_rd,best_valid_stage2,test_after_stage2,0.98538,0.95614,1.00000,0.97778,0.95000,1.00000,60
FB15k-237,149,synergy,stage2,synergy,best_valid_stage2,test_after_stage2,0.28386,0.16667,0.55556,0.33704,0.26667,0.46667,15
FB15k-237,150,redundancy,stage2,redundancy,best_valid_stage2,test_after_stage2,0.46345,0.33871,0.72581,0.46047,0.34211,0.67105,38
FB15k-237,151,rd,stage2,structural_rd,best_valid_stage2,test_after_stage2,0.40956,0.21429,0.67857,0.43160,0.29412,0.67647,17
FB15k-237,152,synergy,stage2,synergy,best_valid_stage2,test_after_stage2,0.39729,0.16667,0.80000,0.34087,0.05882,0.88235,17
FB15k-237,153,pos_auto_ratio,stage2,pos_auto_ratio,best_valid_stage2,test_after_stage2,0.36981,0.27778,0.52778,0.19088,0.13636,0.36364,11
FB15k-237,154,r2d3,stage2,structural_r2d3,best_valid_stage2,test_after_stage2,0.58802,0.54651,0.67829,0.55009,0.50000,0.64234,137
FB15k-237,155,redundancy,stage2,redundancy,best_valid_stage2,test_after_stage2,0.27408,0.21429,0.42857,0.41943,0.35484,0.51613,31
FB15k-237,156,R,baseline,structural_none,best_valid_stage1,test_after_stage1,0.85985,0.75000,1.00000,0.85317,0.71429,1.00000,21
FB15k-237,157,R,baseline,structural_none,best_valid_stage1,test_after_stage1,0.50143,0.41304,0.63043,0.45873,0.32609,0.71739,23
FB15k-237,158,pos_auto_ratio,stage2,pos_auto_ratio,best_valid_stage2,test_after_stage2,0.20686,0.12963,0.35185,0.20344,0.07692,0.50000,26
FB15k-237,159,r2d3,stage2,structural_r2d3,best_valid_stage2,test_after_stage2,0.19242,0.16667,0.26190,0.10444,0.06250,0.20833,24
FB15k-237,160,pos_auto_ratio,stage2,pos_auto_ratio,best_valid_stage2,test_after_stage2,0.23305,0.15217,0.36957,0.15393,0.10294,0.23529,34
FB15k-237,161,pos_auto_ratio,stage2,pos_auto_ratio,best_valid_stage2,test_after_stage2,0.54676,0.50000,0.59483,0.58496,0.50943,0.68868,53
FB15k-237,162,redundancy,stage2,redundancy,best_valid_stage2,test_after_stage2,0.27959,0.16667,0.58333,0.26006,0.22222,0.33333,9
FB15k-237,163,redundancy,stage2,redundancy,best_valid_stage2,test_after_stage2,0.20566,0.09375,0.50000,0.18010,0.08824,0.41176,34
FB15k-237,164,R,baseline,structural_none,best_valid_stage1,test_after_stage1,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0
FB15k-237,165,rd,stage2,structural_rd,best_valid_stage2,test_after_stage2,0.35330,0.20000,0.60000,0.39495,0.22727,0.59091,11
FB15k-237,166,R,baseline,structural_none,best_valid_stage1,test_after_stage1,0.00000,0.00000,0.00000,0.38480,0.30000,0.50000,5
FB15k-237,167,init_dep_with_lift,stage2,init_dep_with_lift,best_valid_stage2,test_after_stage2,0.77501,0.73333,0.90000,0.75483,0.68182,0.86364,22
FB15k-237,168,pos_auto_ratio,stage2,pos_auto_ratio,best_valid_stage2,test_after_stage2,0.57735,0.46667,0.86667,0.57371,0.50000,0.77083,24
FB15k-237,169,redundancy,stage2,redundancy,best_valid_stage2,test_after_stage2,0.09317,0.00000,0.50000,0.00000,0.00000,0.00000,0
FB15k-237,170,rd,stage2,structural_rd,best_valid_stage2,test_after_stage2,0.05796,0.00000,0.21429,0.04633,0.00000,0.11111,9
FB15k-237,171,R,baseline,structural_none,best_valid_stage1,test_after_stage1,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,16
FB15k-237,172,R2,baseline,structural_r2d3,best_valid_stage1,test_after_stage1,0.56355,0.48837,0.69767,0.62179,0.56250,0.71875,48
FB15k-237,173,rd,stage2,structural_rd,best_valid_stage2,test_after_stage2,0.46743,0.31250,0.81250,0.18686,0.06250,0.43750,8
FB15k-237,174,synergy,stage2,synergy,best_valid_stage2,test_after_stage2,0.56590,0.50000,0.85714,0.25571,0.04545,0.95455,11
FB15k-237,175,pos_auto_ratio,stage2,pos_auto_ratio,best_valid_stage2,test_after_stage2,0.37564,0.30000,0.50000,0.46974,0.35714,0.64286,7
FB15k-237,176,synergy,stage2,synergy,best_valid_stage2,test_after_stage2,0.48644,0.28788,0.96970,0.44654,0.21951,0.96341,41
FB15k-237,177,pos_auto_ratio,stage2,pos_auto_ratio,best_valid_stage2,test_after_stage2,0.32711,0.16667,0.61111,0.21096,0.10714,0.39286,14
FB15k-237,178,R,baseline,structural_none,best_valid_stage1,test_after_stage1,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0
FB15k-237,179,sign_constraint_dependency,stage2,sign_constraint_dependency,best_valid_stage2,test_after_stage2,0.25953,0.16667,0.50000,0.58031,0.46875,0.84375,16
FB15k-237,180,R,baseline,structural_none,best_valid_stage1,test_after_stage1,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0
FB15k-237,181,R2,baseline,structural_r2d3,best_valid_stage1,test_after_stage1,0.14356,0.05000,0.35000,0.08748,0.03846,0.23077,13
FB15k-237,182,R,baseline,structural_none,best_valid_stage1,test_after_stage1,0.92308,0.92308,0.92308,0.75002,0.75000,0.75000,20
FB15k-237,183,rd,stage2,structural_rd,best_valid_stage2,test_after_stage2,0.25654,0.20000,0.35000,0.33723,0.26471,0.47059,17
FB15k-237,184,r3d6,stage2,structural_r3d6,best_valid_stage2,test_after_stage2,0.29361,0.25000,0.46429,0.34869,0.20000,0.65000,10
FB15k-237,185,r2d3,stage2,structural_r2d3,best_valid_stage2,test_after_stage2,0.74534,0.65909,0.90909,0.55671,0.46875,0.68750,32
FB15k-237,186,pos_auto_ratio,stage2,pos_auto_ratio,best_valid_stage2,test_after_stage2,0.41862,0.31250,0.56250,0.37950,0.26923,0.61538,13
FB15k-237,187,pos_auto_ratio,stage2,pos_auto_ratio,best_valid_stage2,test_after_stage2,0.44319,0.33333,0.61111,0.45466,0.36364,0.68182,11
FB15k-237,188,r2d3,stage2,structural_r2d3,best_valid_stage2,test_after_stage2,0.37704,0.28571,0.57143,0.25461,0.18182,0.36364,11
FB15k-237,189,pos_auto_ratio,stage2,pos_auto_ratio,best_valid_stage2,test_after_stage2,0.32114,0.24286,0.48571,0.33945,0.25926,0.51852,27
FB15k-237,190,R,baseline,structural_none,best_valid_stage1,test_after_stage1,0.00014,0.00000,0.00000,0.00014,0.00000,0.00000,2
FB15k-237,191,pos_auto_ratio,stage2,pos_auto_ratio,best_valid_stage2,test_after_stage2,0.21069,0.09375,0.46875,0.26004,0.13889,0.52778,18
FB15k-237,192,rd,stage2,structural_rd,best_valid_stage2,test_after_stage2,0.01284,0.00000,0.00000,0.00010,0.00000,0.00000,4
FB15k-237,193,pos_auto_ratio,stage2,pos_auto_ratio,best_valid_stage2,test_after_stage2,0.32956,0.25000,0.37500,0.13770,0.00000,0.33333,9
FB15k-237,194,R,baseline,structural_none,best_valid_stage1,test_after_stage1,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0
FB15k-237,195,R2,baseline,structural_r2d3,best_valid_stage1,test_after_stage1,0.80972,0.60000,1.00000,0.80625,0.60000,1.00000,20
FB15k-237,196,R,baseline,structural_none,best_valid_stage1,test_after_stage1,0.00000,0.00000,0.00000,0.00007,0.00000,0.00000,2
FB15k-237,197,R,baseline,structural_none,best_valid_stage1,test_after_stage1,1.00000,1.00000,1.00000,0.97917,0.95833,1.00000,12
FB15k-237,198,rd,stage2,structural_rd,best_valid_stage2,test_after_stage2,0.71578,0.66667,0.83333,0.74785,0.69048,0.92857,21
FB15k-237,199,pos_auto_ratio,stage2,pos_auto_ratio,best_valid_stage2,test_after_stage2,0.03967,0.00000,0.07692,0.09957,0.06250,0.21875,16
FB15k-237,200,init_dep_with_lift,stage2,init_dep_with_lift,best_valid_stage2,test_after_stage2,0.46456,0.41176,0.52941,0.41669,0.31818,0.54545,11
FB15k-237,201,rd,stage2,structural_rd,best_valid_stage2,test_after_stage2,0.33689,0.16667,0.83333,0.00014,0.00000,0.00000,2
FB15k-237,202,pos_auto_ratio,stage2,pos_auto_ratio,best_valid_stage2,test_after_stage2,0.24478,0.10000,0.46667,0.23609,0.11111,0.50000,9
FB15k-237,203,pos_auto_ratio,stage2,pos_auto_ratio,best_valid_stage2,test_after_stage2,0.19971,0.06250,0.50000,0.26834,0.17500,0.45000,20
FB15k-237,204,R2,baseline,structural_r2d3,best_valid_stage1,test_after_stage1,0.70123,0.66667,0.83333,0.58800,0.50000,1.00000,4
FB15k-237,205,R,baseline,structural_none,best_valid_stage1,test_after_stage1,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0
FB15k-237,206,R,baseline,structural_none,best_valid_stage1,test_after_stage1,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0
FB15k-237,207,pos_auto_ratio,stage2,pos_auto_ratio,best_valid_stage2,test_after_stage2,0.09876,0.02500,0.20000,0.24923,0.15000,0.40000,20
FB15k-237,208,R,baseline,structural_none,best_valid_stage1,test_after_stage1,0.50007,0.50000,0.50000,0.00000,0.00000,0.00000,0
FB15k-237,209,pos_auto_ratio,stage2,pos_auto_ratio,best_valid_stage2,test_after_stage2,0.50153,0.50000,0.50000,0.50007,0.50000,0.50000,3
FB15k-237,210,R,baseline,structural_none,best_valid_stage1,test_after_stage1,0.97222,0.96429,1.00000,0.81818,0.81818,0.81818,11
FB15k-237,211,pos_auto_ratio,stage2,pos_auto_ratio,best_valid_stage2,test_after_stage2,0.49390,0.42857,0.64286,0.61512,0.57143,0.71429,7
FB15k-237,212,R,baseline,structural_none,best_valid_stage1,test_after_stage1,0.48130,0.37500,0.62500,0.52015,0.50000,0.56250,16
FB15k-237,213,R,baseline,structural_none,best_valid_stage1,test_after_stage1,0.50007,0.50000,0.50000,0.00000,0.00000,0.00000,0
FB15k-237,214,pos_auto_ratio,stage2,pos_auto_ratio,best_valid_stage2,test_after_stage2,0.34525,0.14286,0.71429,0.34523,0.20690,0.68966,29
FB15k-237,215,pos_auto_ratio,stage2,pos_auto_ratio,best_valid_stage2,test_after_stage2,0.35431,0.26190,0.52381,0.36881,0.31250,0.56250,8
FB15k-237,216,synergy,stage2,synergy,best_valid_stage2,test_after_stage2,0.33731,0.16667,0.83333,0.32742,0.11290,0.77419,31
FB15k-237,217,init_dep_with_lift,stage2,init_dep_with_lift,best_valid_stage2,test_after_stage2,0.51995,0.45000,0.60000,0.48038,0.40476,0.57143,21
FB15k-237,218,pos_auto_ratio,stage2,pos_auto_ratio,best_valid_stage2,test_after_stage2,0.20237,0.11765,0.41176,0.18767,0.07692,0.42308,13
FB15k-237,219,R2,baseline,structural_r2d3,best_valid_stage1,test_after_stage1,0.51297,0.50000,0.50000,0.50929,0.50000,0.50000,4
FB15k-237,220,init_dep_with_lift,stage2,init_dep_with_lift,best_valid_stage2,test_after_stage2,0.73104,0.62500,0.90625,0.81399,0.70000,1.00000,20
FB15k-237,221,sign_constraint_dependency,stage2,sign_constraint_dependency,best_valid_stage2,test_after_stage2,0.42620,0.28571,0.57143,0.29906,0.18750,0.56250,16
FB15k-237,222,rd,stage2,structural_rd,best_valid_stage2,test_after_stage2,0.48569,0.31250,0.75000,0.36775,0.19231,0.65385,13
FB15k-237,223,R,baseline,structural_none,best_valid_stage1,test_after_stage1,0.27640,0.12500,0.62500,0.75000,0.50000,1.00000,3
FB15k-237,224,R,baseline,structural_none,best_valid_stage1,test_after_stage1,0.36858,0.30952,0.50000,0.23081,0.20000,0.30000,35
FB15k-237,225,R,baseline,structural_none,best_valid_stage1,test_after_stage1,0.31257,0.25000,0.50000,0.00000,0.00000,0.00000,0
FB15k-237,226,rd,stage2,structural_rd,best_valid_stage2,test_after_stage2,0.27812,0.18182,0.50000,0.13783,0.11111,0.22222,9
FB15k-237,227,pos_auto_ratio,stage2,pos_auto_ratio,best_valid_stage2,test_after_stage2,0.34197,0.21053,0.71053,0.43405,0.31250,0.68750,8
FB15k-237,228,R,baseline,structural_none,best_valid_stage1,test_after_stage1,0.00003,0.00000,0.00000,0.00001,0.00000,0.00000,10
FB15k-237,229,pos_auto_ratio,stage2,pos_auto_ratio,best_valid_stage2,test_after_stage2,0.25760,0.15789,0.50000,0.35760,0.26923,0.57692,13
FB15k-237,230,pos_auto_ratio,stage2,pos_auto_ratio,best_valid_stage2,test_after_stage2,0.70944,0.61538,0.84615,0.39505,0.19444,0.77778,18
FB15k-237,231,R,baseline,structural_none,best_valid_stage1,test_after_stage1,0.67778,0.16667,1.00000,0.63889,0.16667,1.00000,3
FB15k-237,232,init_dep_with_lift,stage2,init_dep_with_lift,best_valid_stage2,test_after_stage2,0.65197,0.60000,0.70000,0.57066,0.50000,0.70833,12
FB15k-237,233,pos_auto_ratio,stage2,pos_auto_ratio,best_valid_stage2,test_after_stage2,0.68167,0.63636,0.77273,0.64461,0.60714,0.67857,14
FB15k-237,234,R,baseline,structural_none,best_valid_stage1,test_after_stage1,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0
FB15k-237,235,pos_auto_ratio,stage2,pos_auto_ratio,best_valid_stage2,test_after_stage2,0.46838,0.33333,0.83333,0.22223,0.08333,0.50000,6
FB15k-237,236,pos_auto_ratio,stage2,pos_auto_ratio,best_valid_stage2,test_after_stage2,0.63488,0.58333,0.83333,0.31184,0.27778,0.38889,9
codex-l,0,rd,stage2,structural_rd,best_valid_stage2,test_after_stage2,0.46895,0.42387,0.55227,0.47476,0.42493,0.56790,3277
codex-l,1,rd,stage2,structural_rd,best_valid_stage2,test_after_stage2,0.60360,0.55164,0.73048,0.64338,0.59596,0.74369,396
codex-l,2,synergy,stage2,synergy,best_valid_stage2,test_after_stage2,0.29795,0.23420,0.42703,0.30005,0.23536,0.42738,9426
codex-l,3,rd,stage2,structural_rd,best_valid_stage2,test_after_stage2,0.18120,0.13323,0.27392,0.17298,0.12883,0.25948,1925
codex-l,4,init_dep_with_lift,stage2,init_dep_with_lift,best_valid_stage2,test_after_stage2,0.33882,0.25229,0.48700,0.34085,0.23455,0.52060,631
codex-l,5,rd,stage2,structural_rd,best_valid_stage2,test_after_stage2,0.16970,0.11238,0.28371,0.17368,0.11529,0.29461,1687
codex-l,6,rd,stage2,structural_rd,best_valid_stage2,test_after_stage2,0.25419,0.18486,0.39345,0.25461,0.17666,0.40364,1401
codex-l,7,r3d6,stage2,structural_r3d6,best_valid_stage2,test_after_stage2,0.35742,0.26819,0.52497,0.36446,0.26701,0.54175,970
codex-l,8,synergy,stage2,synergy,best_valid_stage2,test_after_stage2,0.59231,0.49419,0.78052,0.61284,0.51708,0.78882,322
codex-l,9,sign_constraint_dependency,stage2,sign_constraint_dependency,best_valid_stage2,test_after_stage2,0.47627,0.44826,0.52690,0.47785,0.44706,0.52735,1993
codex-l,10,r3d6,stage2,structural_r3d6,best_valid_stage2,test_after_stage2,0.35914,0.28221,0.50767,0.30590,0.22543,0.45809,346
codex-l,11,synergy,stage2,synergy,best_valid_stage2,test_after_stage2,0.42947,0.38099,0.52312,0.42551,0.37414,0.54195,584
codex-l,12,pos_auto_ratio,stage2,pos_auto_ratio,best_valid_stage2,test_after_stage2,1.00000,1.00000,1.00000,0.99811,0.99621,1.00000,132
codex-l,13,sign_constraint_dependency,stage2,sign_constraint_dependency,best_valid_stage2,test_after_stage2,0.26317,0.20813,0.36043,0.26120,0.20528,0.35528,1230
codex-l,14,pos_auto_ratio,stage2,pos_auto_ratio,best_valid_stage2,test_after_stage2,0.86949,0.82604,0.95392,0.86761,0.82904,0.94614,427
codex-l,15,R,baseline,structural_none,best_valid_stage1,test_after_stage1,0.84018,0.83178,0.84579,0.86234,0.85586,0.86937,111
codex-l,16,rd,stage2,structural_rd,best_valid_stage2,test_after_stage2,0.26143,0.16571,0.44092,0.30290,0.22068,0.48148,324
codex-l,17,init_dep_with_lift,stage2,init_dep_with_lift,best_valid_stage2,test_after_stage2,0.07532,0.04964,0.12470,0.08499,0.05448,0.14730,1239
codex-l,18,init_dep_with_lift,stage2,init_dep_with_lift,best_valid_stage2,test_after_stage2,0.14840,0.09160,0.25573,0.15338,0.09359,0.28205,390
codex-l,19,synergy,stage2,synergy,best_valid_stage2,test_after_stage2,0.23532,0.18285,0.34142,0.27305,0.22203,0.36713,286
codex-l,20,r2d3,stage2,structural_r2d3,best_valid_stage2,test_after_stage2,0.17852,0.11497,0.30324,0.19280,0.12578,0.32764,644
codex-l,21,rd,stage2,structural_rd,best_valid_stage2,test_after_stage2,0.08466,0.04167,0.16667,0.12576,0.06667,0.25000,90
codex-l,22,pos_auto_ratio,stage2,pos_auto_ratio,best_valid_stage2,test_after_stage2,0.27766,0.20714,0.40714,0.21727,0.14583,0.38889,72
codex-l,23,sign_constraint_dependency,stage2,sign_constraint_dependency,best_valid_stage2,test_after_stage2,0.80596,0.68788,0.92576,0.78815,0.71270,0.88254,315
codex-l,24,pos_auto_ratio,stage2,pos_auto_ratio,best_valid_stage2,test_after_stage2,0.16404,0.09589,0.32329,0.16612,0.10459,0.29464,392
codex-l,25,init_dep_with_lift,stage2,init_dep_with_lift,best_valid_stage2,test_after_stage2,0.48529,0.43069,0.58787,0.47089,0.40356,0.58754,337
codex-l,26,init_dep_with_lift,stage2,init_dep_with_lift,best_valid_stage2,test_after_stage2,0.19933,0.13144,0.33763,0.19851,0.12857,0.34082,245
codex-l,27,pos_auto_ratio,stage2,pos_auto_ratio,best_valid_stage2,test_after_stage2,0.61500,0.43750,0.83333,0.47673,0.35000,0.80000,20
