dataset,selector,coverage,n,mrr_stage1,mrr_stage2,gain_pt
codex-l,balanced5_rf,0.9,55016,0.3392477021354801,0.3459806059840889,0.019846571712134997
codex-l,balanced5_rf,0.92,56239,0.3427742672161955,0.3492866102527527,0.018998926288856133
codex-l,balanced5_rf,0.94,57461,0.344289023535592,0.3504920831074436,0.018017012300162394
codex-l,balanced5_rf,0.96,58684,0.3389532659078194,0.34493668598204613,0.017652640278303044
codex-l,balanced5_rf,0.98,59906,0.3354927226886877,0.34091809514633625,0.01617135660698943
codex-l,balanced5_rf,1.0,61129,0.32990176871301513,0.334842792661744,0.014977258133547888
codex-m,balanced5_rf,0.02,412,0.12499938445968108,0.1873412692004612,0.4987375338707263
codex-m,balanced5_rf,0.04,824,0.17743830962609677,0.22404241767567365,0.262649639459384
codex-m,balanced5_rf,0.06,1236,0.22120128480971032,0.25843391235083774,0.16832012333543633
codex-m,balanced5_rf,0.08,1648,0.24647078791094698,0.28031594664051934,0.13731914851426952
codex-m,balanced5_rf,0.1,2059,0.2571638523646358,0.28696406793834395,0.11588026582932831
codex-m,balanced5_rf,0.12,2471,0.2599717041779337,0.28678042294624834,0.10312167954234663
codex-m,balanced5_rf,0.14,2883,0.24958616842986575,0.27356210132631137,0.09606274677509985
codex-m,balanced5_rf,0.16,3295,0.25970487892306693,0.28063953578188044,0.08060940920950133
codex-m,balanced5_rf,0.18,3707,0.26691280628531866,0.28591067320117775,0.07117630352869297
codex-m,balanced5_rf,0.2,4119,0.2663281067104136,0.2836448367597685,0.06502028743133681
codex-m,balanced5_rf,0.22,4531,0.2653453149818682,0.28072765511846404,0.0579710259351931
codex-m,balanced5_rf,0.24,4943,0.2627339720029613,0.2773252711047717,0.0555364005293002
codex-m,balanced5_rf,0.26,5354,0.2630112596533357,0.27684001568047595,0.05257857038275593
codex-m,balanced5_rf,0.28,5766,0.2638162870298615,0.2772184794714801,0.050801232147208664
codex-m,balanced5_rf,0.3,6178,0.2669996363026238,0.2796278760294402,0.047296842429040975
codex-m,balanced5_rf,0.32,6590,0.26863270175707693,0.28035598422150976,0.043640563445005
codex-m,balanced5_rf,0.34,7002,0.26728900656001714,0.27844558095411764,0.04173974282625581
codex-m,balanced5_rf,0.36,7414,0.2693912079935908,0.28006304857222014,0.0396146580213681
codex-m,balanced5_rf,0.38,7826,0.26285936101799845,0.2730968076475689,0.03894647917396954
codex-m,balanced5_rf,0.4,8238,0.26100976223954164,0.27089459778523317,0.037871516608714906
codex-m,balanced5_rf,0.42,8649,0.25531297777229434,0.2649467081518236,0.037733022675099814
codex-m,balanced5_rf,0.44,9061,0.25403443062340714,0.26330386836611186,0.03648890317724751
codex-m,balanced5_rf,0.46,9473,0.25575454609098763,0.2647037734717956,0.034991469428755195
codex-m,balanced5_rf,0.48,9885,0.2532222592496856,0.2617943424165179,0.03385201282158978
codex-m,balanced5_rf,0.5,10297,0.25911895028169785,0.2671889686331465,0.0311440685549067
codex-m,balanced5_rf,0.52,10709,0.2624133823518997,0.2700950060757412,0.029272987737875233
codex-m,balanced5_rf,0.54,11121,0.26359894711732146,0.2710605252332196,0.028306555081106577
codex-m,balanced5_rf,0.56,11533,0.2702739841101697,0.27746605927970613,0.02661031246945611
codex-m,balanced5_rf,0.58,11945,0.28042245858421744,0.2873067745837219,0.024549802588072378
codex-m,balanced5_rf,0.6,12356,0.2869158556828131,0.2934322895992218,0.022712003492803445
codex-m,balanced5_rf,0.62,12768,0.28856582829790606,0.29486938291991727,0.021844425097706344
codex-m,balanced5_rf,0.64,13180,0.2997486873134037,0.30581410582237356,0.02023501274795625
codex-m,balanced5_rf,0.66,13592,0.30116392857301033,0.3071217686891979,0.019782714830482107
codex-m,balanced5_rf,0.68,14004,0.3002263843418271,0.30599454028633843,0.01921268830904599
codex-m,balanced5_rf,0.7,14416,0.30583899573938395,0.3113758123497887,0.018103697329437063
codex-m,balanced5_rf,0.72,14828,0.3082043007602969,0.3135671219193335,0.01740021520078483
codex-m,balanced5_rf,0.74,15240,0.3080687196940282,0.31323088399608034,0.016756535058733535
codex-m,balanced5_rf,0.76,15651,0.3101192187729333,0.3150565567841277,0.01592077405176706
codex-m,balanced5_rf,0.78,16063,0.3144246649827526,0.3192113967752588,0.015223779574572216
codex-m,balanced5_rf,0.8,16475,0.31889761195278155,0.3235657719840248,0.014638428938547499
