dataset,selector,coverage,n,mrr_stage1,mrr_stage2,gain_pt
codex-l,balanced1_syn_global_rf,0.34,20784,0.37069135515417106,0.3802886152283165,0.025890164258494552
codex-l,balanced1_syn_global_rf,0.36,22006,0.3663762213973381,0.3753473338967133,0.024486066440556398
codex-l,balanced1_syn_global_rf,0.38,23229,0.36718616955997707,0.3757438986525052,0.023306240272566336
codex-l,balanced1_syn_global_rf,0.4,24452,0.3754234037046978,0.38356534765315053,0.021687363835359186
codex-l,balanced1_syn_global_rf,0.42,25674,0.3702844793900227,0.3780160825495816,0.02088017076031745
codex-l,balanced1_syn_global_rf,0.44,26897,0.3745640667420085,0.38196702750840417,0.01976420437440063
codex-l,balanced1_syn_global_rf,0.46,28119,0.3641035043692444,0.3710271012158436,0.01901546336005011
codex-l,balanced1_syn_global_rf,0.48,29342,0.3575499703125792,0.3640970387899397,0.018310918811255794
codex-l,balanced1_syn_global_rf,0.5,30564,0.36002327415446705,0.3663680979776111,0.017623371261330734
codex-l,balanced1_syn_global_rf,0.52,31787,0.35924019534810553,0.36554595171362164,0.017553036790345367
codex-l,balanced1_syn_global_rf,0.54,33010,0.3635343798543116,0.3701999125457052,0.018335357151268328
codex-l,balanced1_syn_global_rf,0.56,34232,0.35872426475651376,0.36533221336208616,0.01842069035964866
codex-l,balanced1_syn_global_rf,0.58,35455,0.35383980184248315,0.3603291219208887,0.018339712052219515
codex-l,balanced1_syn_global_rf,0.6,36677,0.34505680714703596,0.351329916817398,0.018179933102113743
codex-l,balanced1_syn_global_rf,0.62,37900,0.3369342652313957,0.3430002174574013,0.01800336995063323
codex-l,balanced1_syn_global_rf,0.64,39123,0.34383368531481673,0.34989131713231597,0.017617912601997743
codex-l,balanced1_syn_global_rf,0.66,40345,0.34088217650204106,0.3467713699747227,0.01727633146770402
codex-l,balanced1_syn_global_rf,0.68,41568,0.3411767965753878,0.3468800504841544,0.016716417898326785
codex-l,balanced1_syn_global_rf,0.7,42790,0.33558960459323117,0.34130411374390346,0.017028266288518834
codex-l,balanced1_syn_global_rf,0.72,44013,0.3379078264350527,0.34360172332621314,0.01685044395458779
codex-l,balanced1_syn_global_rf,0.74,45235,0.3302118314062718,0.3357583554409223,0.016796866456993742
codex-l,balanced1_syn_global_rf,0.76,46458,0.32929941050383404,0.3347133989647337,0.0164409297077579
codex-l,balanced1_syn_global_rf,0.78,47681,0.3239730554355777,0.3293397350159241,0.016565203464624423
codex-l,balanced1_syn_global_rf,0.8,48903,0.3176319516127096,0.3228734385264499,0.016501762140514353
codex-l,balanced1_syn_global_rf,0.82,50126,0.3176450757094999,0.3228237328642923,0.01630328171537121
codex-l,balanced1_syn_global_rf,0.84,51348,0.3214951788836933,0.3264500695970725,0.015412021824351418
codex-l,balanced1_syn_global_rf,0.86,52571,0.318044166820576,0.32309777050103533,0.015889628572594683
codex-l,balanced1_syn_global_rf,0.88,53794,0.3122210319012507,0.31730520198174555,0.01628388084407728
codex-l,balanced1_syn_global_rf,0.9,55016,0.3106981653221866,0.3161544522613002,0.017561374826451148
codex-l,balanced1_syn_global_rf,0.92,56239,0.3221986374038314,0.32762849863502624,0.016852526984430627
codex-l,balanced1_syn_global_rf,0.94,57461,0.3334768980794541,0.33884974356148506,0.016111597273976264
codex-l,balanced1_syn_global_rf,0.96,58684,0.3368356226652967,0.34209793628891805,0.015622794234119164
codex-l,balanced1_syn_global_rf,0.98,59906,0.33350156824814015,0.33863037857448086,0.015378669291667757
codex-l,balanced1_syn_global_rf,1.0,61129,0.32990176871301513,0.33484279266174394,0.014977258133547888
codex-m,balanced1_syn_global_rf,0.02,412,0.25535115991191026,0.2632530440407402,0.030945166380117017
codex-m,balanced1_syn_global_rf,0.04,824,0.32633101559941174,0.32802125932173404,0.00517953746816735
codex-m,balanced1_syn_global_rf,0.06,1236,0.32830380709398205,0.329614401818003,0.003992018050664292
codex-m,balanced1_syn_global_rf,0.08,1648,0.2960242917688758,0.29906419115839816,0.010269087618984374
codex-m,balanced1_syn_global_rf,0.1,2059,0.3140918828593514,0.3171968839754413,0.009885645842940605
codex-m,balanced1_syn_global_rf,0.12,2471,0.3277562404266006,0.3310665691605479,0.010099971642457906
codex-m,balanced1_syn_global_rf,0.14,2883,0.3392500156155438,0.3422442868328712,0.00882614909212176
codex-m,balanced1_syn_global_rf,0.16,3295,0.344836730084174,0.3479604442285769,0.009058530811495658
codex-m,balanced1_syn_global_rf,0.18,3707,0.36453738395510277,0.36797990191326674,0.009443525162807331
codex-m,balanced1_syn_global_rf,0.2,4119,0.37108698082347324,0.37502811939041314,0.010620525026758365
codex-m,balanced1_syn_global_rf,0.22,4531,0.373259839041548,0.3774918739695894,0.011338039846205517
codex-m,balanced1_syn_global_rf,0.24,4943,0.3658674272492361,0.3698941757561038,0.011006031712477604
codex-m,balanced1_syn_global_rf,0.26,5354,0.35360552956713126,0.3573851558267002,0.010688821139748006
codex-m,balanced1_syn_global_rf,0.28,5766,0.3541029730477854,0.3577102346892487,0.010187041386338525
codex-m,balanced1_syn_global_rf,0.3,6178,0.35072701404120954,0.35394355066741257,0.009171054687635571
codex-m,balanced1_syn_global_rf,0.32,6590,0.3639034425761128,0.36714246637172404,0.008900778109384833
codex-m,balanced1_syn_global_rf,0.34,7002,0.3648696822335893,0.36808806703064195,0.008820641872328228
codex-m,balanced1_syn_global_rf,0.36,7414,0.35609597945988186,0.3594951074648331,0.009545538846315926
codex-m,balanced1_syn_global_rf,0.38,7826,0.3487127996555965,0.3520523958496405,0.009576924613442062
codex-m,balanced1_syn_global_rf,0.4,8238,0.3472112277384784,0.350429718392243,0.009269546594814715
codex-m,balanced1_syn_global_rf,0.42,8649,0.3688347397666035,0.37223789215228004,0.009226767488957233
codex-m,balanced1_syn_global_rf,0.44,9061,0.3658048592299476,0.3691114546010226,0.00903923304363885
codex-m,balanced1_syn_global_rf,0.46,9473,0.36257459536534503,0.36603416188288124,0.009541668284977822
codex-m,balanced1_syn_global_rf,0.48,9885,0.3532317965375552,0.35841143908850703,0.014663579558022999
codex-m,balanced1_syn_global_rf,0.5,10297,0.34789722015936536,0.353264189712818,0.015426882545925835
codex-m,balanced1_syn_global_rf,0.52,10709,0.36573708730360105,0.3710534658659144,0.014536066335269382
codex-m,balanced1_syn_global_rf,0.54,11121,0.3787746266611976,0.38402988561751333,0.013874369047999657
codex-m,balanced1_syn_global_rf,0.56,11533,0.36742928530048874,0.3724086533351932,0.013551908445817773
codex-m,balanced1_syn_global_rf,0.58,11945,0.356617944538551,0.3615983715398448,0.013965721797141395
codex-m,balanced1_syn_global_rf,0.6,12356,0.3458426387565925,0.3506695265601155,0.013956890396386923
codex-m,balanced1_syn_global_rf,0.62,12768,0.33527682862652936,0.34001805972015214,0.014141242963450207
codex-m,balanced1_syn_global_rf,0.64,13180,0.325844472353897,0.3304227608011417,0.014050532802263538
codex-m,balanced1_syn_global_rf,0.66,13592,0.31671668944047654,0.3212060338169391,0.014174637858186623
codex-m,balanced1_syn_global_rf,0.68,14004,0.3085109175683494,0.31286570444421097,0.014115503302721155
codex-m,balanced1_syn_global_rf,0.7,14416,0.30181773287451014,0.3060284565575904,0.01395121367779617
