selector,dataset,coverage,feature,n_selected,value_min,value_q05,value_q10,value_q25,value_median,value_q75,value_q90,value_q95,value_max,percentile_min,percentile_q05,percentile_q10,percentile_q25,percentile_median,percentile_q75,percentile_q90,percentile_q95,percentile_max
balanced2_syn_topk_global_rf,global,0.1,synergy_weight_top5_mean,59607,0.0,0.8552498,1.3023620000000002,3.117886,5.22283,5.550072,5.578564,5.578564,5.578564,0.27360081199879205,0.6613428178371306,0.6800015099151092,0.7512263866053753,0.877165050498272,0.9520937489514478,0.9839336643962018,0.9839336643962018,0.9839336643962018
balanced2_syn_topk_global_rf,global,0.1,topk_rule_weight,59607,0.0513425269551505,0.3887155526987745,0.5355182363563621,0.9710240704342415,1.3627551720485729,1.6211339521972916,1.6977305195797787,1.7957159595745984,3.25583153139063,0.013649632587323424,0.0973849947991813,0.14467503271482737,0.36541203905647085,0.52055497768681,0.7360198637721035,0.8052142401771634,0.865955608495789,0.9994321041505889
