coverage,rank,feature,sort_direction,macro_gain_pt,positive_datasets,min_dataset_gain,max_dataset_gain
0.2,51,candidate_rule_coverage,desc,0.025998116006230365,7,0.005606080273239611,0.11610127386768965
0.2,52,avg_candidate_dep_score,asc,0.025285515303765087,6,-0.06025265589196449,0.08865414114429893
0.2,53,avg_stage2_score,desc,0.025033953921514022,7,0.005621185243448679,0.08382828365876516
0.2,54,max_negative_dep,desc,0.024619443613194156,6,-0.05359958674742438,0.06947401638752337
0.2,55,stage2_top_margin,asc,0.024174329469380425,7,0.0047289487737149916,0.060859879868436106
0.2,56,rule_weight_mean,desc,0.02376306137196806,7,0.0039009246591461544,0.07140500599477217
0.2,57,max_positive_dep,desc,0.023734145354952267,6,-0.026709705254162164,0.054497967305838335
0.2,58,rule_weight_top10_sum,desc,0.023643681695809753,7,0.0022847555124991814,0.08103673559570512
0.2,59,dep_density,desc,0.023586007984883306,6,-0.015157238703263687,0.05503992000412605
0.2,60,rule_weight_top10_mean,desc,0.023370668034428714,7,0.0022745197965565733,0.08103673559570512
0.2,61,weak_rule_score,desc,0.0231977794028319,7,0.007030710403089779,0.06717211782978905
0.2,62,max_stage2_score,desc,0.023192267257940387,7,9.72275415123125e-05,0.07983862848036094
0.2,63,rule_weight_top1_mean,asc,0.02317775191092692,7,0.0069275925924929815,0.06722964568880752
0.2,64,top1_rule_weight,asc,0.02317775191092692,7,0.0069275925924929815,0.06722964568880752
0.2,65,rule_weight_max,asc,0.02317775191092692,7,0.0069275925924929815,0.06722964568880752
0.2,66,rule_weight_top1_sum,asc,0.02317775191092692,7,0.0069275925924929815,0.06722964568880752
0.2,67,max_stage1_score,desc,0.02238149671953127,7,9.72275415123125e-05,0.07982992120420418
0.2,68,s1_top1,desc,0.02238149671953127,7,9.72275415123125e-05,0.07982992120420418
0.2,69,topk_rule_weight,asc,0.02232297833028312,7,0.006287637266063406,0.06798246369401739
0.2,70,rule_weight_top3_mean,asc,0.02232297833028312,7,0.006287637266063406,0.06798246369401739
0.2,71,rule_weight_top3_sum,asc,0.022321202483255913,7,0.0062792623289995575,0.06798246369401739
0.2,72,max_stage1_score,asc,0.022304166183102776,7,0.010677055342268149,0.05129617711830314
0.2,73,s1_top1,asc,0.022304166183102776,7,0.010677055342268149,0.05129617711830314
0.2,74,num_dependency_edges,desc,0.022188720920609164,6,-0.07755947155825271,0.05816199691624879
0.2,75,query_num_edges,desc,0.022188720920609164,6,-0.07755947155825271,0.05816199691624879
0.2,76,num_dependencies,desc,0.022188720920609164,6,-0.07755947155825271,0.05816199691624879
0.2,77,num_pos_dep,desc,0.021724574225378355,6,-0.06942913220058655,0.054347429562518146
0.2,78,unique_synergy_edges,desc,0.021724574225378355,6,-0.06942913220058655,0.054347429562518146
0.2,79,rule_weight_top5_mean,asc,0.021393168277018537,7,0.003264643944834722,0.06773484497741089
0.2,80,rule_weight_top5_sum,asc,0.021387360197862564,7,0.0032715856878153815,0.06773484497741089
0.2,81,rule_weight_top5_sum,desc,0.021382057975425712,7,0.0016626420853420587,0.08096630059408105
0.2,82,rule_weight_top5_mean,desc,0.02120156921320263,7,0.0016626401600869922,0.08096630059408105
0.2,83,rule_weight_top3_sum,desc,0.020393449655619796,7,0.0005184221510696752,0.07989616565754032
0.2,84,topk_rule_weight,desc,0.0203245628593276,7,0.0005184215952576121,0.07989616565754032
0.2,85,rule_weight_top3_mean,desc,0.0203245628593276,7,0.0005184215952576121,0.07989616565754032
0.2,86,rule_weight_max,desc,0.020136417725921247,6,0.0,0.07780804831837074
0.2,87,rule_weight_top1_sum,desc,0.020136417725921247,6,0.0,0.07780804831837074
0.2,88,top1_rule_weight,desc,0.020136417725921247,6,0.0,0.07780804831837074
0.2,89,rule_weight_top1_mean,desc,0.020136417725921247,6,0.0,0.07780804831837074
0.2,90,weak_rule_score,asc,0.019731172108403947,6,0.0,0.07695744582033703
0.2,91,avg_candidate_dep_score,desc,0.01966248078797328,6,-0.00023615847822888725,0.06390133206877313
0.2,92,max_rules_per_candidate,asc,0.01916954578886457,7,0.0045602316394166564,0.05156048432960603
0.2,93,max_candidate_dep_score,asc,0.018530280188670294,7,0.002067875781424533,0.05531701783962539
0.2,94,rule_weight_top10_sum,asc,0.018363302202212366,7,0.00311351232276591,0.04905830600892491
0.2,95,stage2_top_margin,desc,0.01834183732806863,7,0.00017212858506598927,0.03212082885202694
0.2,96,rule_weight_top10_mean,asc,0.018305294705433184,7,0.0031063373983801768,0.04905830600892491
0.2,97,avg_rules_per_candidate,desc,0.017764200700848814,7,0.0007114862157935331,0.05420181052004769
0.2,98,max_stage2_score,asc,0.017013162831911153,6,-0.03887819369831036,0.06667725197089025
0.2,99,s1_norm_margin,desc,0.016938184172921318,7,0.00254430566274233,0.027381630841036175
0.2,100,sum_positive_dep,desc,0.016834771918255855,6,-0.07277384724686475,0.05448009408095844
0.2,101,rule_weight_mean,asc,0.01651897102788134,7,0.002839966722887999,0.040683318665908796
0.2,102,stage1_top_margin,desc,0.01593977055332913,7,0.0002409308071049665,0.027623629789651716
0.2,103,s1_margin,desc,0.01593977055332913,7,0.0002409308071049665,0.027623629789651716
0.2,104,avg_positive_dep,desc,0.01591400678916461,6,-0.07472710775158076,0.054535649137265496
0.2,105,avg_rules_per_candidate,asc,0.01584919858726508,7,0.0036794190714311004,0.04052827611553855
0.2,106,avg_stage1_score,asc,0.01575690129961495,7,0.0026846837557172876,0.02888014921997728
0.2,107,rule_dominance_ratio,desc,0.015751771212309227,7,0.0010616088480108754,0.04149322542988254
0.2,108,s1_norm_margin,asc,0.01516200509965615,7,0.002863730427510758,0.03802517818097528
0.2,109,num_candidate_rule_edges,asc,0.01356740318808842,7,0.004706220010971096,0.03952480287063298
0.2,110,rule_mass,asc,0.013393116123747812,7,0.006198647851803019,0.02423690056974981
0.2,111,avg_stage2_score,asc,0.012968624615908688,6,-0.024639087725705777,0.045102102979125425
0.2,112,num_candidates,asc,0.012837191764869018,7,0.003158594518014368,0.02086356275797918
0.2,113,s1_margin,asc,0.01257618039340423,7,0.002863730427510758,0.03137296849145521
0.2,114,stage1_top_margin,asc,0.01257618039340423,7,0.002863730427510758,0.03137296849145521
