dataset,aggregation,relation,relation_name,train_triple_count,valid_triple_count,test_triple_count,stage1_mrr,final_test_mrr,abs_gain,rel_gain_pct,gain_bucket,selected_stage,dependency_stage_attempted,dependency_stage_accepted,valid_stage1_mrr,valid_stage2_mrr,valid_gain,num_relation_rules,num_relation_dependencies,num_relation_rule_types,num_relation_dependency_types,num_relation_dependency_type_source_pairs,parsed_total_rules,B_rule_count,Uc_rule_count,Ud_rule_count,Z_rule_count,B_ratio,Uc_ratio,Ud_ratio,filtered_synergy_count,filtered_redundancy_count,filtered_dep_total,filtered_dep_per_rule,dep_per_rule,stage1_headroom,rule_weight_B,rule_weight_U,rule_weight_Uc,rule_weight_Ud,dep_weight_BB,dep_weight_BU,dep_weight_UU,dep_weight_B_Uc,dep_weight_B_Ud,dep_weight_Uc_Uc,dep_weight_Uc_Ud,dep_weight_Ud_Ud,stage1_bucket,dep_density_bucket
FB15k-237,structural_r2d3,39.00000,/people/deceased_person/place_of_death,695.00000,61.00000,78.00000,0.20270,0.20227,-0.00043,-0.21059,neutral,dependency,1.00000,1.00000,0.18870,0.18914,0.00044,556.00000,22.00000,2.00000,2.00000,22.00000,556.00000,131.00000,182.00000,242.00000,1.00000,0.23561,0.32734,0.43525,20.00000,2.00000,22.00000,0.03957,0.03957,0.79730,1.43054,1.87248,,,1.00011,,0.99683,,,,,,"[0.2,0.4)",Q1
FB15k-237,structural_r2d3,40.00000,/sports/pro_athlete/teams./sports/sports_team_roster/team,676.00000,18.00000,16.00000,0.17199,0.17199,0.00000,0.00000,neutral,rule_only,1.00000,0.00000,0.12571,0.12571,0.00000,1504.00000,181.00000,2.00000,0.00000,0.00000,1504.00000,84.00000,915.00000,505.00000,0.00000,0.05585,0.60838,0.33577,136.00000,45.00000,181.00000,0.12035,0.12035,0.82801,1.04345,1.02249,,,1.00000,1.00000,1.00000,,,,,,"[0.0,0.2)",Q1
FB15k-237,structural_r2d3,41.00000,/music/artist/track_contributions./music/track_contribution/role,1772.00000,116.00000,152.00000,0.23428,0.23428,0.00000,0.00000,neutral,rule_only,1.00000,0.00000,0.20005,0.20005,0.00000,24449.00000,51711.00000,2.00000,0.00000,0.00000,24449.00000,778.00000,21152.00000,2516.00000,3.00000,0.03182,0.86515,0.10291,48898.00000,2813.00000,51711.00000,2.11506,2.11506,0.76572,0.76672,0.52097,,,1.00000,1.00000,1.00000,,,,,,"[0.2,0.4)",Q3
FB15k-237,structural_r2d3,42.00000,/music/instrument/instrumentalists,1938.00000,136.00000,153.00000,0.25027,0.25027,0.00000,0.00000,neutral,rule_only,1.00000,0.00000,0.24676,0.24676,0.00000,21947.00000,46749.00000,2.00000,0.00000,0.00000,21947.00000,905.00000,18580.00000,2458.00000,4.00000,0.04124,0.84658,0.11200,43894.00000,2855.00000,46749.00000,2.13009,2.13009,0.74973,0.75904,0.63606,,,1.00000,1.00000,1.00000,,,,,,"[0.2,0.4)",Q3
FB15k-237,structural_r2d3,43.00000,/people/person/gender,3717.00000,377.00000,436.00000,0.55346,0.56584,0.01238,2.23628,neutral,dependency,1.00000,1.00000,0.53757,0.54431,0.00674,7376.00000,3062.00000,2.00000,2.00000,3062.00000,7376.00000,686.00000,6492.00000,196.00000,2.00000,0.09300,0.88015,0.02657,35.00000,3027.00000,3062.00000,0.41513,0.41513,0.44654,0.46297,0.56592,,,1.02633,,1.02312,,,,,,"[0.4,0.6)",Q2
FB15k-237,structural_r2d3,44.00000,/business/job_title/people_with_this_title./business/employment_tenure/company,734.00000,48.00000,85.00000,0.26597,0.26597,0.00000,0.00000,neutral,rule_only,1.00000,0.00000,0.30043,0.30043,0.00000,1612.00000,4013.00000,2.00000,0.00000,0.00000,1612.00000,308.00000,837.00000,466.00000,1.00000,0.19107,0.51923,0.28908,3224.00000,789.00000,4013.00000,2.48945,2.48945,0.73403,0.73198,0.82559,,,1.00000,1.00000,1.00000,,,,,,"[0.2,0.4)",Q4
FB15k-237,structural_r2d3,45.00000,/base/popstra/celebrity/friendship./base/popstra/friendship/participant,1511.00000,30.00000,32.00000,0.05478,0.06308,0.00830,15.14381,positive,dependency,1.00000,1.00000,0.07963,0.08047,0.00084,2911.00000,464.00000,2.00000,3.00000,464.00000,2911.00000,863.00000,432.00000,1616.00000,0.00000,0.29646,0.14840,0.55514,449.00000,15.00000,464.00000,0.15940,0.15940,0.94522,1.33816,1.29064,,,1.22696,1.22958,1.13138,,,,,,"[0.0,0.2)",Q2
FB15k-237,structural_r2d3,46.00000,/business/business_operation/industry,330.00000,33.00000,41.00000,0.33867,0.33867,-0.00001,-0.00220,neutral,dependency,1.00000,1.00000,0.39249,0.39286,0.00037,256.00000,96.00000,2.00000,3.00000,96.00000,256.00000,47.00000,82.00000,127.00000,0.00000,0.18359,0.32031,0.49609,86.00000,10.00000,96.00000,0.37500,0.37500,0.66133,0.84996,0.91521,,,1.01717,1.01607,1.01829,,,,,,"[0.2,0.4)",Q2
FB15k-237,structural_r2d3,47.00000,/award/award_category/winners./award/award_honor/award_winner,5673.00000,180.00000,217.00000,0.17431,0.17688,0.00258,1.47836,neutral,dependency,1.00000,1.00000,0.19429,0.19597,0.00168,18856.00000,32943.00000,2.00000,3.00000,32943.00000,18856.00000,1150.00000,10789.00000,6915.00000,2.00000,0.06099,0.57218,0.36673,23559.00000,9384.00000,32943.00000,1.74708,1.74708,0.82569,0.86640,1.00895,,,1.09751,1.08479,1.08535,,,,,,"[0.0,0.2)",Q3
FB15k-237,structural_r2d3,48.00000,/people/person/nationality,4197.00000,406.00000,494.00000,0.50693,0.50693,0.00000,0.00000,neutral,rule_only,1.00000,0.00000,0.50688,0.50688,0.00000,9716.00000,4210.00000,2.00000,0.00000,0.00000,9716.00000,2884.00000,6081.00000,746.00000,5.00000,0.29683,0.62587,0.07678,145.00000,4065.00000,4210.00000,0.43331,0.43331,0.49307,0.65151,1.15162,,,1.00000,1.00000,1.00000,,,,,,"[0.4,0.6)",Q2
FB15k-237,structural_r2d3,49.00000,/sports/sports_team/roster./baseball/baseball_roster_position/position,183.00000,7.00000,3.00000,0.64444,0.64444,0.00000,0.00000,neutral,dependency,1.00000,1.00000,0.49851,0.58333,0.08482,586.00000,1404.00000,2.00000,3.00000,1404.00000,586.00000,27.00000,450.00000,109.00000,0.00000,0.04608,0.76792,0.18601,438.00000,966.00000,1404.00000,2.39590,2.39590,0.35556,0.79379,0.79447,,,1.01782,1.01780,1.01780,,,,,,"[0.6,1.0]",Q4
FB15k-237,structural_r2d3,50.00000,/people/cause_of_death/people,737.00000,64.00000,94.00000,0.17383,0.17355,-0.00028,-0.16204,neutral,dependency,1.00000,1.00000,0.17498,0.17523,0.00025,712.00000,24.00000,2.00000,2.00000,24.00000,712.00000,55.00000,224.00000,432.00000,1.00000,0.07725,0.31461,0.60674,23.00000,1.00000,24.00000,0.03371,0.03371,0.82617,0.93329,0.94109,,,1.04848,,1.07561,,,,,,"[0.0,0.2)",Q1
FB15k-237,structural_r2d3,51.00000,/tv/tv_program/languages,254.00000,29.00000,24.00000,0.62909,0.70700,0.07791,12.38491,positive,dependency,1.00000,1.00000,0.58433,0.61015,0.02581,510.00000,1814.00000,2.00000,2.00000,1814.00000,510.00000,249.00000,198.00000,62.00000,1.00000,0.48824,0.38824,0.12157,1020.00000,794.00000,1814.00000,3.55686,3.55686,0.37091,0.63292,0.75106,,,1.05439,,1.05680,,,,,,"[0.6,1.0]",Q4
FB15k-237,structural_r2d3,52.00000,/music/genre/parent_genre,678.00000,76.00000,97.00000,0.16084,0.16084,0.00000,0.00000,neutral,rule_only,1.00000,0.00000,0.17497,0.17497,0.00000,454.00000,188.00000,2.00000,0.00000,0.00000,454.00000,36.00000,185.00000,233.00000,0.00000,0.07930,0.40749,0.51322,158.00000,30.00000,188.00000,0.41410,0.41410,0.83916,0.78449,1.15380,,,1.00000,1.00000,1.00000,,,,,,"[0.0,0.2)",Q2
FB15k-237,structural_r2d3,53.00000,/base/popstra/celebrity/breakup./base/popstra/breakup/participant,153.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,neutral,rule_only,1.00000,0.00000,0.00000,0.00000,0.00000,39.00000,9.00000,2.00000,0.00000,0.00000,39.00000,19.00000,9.00000,11.00000,0.00000,0.48718,0.23077,0.28205,8.00000,1.00000,9.00000,0.23077,0.23077,1.00000,1.00000,1.00000,,,1.00000,1.00000,,,,,,,"[0.0,0.2)",Q2
FB15k-237,structural_r2d3,54.00000,/location/country/capital,142.00000,7.00000,11.00000,0.09805,0.09805,0.00000,0.00000,neutral,rule_only,1.00000,0.00000,0.15485,0.15485,0.00000,27.00000,18.00000,1.00000,0.00000,0.00000,27.00000,27.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.00000,5.00000,13.00000,18.00000,0.66667,0.66667,0.90195,1.00000,,,,1.00000,,,,,,,,"[0.0,0.2)",Q2
FB15k-237,structural_r2d3,55.00000,/film/special_film_performance_type/film_performance_type./film/performance/film,93.00000,9.00000,11.00000,0.47011,0.47011,0.00000,0.00000,neutral,rule_only,1.00000,0.00000,0.47391,0.47391,0.00000,265.00000,74.00000,2.00000,0.00000,0.00000,265.00000,44.00000,143.00000,78.00000,0.00000,0.16604,0.53962,0.29434,74.00000,0.00000,74.00000,0.27925,0.27925,0.52989,1.00000,1.00000,,,1.00000,,1.00000,,,,,,"[0.4,0.6)",Q2
FB15k-237,structural_r2d3,56.00000,/location/hud_county_place/place,459.00000,56.00000,48.00000,0.00014,0.00014,0.00000,0.00000,neutral,rule_only,0.00000,0.00000,0.00014,,,971.00000,0.00000,2.00000,0.00000,0.00000,971.00000,695.00000,208.00000,66.00000,2.00000,0.71576,0.21421,0.06797,0.00000,0.00000,0.00000,0.00000,0.00000,0.99986,1.00000,1.00000,,,,,,,,,,,"[0.0,0.2)",Q1
FB15k-237,structural_r2d3,57.00000,/music/performance_role/guest_performances./music/recording_contribution/performance_role,497.00000,0.00000,2.00000,0.03544,0.03544,0.00000,0.00000,neutral,rule_only,1.00000,0.00000,0.00000,0.00000,0.00000,15675.00000,42284.00000,2.00000,0.00000,0.00000,15675.00000,822.00000,14066.00000,787.00000,0.00000,0.05244,0.89735,0.05021,31350.00000,10934.00000,42284.00000,2.69754,2.69754,0.96456,1.00000,1.00000,,,1.00000,1.00000,1.00000,,,,,,"[0.0,0.2)",Q4
FB15k-237,structural_r2d3,58.00000,/location/location/adjoin_s./location/adjoining_relationship/adjoins,2051.00000,51.00000,55.00000,0.39997,0.42504,0.02507,6.26918,positive,dependency,1.00000,1.00000,0.32440,0.33200,0.00760,5919.00000,9103.00000,2.00000,3.00000,9103.00000,5919.00000,1297.00000,2520.00000,2102.00000,0.00000,0.21912,0.42575,0.35513,9050.00000,53.00000,9103.00000,1.53793,1.53793,0.60003,0.93700,0.93061,,,1.04775,1.08784,1.06071,,,,,,"[0.2,0.4)",Q3
FB15k-237,structural_r2d3,59.00000,/film/film_subject/films,603.00000,46.00000,77.00000,0.20271,0.20311,0.00040,0.19767,neutral,dependency,1.00000,1.00000,0.20348,0.20625,0.00277,1185.00000,44.00000,2.00000,2.00000,44.00000,1185.00000,79.00000,501.00000,605.00000,0.00000,0.06667,0.42278,0.51055,44.00000,0.00000,44.00000,0.03713,0.03713,0.79729,1.13227,1.62095,,,1.01105,,1.04373,,,,,,"[0.2,0.4)",Q1
FB15k-237,structural_r2d3,60.00000,/base/schemastaging/person_extra/net_worth./measurement_unit/dated_money_value/currency,475.00000,48.00000,60.00000,0.49753,0.49838,0.00085,0.17105,neutral,dependency,1.00000,1.00000,0.52196,0.52898,0.00702,1393.00000,4294.00000,2.00000,2.00000,4294.00000,1393.00000,585.00000,701.00000,106.00000,1.00000,0.41996,0.50323,0.07609,2786.00000,1508.00000,4294.00000,3.08256,3.08256,0.50247,0.76165,0.74824,,,1.00823,,1.00823,,,,,,"[0.4,0.6)",Q4
FB15k-237,structural_r2d3,61.00000,/education/educational_institution/colors,856.00000,67.00000,90.00000,0.22712,0.22209,-0.00503,-2.21500,neutral,dependency,1.00000,1.00000,0.26991,0.27185,0.00194,1481.00000,4237.00000,2.00000,3.00000,4237.00000,1481.00000,105.00000,886.00000,487.00000,3.00000,0.07090,0.59824,0.32883,2322.00000,1915.00000,4237.00000,2.86090,2.86090,0.77288,0.75844,0.77681,,,1.00415,1.00346,1.00235,,,,,,"[0.2,0.4)",Q4
FB15k-237,structural_r2d3,62.00000,/base/aareas/schema/administrative_area/administrative_parent,579.00000,15.00000,25.00000,0.52190,0.57894,0.05704,10.92892,positive,dependency,1.00000,1.00000,0.56685,0.62240,0.05555,1633.00000,6532.00000,2.00000,3.00000,6532.00000,1633.00000,575.00000,893.00000,164.00000,1.00000,0.35211,0.54685,0.10043,3266.00000,3266.00000,6532.00000,4.00000,4.00000,0.47810,0.87791,0.93110,,,1.08406,1.10784,1.08888,,,,,,"[0.4,0.6)",Q4
FB15k-237,structural_r2d3,63.00000,/organization/role/leaders./organization/leadership/organization,756.00000,57.00000,70.00000,0.47152,0.47173,0.00021,0.04548,neutral,dependency,1.00000,1.00000,0.44825,0.45869,0.01043,971.00000,3884.00000,2.00000,3.00000,3884.00000,971.00000,303.00000,493.00000,172.00000,3.00000,0.31205,0.50772,0.17714,1942.00000,1942.00000,3884.00000,4.00000,4.00000,0.52848,0.67528,0.95703,,,1.00247,0.99682,1.00320,,,,,,"[0.4,0.6)",Q4
FB15k-237,structural_r2d3,64.00000,/government/legislative_session/members./government/government_position_held/legislative_sessions,814.00000,11.00000,13.00000,0.38954,0.38954,0.00000,0.00000,neutral,rule_only,1.00000,0.00000,0.32346,0.32346,0.00000,8311.00000,17090.00000,2.00000,0.00000,0.00000,8311.00000,36.00000,7759.00000,516.00000,0.00000,0.00433,0.93358,0.06209,468.00000,16622.00000,17090.00000,2.05631,2.05631,0.61046,0.84475,0.84547,,,1.00000,1.00000,1.00000,,,,,,"[0.2,0.4)",Q3
FB15k-237,structural_r2d3,65.00000,/olympics/olympic_games/sports,664.00000,8.00000,13.00000,0.28666,0.46603,0.17937,62.57054,positive,dependency,1.00000,1.00000,0.31667,0.47917,0.16251,9650.00000,21010.00000,2.00000,3.00000,21010.00000,9650.00000,104.00000,9057.00000,489.00000,0.00000,0.01078,0.93855,0.05067,1710.00000,19300.00000,21010.00000,2.17720,2.17720,0.71334,0.55462,0.53656,,,1.00061,1.00080,1.00060,,,,,,"[0.2,0.4)",Q3
FB15k-237,structural_r2d3,66.00000,/people/person/places_lived./people/place_lived/location,3738.00000,232.00000,305.00000,0.13059,0.13143,0.00084,0.64160,neutral,dependency,1.00000,1.00000,0.13594,0.13978,0.00384,4519.00000,1283.00000,2.00000,3.00000,1283.00000,4519.00000,977.00000,1479.00000,2059.00000,4.00000,0.21620,0.32728,0.45563,1081.00000,202.00000,1283.00000,0.28391,0.28391,0.86941,1.24384,1.56236,,,1.38308,1.16859,1.45493,,,,,,"[0.0,0.2)",Q2
FB15k-237,structural_r2d3,67.00000,/award/award_category/disciplines_or_subjects,204.00000,21.00000,15.00000,0.67218,0.68257,0.01039,1.54602,neutral,dependency,1.00000,1.00000,0.49660,0.49702,0.00042,223.00000,227.00000,2.00000,3.00000,227.00000,223.00000,25.00000,159.00000,39.00000,0.00000,0.11211,0.71300,0.17489,56.00000,171.00000,227.00000,1.01794,1.01794,0.32782,0.70465,0.89344,,,0.99848,1.00130,1.00033,,,,,,"[0.6,1.0]",Q3
FB15k-237,structural_r2d3,68.00000,/sports/professional_sports_team/draft_picks./sports/sports_league_draft_pick/school,688.00000,70.00000,86.00000,0.19103,0.19103,0.00000,0.00000,neutral,rule_only,1.00000,0.00000,0.17504,0.17504,0.00000,3143.00000,2576.00000,2.00000,0.00000,0.00000,3143.00000,132.00000,1769.00000,1241.00000,1.00000,0.04200,0.56284,0.39485,1903.00000,673.00000,2576.00000,0.81960,0.81960,0.80897,1.00000,1.00000,,,1.00000,1.00000,1.00000,,,,,,"[0.0,0.2)",Q3
FB15k-237,structural_r2d3,69.00000,/olympics/olympic_participating_country/medals_won./olympics/olympic_medal_honor/olympics,1153.00000,53.00000,63.00000,0.34202,0.34202,0.00000,0.00000,neutral,rule_only,1.00000,0.00000,0.34327,0.34327,0.00000,34850.00000,95132.00000,2.00000,0.00000,0.00000,34850.00000,466.00000,31624.00000,2760.00000,0.00000,0.01337,0.90743,0.07920,25432.00000,69700.00000,95132.00000,2.72976,2.72976,0.65798,0.58739,0.47102,,,1.00000,1.00000,1.00000,,,,,,"[0.2,0.4)",Q4
FB15k-237,structural_r2d3,70.00000,/language/human_language/countries_spoken_in,335.00000,19.00000,25.00000,0.30643,0.30643,0.00000,0.00000,neutral,rule_only,1.00000,0.00000,0.37252,0.37252,0.00000,1883.00000,7532.00000,2.00000,0.00000,0.00000,1883.00000,278.00000,1114.00000,491.00000,0.00000,0.14764,0.59161,0.26075,3766.00000,3766.00000,7532.00000,4.00000,4.00000,0.69357,1.00000,1.00000,,,1.00000,1.00000,1.00000,,,,,,"[0.2,0.4)",Q4
FB15k-237,structural_r2d3,71.00000,/people/ethnicity/people,2063.00000,169.00000,251.00000,0.31133,0.31133,0.00000,0.00000,neutral,rule_only,1.00000,0.00000,0.28436,0.28436,0.00000,3266.00000,7613.00000,2.00000,0.00000,0.00000,3266.00000,340.00000,1622.00000,1300.00000,4.00000,0.10410,0.49663,0.39804,6532.00000,1081.00000,7613.00000,2.33099,2.33099,0.68867,0.83332,1.47536,,,1.00000,1.00000,1.00000,,,,,,"[0.2,0.4)",Q4
FB15k-237,structural_r2d3,72.00000,/olympics/olympic_participating_country/athletes./olympics/olympic_athlete_affiliation/olympics,760.00000,30.00000,31.00000,0.36245,0.36245,0.00000,0.00000,neutral,rule_only,1.00000,0.00000,0.43686,0.43686,0.00000,19349.00000,59149.00000,2.00000,0.00000,0.00000,19349.00000,442.00000,17085.00000,1821.00000,1.00000,0.02284,0.88299,0.09411,20451.00000,38698.00000,59149.00000,3.05695,3.05695,0.63755,0.70483,0.66929,,,1.00000,1.00000,1.00000,,,,,,"[0.2,0.4)",Q4
FB15k-237,structural_r2d3,73.00000,/olympics/olympic_participating_country/medals_won./olympics/olympic_medal_honor/medal,256.00000,26.00000,38.00000,0.66581,0.66581,0.00000,0.00000,neutral,rule_only,1.00000,0.00000,0.69498,0.69498,0.00000,2536.00000,5737.00000,2.00000,0.00000,0.00000,2536.00000,118.00000,2239.00000,179.00000,0.00000,0.04653,0.88289,0.07058,665.00000,5072.00000,5737.00000,2.26222,2.26222,0.33419,0.75881,0.75644,,,1.00000,1.00000,1.00000,,,,,,"[0.6,1.0]",Q4
FB15k-237,structural_r2d3,74.00000,/film/film/other_crew./film/film_crew_gig/crewmember,384.00000,37.00000,26.00000,0.14794,0.15019,0.00225,1.51804,neutral,dependency,1.00000,1.00000,0.16061,0.16773,0.00711,1231.00000,83.00000,2.00000,2.00000,83.00000,1231.00000,132.00000,510.00000,589.00000,0.00000,0.10723,0.41430,0.47847,82.00000,1.00000,83.00000,0.06742,0.06742,0.85206,0.86889,1.32882,,,1.09725,,1.13538,,,,,,"[0.0,0.2)",Q1
FB15k-237,structural_r2d3,75.00000,/music/performance_role/track_performances./music/track_contribution/role,3795.00000,39.00000,53.00000,0.22834,0.22834,0.00000,0.00000,neutral,rule_only,1.00000,0.00000,0.14357,0.14357,0.00000,114060.00000,234164.00000,2.00000,0.00000,0.00000,114060.00000,1073.00000,109841.00000,3146.00000,0.00000,0.00941,0.96301,0.02758,6044.00000,228120.00000,234164.00000,2.05299,2.05299,0.77166,0.51577,0.32272,,,1.00000,1.00000,1.00000,,,,,,"[0.2,0.4)",Q3
FB15k-237,structural_r2d3,76.00000,/music/record_label/artist,2226.00000,252.00000,266.00000,0.15286,0.15286,0.00000,0.00000,neutral,rule_only,1.00000,0.00000,0.18700,0.18700,0.00000,4849.00000,2513.00000,2.00000,0.00000,0.00000,4849.00000,228.00000,2800.00000,1819.00000,2.00000,0.04702,0.57744,0.37513,2066.00000,447.00000,2513.00000,0.51825,0.51825,0.84714,0.94051,1.50227,,,1.00000,1.00000,1.00000,,,,,,"[0.0,0.2)",Q2
FB15k-237,structural_r2d3,77.00000,/base/popstra/celebrity/dated./base/popstra/dated/participant,1404.00000,17.00000,11.00000,0.01377,0.01377,0.00000,0.00000,neutral,rule_only,1.00000,0.00000,0.01929,0.01929,0.00000,1603.00000,38.00000,2.00000,0.00000,0.00000,1603.00000,352.00000,279.00000,972.00000,0.00000,0.21959,0.17405,0.60636,31.00000,7.00000,38.00000,0.02371,0.02371,0.98623,1.00000,1.00000,,,1.00000,1.00000,1.00000,,,,,,"[0.0,0.2)",Q1
FB15k-237,structural_r2d3,78.00000,/base/locations/continents/countries_within,125.00000,4.00000,5.00000,0.82011,0.52942,-0.29070,-35.44597,negative,dependency,1.00000,1.00000,0.39295,0.39360,0.00065,1187.00000,4748.00000,2.00000,3.00000,4748.00000,1187.00000,156.00000,875.00000,156.00000,0.00000,0.13142,0.73715,0.13142,2374.00000,2374.00000,4748.00000,4.00000,4.00000,0.17989,0.72325,0.69547,,,0.99900,0.99830,1.00125,,,,,,"[0.6,1.0]",Q4
FB15k-237,structural_r2d3,79.00000,/sports/sports_league_draft/picks./sports/sports_league_draft_pick/school,269.00000,26.00000,42.00000,0.21780,0.21780,0.00000,0.00000,neutral,rule_only,1.00000,0.00000,0.25135,0.25135,0.00000,1168.00000,552.00000,2.00000,0.00000,0.00000,1168.00000,68.00000,653.00000,447.00000,0.00000,0.05822,0.55908,0.38271,550.00000,2.00000,552.00000,0.47260,0.47260,0.78220,0.86634,0.86611,,,1.00000,1.00000,1.00000,,,,,,"[0.2,0.4)",Q2
FB15k-237,structural_r2d3,80.00000,/sports/sports_team/sport,423.00000,47.00000,53.00000,0.69822,0.73107,0.03285,4.70494,positive,dependency,1.00000,1.00000,0.68803,0.71039,0.02236,405.00000,1383.00000,2.00000,2.00000,1383.00000,405.00000,77.00000,275.00000,52.00000,1.00000,0.19012,0.67901,0.12840,730.00000,653.00000,1383.00000,3.41481,3.41481,0.30178,0.64924,0.69578,,,1.03198,,1.03549,,,,,,"[0.6,1.0]",Q4
FB15k-237,structural_r2d3,81.00000,/education/educational_institution_campus/educational_institution,526.00000,13.00000,13.00000,0.00014,0.00014,0.00000,0.00000,neutral,rule_only,0.00000,0.00000,0.00014,,,1571.00000,0.00000,2.00000,0.00000,0.00000,1571.00000,907.00000,586.00000,76.00000,2.00000,0.57734,0.37301,0.04838,0.00000,0.00000,0.00000,0.00000,0.00000,0.99986,1.00000,1.00000,,,,,,,,,,,"[0.0,0.2)",Q1
FB15k-237,structural_r2d3,82.00000,/people/person/religion,1085.00000,125.00000,127.00000,0.31491,0.31491,0.00000,0.00000,neutral,rule_only,1.00000,0.00000,0.31967,0.31967,0.00000,1565.00000,2835.00000,2.00000,0.00000,0.00000,1565.00000,245.00000,724.00000,593.00000,3.00000,0.15655,0.46262,0.37891,2775.00000,60.00000,2835.00000,1.81150,1.81150,0.68509,0.82182,1.27746,,,1.00000,1.00000,1.00000,,,,,,"[0.2,0.4)",Q3
FB15k-237,structural_r2d3,83.00000,/organization/organization/headquarters./location/mailing_address/citytown,852.00000,44.00000,55.00000,0.23095,0.24994,0.01899,8.22116,positive,dependency,1.00000,1.00000,0.32593,0.32837,0.00244,737.00000,308.00000,2.00000,3.00000,308.00000,737.00000,286.00000,190.00000,261.00000,0.00000,0.38806,0.25780,0.35414,255.00000,53.00000,308.00000,0.41791,0.41791,0.76905,1.58081,1.87638,,,1.05464,1.00343,1.04111,,,,,,"[0.2,0.4)",Q2
FB15k-237,structural_r2d3,84.00000,/film/film/produced_by,1285.00000,54.00000,60.00000,0.38798,0.38798,0.00000,0.00000,neutral,rule_only,1.00000,0.00000,0.39621,0.39621,0.00000,2937.00000,6035.00000,2.00000,0.00000,0.00000,2937.00000,738.00000,930.00000,1269.00000,0.00000,0.25128,0.31665,0.43207,5874.00000,161.00000,6035.00000,2.05482,2.05482,0.61202,1.00000,1.00000,,,1.00000,1.00000,1.00000,,,,,,"[0.2,0.4)",Q3
FB15k-237,structural_r2d3,85.00000,/people/person/spouse_s./people/marriage/type_of_union,2909.00000,302.00000,346.00000,0.49129,0.49129,0.00000,0.00000,neutral,rule_only,1.00000,0.00000,0.49686,0.49686,0.00000,5859.00000,2547.00000,2.00000,0.00000,0.00000,5859.00000,908.00000,4758.00000,191.00000,2.00000,0.15498,0.81208,0.03260,238.00000,2309.00000,2547.00000,0.43472,0.43472,0.50871,0.51644,0.70247,,,1.00000,,1.00000,,,,,,"[0.4,0.6)",Q2
FB15k-237,structural_r2d3,86.00000,/film/film/production_companies,1568.00000,82.00000,84.00000,0.39421,0.39613,0.00192,0.48784,neutral,dependency,1.00000,1.00000,0.44983,0.45374,0.00392,4321.00000,9330.00000,2.00000,3.00000,9330.00000,4321.00000,585.00000,2462.00000,1271.00000,3.00000,0.13539,0.56978,0.29414,8642.00000,688.00000,9330.00000,2.15922,2.15922,0.60579,0.93165,1.43144,,,1.04205,1.02984,1.04639,,,,,,"[0.2,0.4)",Q3
FB15k-237,structural_r2d3,87.00000,/location/country/second_level_divisions,463.00000,32.00000,46.00000,0.66228,0.70050,0.03821,5.77017,positive,dependency,1.00000,1.00000,0.67817,0.70916,0.03099,725.00000,2705.00000,2.00000,3.00000,2705.00000,725.00000,562.00000,90.00000,72.00000,1.00000,0.77517,0.12414,0.09931,1450.00000,1255.00000,2705.00000,3.73103,3.73103,0.33772,0.68472,1.16117,,,0.99373,0.99990,0.99336,,,,,,"[0.6,1.0]",Q4
FB15k-237,structural_r2d3,88.00000,/base/culturalevent/event/entity_involved,276.00000,20.00000,20.00000,0.12357,0.12611,0.00254,2.05596,neutral,dependency,1.00000,1.00000,0.19758,0.22118,0.02360,237.00000,234.00000,2.00000,3.00000,234.00000,237.00000,103.00000,51.00000,83.00000,0.00000,0.43460,0.21519,0.35021,234.00000,0.00000,234.00000,0.98734,0.98734,0.87643,0.81808,0.93832,,,1.00337,1.00334,1.00326,,,,,,"[0.0,0.2)",Q3
FB15k-237,structural_r2d3,89.00000,/education/educational_degree/people_with_this_degree./education/education/institution,2257.00000,244.00000,287.00000,0.40942,0.40942,0.00000,0.00000,neutral,rule_only,1.00000,0.00000,0.38165,0.38165,0.00000,13213.00000,35969.00000,2.00000,0.00000,0.00000,13213.00000,195.00000,11791.00000,1219.00000,8.00000,0.01476,0.89238,0.09226,20660.00000,15309.00000,35969.00000,2.72224,2.72224,0.59058,0.63887,0.58183,,,1.00000,1.00000,1.00000,,,,,,"[0.4,0.6)",Q4
FB15k-237,structural_r2d3,90.00000,/film/film/distributors./film/film_film_distributor_relationship/film_distribution_medium,285.00000,21.00000,38.00000,0.55114,0.55114,0.00000,0.00000,neutral,rule_only,1.00000,0.00000,0.57423,0.57423,0.00000,894.00000,2178.00000,2.00000,0.00000,0.00000,894.00000,156.00000,578.00000,159.00000,1.00000,0.17450,0.64653,0.17785,1788.00000,390.00000,2178.00000,2.43624,2.43624,0.44886,0.79368,0.80536,,,1.00000,1.00000,1.00000,,,,,,"[0.4,0.6)",Q4
FB15k-237,structural_r2d3,91.00000,/tv/tv_program/tv_producer./tv/tv_producer_term/producer_type,121.00000,15.00000,11.00000,0.67674,0.67669,-0.00006,-0.00827,neutral,dependency,1.00000,1.00000,0.62765,0.63901,0.01137,228.00000,799.00000,2.00000,2.00000,799.00000,228.00000,85.00000,125.00000,17.00000,1.00000,0.37281,0.54825,0.07456,456.00000,343.00000,799.00000,3.50439,3.50439,0.32326,0.83949,0.83969,,,1.00335,,1.00335,,,,,,"[0.6,1.0]",Q4
