selector,dataset,coverage,feature,n,min,q25,median,q75,max,mean
balanced5_global_rf,global,0.1,synergy_weight_top5_mean,59606,0.0,5.084438,5.421422,5.550072,5.578564,5.003692425351474
balanced5_global_rf,global,0.1,max_candidate_dep_score,59606,-1.8799525,-1.4815744672474566e-05,0.0,0.0067963521768821,4.762381899999983,0.007458918584169017
balanced5_global_rf,global,0.1,topk_rule_weight,59606,0.2351918898303842,1.4350845252893225,1.58534036085504,1.7086928705294415,2.8486642952119343,1.5518678847489593
balanced5_global_rf,global,0.1,num_neg_dep,59606,0.0,6.0,19.0,40.0,313.0,28.552712814146226
balanced5_global_rf,global,0.1,effective_candidates,59606,96.97639328721966,104.18937327330643,114.94517844539908,138.94999355644904,193.07559991417065,123.98789708120998
balanced5_global_rf,global,0.2,synergy_weight_top5_mean,119212,0.0,5.012918,5.344488,5.550072,5.578564,4.8248175481509135
balanced5_global_rf,global,0.2,max_candidate_dep_score,119212,-1.8851501,0.0,0.0003529303803412,0.0121059169165418,4.762381899999983,0.015313235944598227
balanced5_global_rf,global,0.2,topk_rule_weight,119212,0.1067469015723862,1.426088246586562,1.6037751332428103,1.719785969602966,3.2685314153140608,1.5328002794256508
balanced5_global_rf,global,0.2,num_neg_dep,119212,0.0,8.0,26.0,48.0,313.0,33.24568835352146
balanced5_global_rf,global,0.2,effective_candidates,119212,96.10907704414512,102.07471829269436,108.76434923906832,126.45164430591228,198.9019813260522,118.42095522096183
balanced5_global_rf,global,0.5,synergy_weight_top5_mean,298030,0.0,0.096938,1.983756,5.222024,5.578564,2.424098078780659
balanced5_global_rf,global,0.5,max_candidate_dep_score,298030,-19.125658899999983,0.0,7.58274869677283e-05,0.0121450787353648,6.011376100000017,0.03124364428120659
balanced5_global_rf,global,0.5,topk_rule_weight,298030,0.0009980040748513,0.5020503661462722,1.140798994538768,1.6056076568622677,3.72003775733361,1.0625752818657817
balanced5_global_rf,global,0.5,num_neg_dep,298030,0.0,0.0,7.0,33.0,500.0,22.12253128879643
balanced5_global_rf,global,0.5,effective_candidates,298030,1.0,99.96045641199147,100.85502321849803,108.8919884184306,198.9019813260522,108.78587182687878
balanced5_global_rf,FB15k-237,0.1,synergy_weight_top5_mean,4082,0.0,0.993002,1.217732,1.407122,2.364568,1.190585084068267
balanced5_global_rf,FB15k-237,0.1,max_candidate_dep_score,4082,-0.9572362000000002,0.33379799999999993,0.6304205500000004,1.0604155749999966,4.762381899999983,0.7683624219990199
balanced5_global_rf,FB15k-237,0.1,topk_rule_weight,4082,0.2323780225711796,0.6501214998015645,1.0344514418090736,1.1998251418058543,1.8562979903656265,0.966377160981976
balanced5_global_rf,FB15k-237,0.1,num_neg_dep,4082,0.0,4.0,17.0,43.0,369.0,37.296178343949045
balanced5_global_rf,FB15k-237,0.1,effective_candidates,4082,18.943997478553865,99.5721679153322,100.47077797351253,102.68086879732007,162.9872922148379,102.98096765212514
balanced5_global_rf,FB15k-237,0.2,synergy_weight_top5_mean,8164,0.0,0.912619,1.134126,1.3669345,2.364568,1.1207489958149601
balanced5_global_rf,FB15k-237,0.2,max_candidate_dep_score,8164,-0.9572362000000002,0.1500470999999999,0.4249778999999997,0.8030978,4.957934000000008,0.5686740040176382
balanced5_global_rf,FB15k-237,0.2,topk_rule_weight,8164,0.1411864440405439,0.6287564889878199,0.9081846594203105,1.181993897607161,1.9641115270669305,0.9198778406338195
balanced5_global_rf,FB15k-237,0.2,num_neg_dep,8164,0.0,3.0,15.0,45.0,369.0,34.86942675159236
balanced5_global_rf,FB15k-237,0.2,effective_candidates,8164,3.9329494035769232,99.55475002799248,100.28153076497853,102.48006651493937,162.9872922148379,101.39809046309739
balanced5_global_rf,FB15k-237,0.5,synergy_weight_top5_mean,20410,0.0,0.020758333333333327,0.574241,1.09422,2.364568,0.6419851823697533
balanced5_global_rf,FB15k-237,0.5,max_candidate_dep_score,20410,-19.125658899999983,0.0,0.0575756999999999,0.4066995000000007,6.011376100000017,0.28720728028907394
balanced5_global_rf,FB15k-237,0.5,topk_rule_weight,20410,0.0024968801985871,0.3750760293096236,0.7432834674536996,1.1815941959715706,2.024432172826236,0.8048195360445939
balanced5_global_rf,FB15k-237,0.5,num_neg_dep,20410,0.0,0.0,5.0,29.0,369.0,31.09029887310142
balanced5_global_rf,FB15k-237,0.5,effective_candidates,20410,1.0,99.57471104187114,99.97769523728607,101.522429241879,165.96783336299018,97.72502727483797
balanced5_global_rf,KG20C,0.1,synergy_weight_top5_mean,745,1.013034,1.333068,1.502012,1.664406,1.99003,1.4779131807606265
balanced5_global_rf,KG20C,0.1,max_candidate_dep_score,745,0.0,0.0002878758210446,0.0010115807633479,0.0023736990631472,0.225547,0.015346221750138602
balanced5_global_rf,KG20C,0.1,topk_rule_weight,745,0.1461040642441037,0.4405852799941064,0.5306282510621704,0.61131369442145,1.120591195386885,0.553578566184924
balanced5_global_rf,KG20C,0.1,num_neg_dep,745,0.0,2.0,5.0,9.0,57.0,8.71275167785235
balanced5_global_rf,KG20C,0.1,effective_candidates,745,99.42845252576492,99.9136737835682,101.49915036562518,103.6552849796711,109.84765024873708,102.2638917146805
balanced5_global_rf,KG20C,0.2,synergy_weight_top5_mean,1490,0.99053,1.2282324999999998,1.345189,1.570672,1.99003,1.3860112714765103
balanced5_global_rf,KG20C,0.2,max_candidate_dep_score,1490,0.0,0.0002310485558879,0.00066684768033545,0.0024586619544689,0.225547,0.012223081435861153
balanced5_global_rf,KG20C,0.2,topk_rule_weight,1490,0.0649043403272041,0.3437816674404146,0.4186274015222695,0.5347060452694303,1.120591195386885,0.4501541072764855
balanced5_global_rf,KG20C,0.2,num_neg_dep,1490,0.0,0.0,1.0,5.0,57.0,4.668456375838926
balanced5_global_rf,KG20C,0.2,effective_candidates,1490,99.42845252576492,99.93291896891125,99.987055272862,101.80819205646702,109.84765024873708,101.32619037571763
balanced5_global_rf,KG20C,0.5,synergy_weight_top5_mean,3724,0.06828,0.7606675,1.06036,1.333068,1.99003,1.039141316058002
balanced5_global_rf,KG20C,0.5,max_candidate_dep_score,3724,0.0,0.0002878758210446,0.0017207051582975,0.0042935856978927,0.225547,0.0135342814108721
balanced5_global_rf,KG20C,0.5,topk_rule_weight,3724,0.0520101135123914,0.2443427798765503,0.33798388114912614,0.4364784518647596,1.120591195386885,0.35219805154421807
balanced5_global_rf,KG20C,0.5,num_neg_dep,3724,0.0,0.0,0.0,2.0,57.0,2.29296455424275
balanced5_global_rf,KG20C,0.5,effective_candidates,3724,99.17873915811698,99.93057467632836,99.97739579455752,100.87886408858066,109.84765024873708,100.6547167743724
balanced5_global_rf,WN18RR,0.1,synergy_weight_top5_mean,606,0.02599,0.34475,0.534694,0.7542785000000001,2.47159,0.6358670148514852
balanced5_global_rf,WN18RR,0.1,max_candidate_dep_score,606,0.0,0.0896359,0.1844086,0.3700891,1.7869029999999992,0.28125155874587454
balanced5_global_rf,WN18RR,0.1,topk_rule_weight,606,0.0675280599859372,0.229283639644885,0.33018202114111117,0.4571537546204802,1.9363406980391624,0.41172276009757935
balanced5_global_rf,WN18RR,0.1,num_neg_dep,606,0.0,0.0,0.0,1.0,8.0,1.0016501650165017
balanced5_global_rf,WN18RR,0.1,effective_candidates,606,5.968956897154183,99.93855230048965,99.99095534117885,99.99979462006924,105.28136606051277,99.25471173879637
balanced5_global_rf,WN18RR,0.2,synergy_weight_top5_mean,1211,0.0,0.0,0.23673,0.5510616666666667,2.47159,0.33796271786402426
balanced5_global_rf,WN18RR,0.2,max_candidate_dep_score,1211,0.0,0.0,0.0,0.1844086,1.7869029999999992,0.14278082485549132
balanced5_global_rf,WN18RR,0.2,topk_rule_weight,1211,0.0009980040748513,0.024235453625315997,0.1883062265523933,0.36502292092924243,2.2512917986064958,0.2568193371245025
balanced5_global_rf,WN18RR,0.2,num_neg_dep,1211,0.0,0.0,0.0,0.0,8.0,0.5161023947151114
balanced5_global_rf,WN18RR,0.2,effective_candidates,1211,4.998148757122112,99.98080445471868,99.99998876012462,99.99999980492258,105.28136606051277,98.43106160469682
balanced5_global_rf,WN18RR,0.5,synergy_weight_top5_mean,3028,0.0,0.0,0.0,0.0,2.47159,0.13516276464112728
balanced5_global_rf,WN18RR,0.5,max_candidate_dep_score,3028,0.0,0.0,0.0,0.0,1.7869029999999992,0.05710289924042272
balanced5_global_rf,WN18RR,0.5,topk_rule_weight,3028,0.0009980040748513,0.0499431086996346,0.1046391561536472,0.23929054437415556,2.6546394493625005,0.18388156470536812
